RENGLON,AÑO,ENTIDAD,CVE_GEO,EDAD,DEFUNCION,POBLACION,PROP
104676,2020,Coahuila,5,87,142,1277.5,0.111154599
104678,2020,Coahuila,5,88,133.5,1099.5,0.121418827
104680,2020,Coahuila,5,89,123.5,933.5,0.132297804
104682,2020,Coahuila,5,90,113,779.5,0.144964721
104684,2020,Coahuila,5,91,101.5,640,0.15859375
104686,2020,Coahuila,5,92,91,520.5,0.174831892
104688,2020,Coahuila,5,93,79,412,0.191747573
104690,2020,Coahuila,5,94,67.5,323.5,0.208655332
104692,2020,Coahuila,5,95,57,248.5,0.229376258
104694,2020,Coahuila,5,96,47.5,187,0.254010695
104696,2020,Coahuila,5,97,38.5,137,0.281021898
104698,2020,Coahuila,5,98,30,97.5,0.307692308
104700,2020,Coahuila,5,99,23,67,0.343283582
104702,2020,Coahuila,5,100,16.5,45.5,0.362637363
104704,2020,Coahuila,5,101,12,29,0.413793103
104706,2020,Coahuila,5,102,8,18,0.444444444
104708,2020,Coahuila,5,103,5,10.5,0.476190476
104710,2020,Coahuila,5,104,3,6.5,0.461538462
104712,2020,Coahuila,5,105,2,3.5,0.571428571
104714,2020,Coahuila,5,106,1.5,2,0.75
104716,2020,Coahuila,5,107,0.5,0.5,1
104718,2020,Coahuila,5,108,0,0,0
104720,2020,Coahuila,5,109,0,0,0
122322,2020,Colima,6,0,70,6689.5,0.01046416
122324,2020,Colima,6,1,5,6747,0.00074107
122326,2020,Colima,6,2,2.5,6773,0.000369113
122328,2020,Colima,6,3,2,6831.5,0.000292761
122330,2020,Colima,6,4,2,6841,0.000292355
122332,2020,Colima,6,5,2,6805,0.000293902
122334,2020,Colima,6,6,1.5,6759,0.000221926
122336,2020,Colima,6,7,1,6712,0.000148987
122338,2020,Colima,6,8,1.5,6666.5,0.000225006
122340,2020,Colima,6,9,1.5,6627.5,0.00022633
122342,2020,Colima,6,10,1.5,6606,0.000227066
122344,2020,Colima,6,11,2,6598.5,0.000303099
122346,2020,Colima,6,12,2,6590,0.00030349
122348,2020,Colima,6,13,2.5,6587.5,0.000379507
122350,2020,Colima,6,14,3,6589.5,0.00045527
122352,2020,Colima,6,15,3,6590.5,0.000455201
122354,2020,Colima,6,16,4.5,6578.5,0.000684047
122356,2020,Colima,6,17,4.5,6565,0.000685453
122358,2020,Colima,6,18,5.5,6565,0.000837776
122360,2020,Colima,6,19,6,6559,0.000914774
122362,2020,Colima,6,20,7,6555,0.001067887
122364,2020,Colima,6,21,7,6565,0.00106626
122366,2020,Colima,6,22,8,6590,0.001213961
122368,2020,Colima,6,23,8,6629,0.001206819
122370,2020,Colima,6,24,9,6674,0.001348517
122372,2020,Colima,6,25,9,6704.5,0.001342382
122374,2020,Colima,6,26,10,6702.5,0.001491981
122376,2020,Colima,6,27,10.5,6681.5,0.001571503
122378,2020,Colima,6,28,10.5,6631,0.001583472
122380,2020,Colima,6,29,10.5,6556,0.001601586
122382,2020,Colima,6,30,10.5,6470,0.001622875
122384,2020,Colima,6,31,11,6384.5,0.001722923
122386,2020,Colima,6,32,11,6285.5,0.00175006
122388,2020,Colima,6,33,11,6174.5,0.001781521
122390,2020,Colima,6,34,11,6059.5,0.001815331
122392,2020,Colima,6,35,11,5940.5,0.001851696
122394,2020,Colima,6,36,11.5,5816,0.001977304
122396,2020,Colima,6,37,12.5,5694.5,0.002195101
122398,2020,Colima,6,38,12.5,5576.5,0.002241549
122400,2020,Colima,6,39,12.5,5464,0.002287701
122402,2020,Colima,6,40,13.5,5364,0.002516779
122404,2020,Colima,6,41,14,5276,0.002653525
122406,2020,Colima,6,42,14.5,5199.5,0.00278873
122408,2020,Colima,6,43,15.5,5138,0.003016738
122410,2020,Colima,6,44,16.5,5086,0.0032442
122412,2020,Colima,6,45,17,5011,0.003392536
122414,2020,Colima,6,46,19,4924,0.003858652
122416,2020,Colima,6,47,19,4818.5,0.003943136
122418,2020,Colima,6,48,21,4697.5,0.004470463
122420,2020,Colima,6,49,21.5,4567.5,0.00470717
122422,2020,Colima,6,50,23,4427.5,0.005194805
122424,2020,Colima,6,51,24,4285,0.005600933
122426,2020,Colima,6,52,25,4144.5,0.006032091
122428,2020,Colima,6,53,26,4007.5,0.006487835
122430,2020,Colima,6,54,28,3879.5,0.007217425
122432,2020,Colima,6,55,29.5,3753,0.007860378
122434,2020,Colima,6,56,30.5,3623,0.008418438
122436,2020,Colima,6,57,32,3493,0.00916118
122438,2020,Colima,6,58,34,3360,0.010119048
122440,2020,Colima,6,59,35.5,3221.5,0.011019711
122442,2020,Colima,6,60,36.5,3082.5,0.011841038
122444,2020,Colima,6,61,38,2938.5,0.012931768
122446,2020,Colima,6,62,39.5,2791,0.014152633
122448,2020,Colima,6,63,40,2640,0.015151515
122450,2020,Colima,6,64,42,2488.5,0.016877637
122452,2020,Colima,6,65,42,2338,0.017964072
122454,2020,Colima,6,66,43.5,2188,0.01988117
122456,2020,Colima,6,67,43.5,2043,0.021292217
122458,2020,Colima,6,68,44.5,1899,0.023433386
122460,2020,Colima,6,69,44.5,1759,0.025298465
122462,2020,Colima,6,70,46,1651.5,0.027853467
122464,2020,Colima,6,71,46,1534.5,0.029977191
122466,2020,Colima,6,72,47,1426,0.032959327
122468,2020,Colima,6,73,47,1321.5,0.035565645
122470,2020,Colima,6,74,47,1221,0.038493038
122472,2020,Colima,6,75,47.5,1128.5,0.042091272
122474,2020,Colima,6,76,47,1038.5,0.045257583
122476,2020,Colima,6,77,47,956.5,0.04913748
122478,2020,Colima,6,78,47,880,0.053409091
122480,2020,Colima,6,79,47,805,0.058385093
122482,2020,Colima,6,80,46.5,729,0.063786008
122484,2020,Colima,6,81,45.5,659,0.069044006
122486,2020,Colima,6,82,44,595.5,0.07388749
122488,2020,Colima,6,83,43,535.5,0.080298786
122490,2020,Colima,6,84,42.5,479,0.088726514
122492,2020,Colima,6,85,40.5,426.5,0.094958968
122494,2020,Colima,6,86,39,375.5,0.103861518
122496,2020,Colima,6,87,37,329,0.112462006
122498,2020,Colima,6,88,35,286,0.122377622
122500,2020,Colima,6,89,32.5,245.5,0.132382892
122502,2020,Colima,6,90,30.5,208,0.146634615
122504,2020,Colima,6,91,28,172,0.162790698
122506,2020,Colima,6,92,24.5,142,0.172535211
122508,2020,Colima,6,93,22,114,0.192982456
122510,2020,Colima,6,94,19,91.5,0.207650273
122512,2020,Colima,6,95,17,72.5,0.234482759
122514,2020,Colima,6,96,14,55.5,0.252252252
122516,2020,Colima,6,97,11.5,42,0.273809524
122518,2020,Colima,6,98,9.5,30.5,0.31147541
122520,2020,Colima,6,99,7.5,22,0.340909091
122522,2020,Colima,6,100,5.5,15.5,0.35483871
122524,2020,Colima,6,101,4.5,10.5,0.428571429
122526,2020,Colima,6,102,3,6.5,0.461538462
122528,2020,Colima,6,103,2,4,0.5
122530,2020,Colima,6,104,1.5,2.5,0.6
122532,2020,Colima,6,105,0.5,1.5,0.333333333
122534,2020,Colima,6,106,0,1,0
122536,2020,Colima,6,107,0,0,0
122538,2020,Colima,6,108,0,0,0
122540,2020,Colima,6,109,0,0,0
140142,2020,Chiapas,7,0,1254.5,63434.5,0.019776305
140144,2020,Chiapas,7,1,73,63346.5,0.001152392
140146,2020,Chiapas,7,2,38,62956,0.000603596
140148,2020,Chiapas,7,3,26.5,62970,0.000420835
140150,2020,Chiapas,7,4,23,63431,0.000362599
140152,2020,Chiapas,7,5,21,63077,0.000332926
140154,2020,Chiapas,7,6,19,62543.5,0.000303789
140156,2020,Chiapas,7,7,18,61976.5,0.000290433
140158,2020,Chiapas,7,8,18,61363,0.000293336
140160,2020,Chiapas,7,9,17.5,60753.5,0.000288049
140162,2020,Chiapas,7,10,19,60089.5,0.000316195
140164,2020,Chiapas,7,11,20,59400.5,0.000336698
140166,2020,Chiapas,7,12,22.5,58663,0.000383547
140168,2020,Chiapas,7,13,26,57964,0.000448554
140170,2020,Chiapas,7,14,30,57376,0.000522867
140172,2020,Chiapas,7,15,34,56641.5,0.000600267
140174,2020,Chiapas,7,16,39,55558,0.000701969
140176,2020,Chiapas,7,17,44,54442,0.0008082
140178,2020,Chiapas,7,18,49,53390.5,0.000917766
140180,2020,Chiapas,7,19,53.5,52445,0.001020116
140182,2020,Chiapas,7,20,57.5,51642.5,0.001113424
140184,2020,Chiapas,7,21,62,50902.5,0.001218015
140186,2020,Chiapas,7,22,65.5,50234,0.001303898
140188,2020,Chiapas,7,23,69,49650.5,0.001389714
140190,2020,Chiapas,7,24,71.5,49125,0.001455471
140192,2020,Chiapas,7,25,74.5,48640,0.001531661
140194,2020,Chiapas,7,26,76,48070.5,0.001581011
140196,2020,Chiapas,7,27,78.5,47397,0.001656223
140198,2020,Chiapas,7,28,79,46594.5,0.001695479
140200,2020,Chiapas,7,29,80.5,45515,0.001768648
140202,2020,Chiapas,7,30,80,44360.5,0.001803406
140204,2020,Chiapas,7,31,81,43312.5,0.00187013
140206,2020,Chiapas,7,32,80.5,42227,0.001906363
140208,2020,Chiapas,7,33,81.5,41131.5,0.00198145
140210,2020,Chiapas,7,34,82,40028.5,0.00204854
140212,2020,Chiapas,7,35,82.5,38919.5,0.00211976
140214,2020,Chiapas,7,36,83.5,37820,0.002207827
140216,2020,Chiapas,7,37,85,36759,0.002312359
140218,2020,Chiapas,7,38,87,35744,0.002433975
140220,2020,Chiapas,7,39,88.5,34793.5,0.002543579
140222,2020,Chiapas,7,40,91.5,33935.5,0.002696291
140224,2020,Chiapas,7,41,94.5,33177,0.002848359
140226,2020,Chiapas,7,42,98.5,32505,0.003030303
140228,2020,Chiapas,7,43,103.5,31918.5,0.003242634
140230,2020,Chiapas,7,44,108.5,31388,0.003456735
140232,2020,Chiapas,7,45,115,30712,0.003744465
140234,2020,Chiapas,7,46,120,29964.5,0.004004739
140236,2020,Chiapas,7,47,126,29128.5,0.00432566
140238,2020,Chiapas,7,48,131.5,28209.5,0.00466155
140240,2020,Chiapas,7,49,138,27241,0.005065893
140242,2020,Chiapas,7,50,143,26268,0.005443886
140244,2020,Chiapas,7,51,149,25292.5,0.005891074
140246,2020,Chiapas,7,52,156,24339,0.006409466
140248,2020,Chiapas,7,53,162,23423.5,0.006916131
140250,2020,Chiapas,7,54,169,22555.5,0.007492629
140252,2020,Chiapas,7,55,176,21716.5,0.008104437
140254,2020,Chiapas,7,56,184,20893.5,0.008806567
140256,2020,Chiapas,7,57,191,20076,0.009513847
140258,2020,Chiapas,7,58,199.5,19252.5,0.010362291
140260,2020,Chiapas,7,59,207.5,18410.5,0.011270742
140262,2020,Chiapas,7,60,214.5,17547,0.012224312
140264,2020,Chiapas,7,61,222,16666.5,0.013320133
140266,2020,Chiapas,7,62,228.5,15776.5,0.014483567
140268,2020,Chiapas,7,63,234,14888,0.015717356
140270,2020,Chiapas,7,64,240,14016,0.017123288
140272,2020,Chiapas,7,65,245,13165.5,0.018609244
140274,2020,Chiapas,7,66,249,12332.5,0.020190553
140276,2020,Chiapas,7,67,253,11541.5,0.021920894
140278,2020,Chiapas,7,68,256,10762.5,0.023786295
140280,2020,Chiapas,7,69,259,10009.5,0.025875418
140282,2020,Chiapas,7,70,263,9436.5,0.027870503
140284,2020,Chiapas,7,71,267.5,8813.5,0.030351166
140286,2020,Chiapas,7,72,271,8219,0.032972381
140288,2020,Chiapas,7,73,274,7655,0.035793599
140290,2020,Chiapas,7,74,276,7116.5,0.03878311
140292,2020,Chiapas,7,75,278.5,6607.5,0.042149073
140294,2020,Chiapas,7,76,279,6112,0.045647906
140296,2020,Chiapas,7,77,279.5,5641,0.049547952
140298,2020,Chiapas,7,78,280,5209.5,0.05374796
140300,2020,Chiapas,7,79,278.5,4769.5,0.058391865
140302,2020,Chiapas,7,80,275,4337,0.063407886
140304,2020,Chiapas,7,81,270,3922,0.068842427
140306,2020,Chiapas,7,82,263,3530.5,0.074493698
140308,2020,Chiapas,7,83,256,3160.5,0.080999842
140310,2020,Chiapas,7,84,247,2816.5,0.087697497
140312,2020,Chiapas,7,85,237.5,2495.5,0.095171308
140314,2020,Chiapas,7,86,227.5,2195.5,0.103621043
140316,2020,Chiapas,7,87,216,1916.5,0.112705453
140318,2020,Chiapas,7,88,203,1657,0.122510561
140320,2020,Chiapas,7,89,189.5,1414,0.134016973
140322,2020,Chiapas,7,90,174,1190,0.146218487
140324,2020,Chiapas,7,91,157.5,985.5,0.159817352
140326,2020,Chiapas,7,92,141,812.5,0.173538462
140328,2020,Chiapas,7,93,125,654.5,0.190985485
140330,2020,Chiapas,7,94,109,523,0.208413002
140332,2020,Chiapas,7,95,94,411.5,0.228432564
140334,2020,Chiapas,7,96,80,317,0.252365931
140336,2020,Chiapas,7,97,65.5,239,0.274058577
140338,2020,Chiapas,7,98,53,175.5,0.301994302
140340,2020,Chiapas,7,99,41.5,125,0.332
140342,2020,Chiapas,7,100,31.5,86.5,0.36416185
140344,2020,Chiapas,7,101,24,58,0.413793103
140346,2020,Chiapas,7,102,17,38,0.447368421
140348,2020,Chiapas,7,103,11.5,24,0.479166667
140350,2020,Chiapas,7,104,8,14.5,0.551724138
140352,2020,Chiapas,7,105,5,8,0.625
140354,2020,Chiapas,7,106,3.5,4.5,0.777777778
140356,2020,Chiapas,7,107,2,3,0.666666667
140358,2020,Chiapas,7,108,0.5,0.5,1
140360,2020,Chiapas,7,109,2.5,2,1.25
157962,2020,Chihuahua,8,0,416,31482,0.0132139
157964,2020,Chihuahua,8,1,28.5,31618,0.000901385
157966,2020,Chihuahua,8,2,15,31966,0.000469249
157968,2020,Chihuahua,8,3,10,32145,0.00031109
157970,2020,Chihuahua,8,4,8,32211,0.000248362
157972,2020,Chihuahua,8,5,7,32561,0.000214981
157974,2020,Chihuahua,8,6,7,32806,0.000213376
157976,2020,Chihuahua,8,7,7,33021.5,0.000211983
157978,2020,Chihuahua,8,8,7,33190,0.000210907
157980,2020,Chihuahua,8,9,8,33362,0.000239794
157982,2020,Chihuahua,8,10,8,33539,0.000238528
157984,2020,Chihuahua,8,11,9,33712.5,0.000266963
157986,2020,Chihuahua,8,12,11,33825.5,0.000325198
157988,2020,Chihuahua,8,13,12,33927.5,0.000353695
157990,2020,Chihuahua,8,14,15,34012.5,0.000441014
157992,2020,Chihuahua,8,15,18,34020,0.000529101
157994,2020,Chihuahua,8,16,21,33876,0.000619908
157996,2020,Chihuahua,8,17,24.5,33668.5,0.000727683
157998,2020,Chihuahua,8,18,27.5,33465,0.000821754
158000,2020,Chihuahua,8,19,31,33205.5,0.00093358
158002,2020,Chihuahua,8,20,34,32926,0.001032619
158004,2020,Chihuahua,8,21,36,32676.5,0.001101709
158006,2020,Chihuahua,8,22,39,32466,0.001201257
158008,2020,Chihuahua,8,23,41.5,32312,0.001284353
158010,2020,Chihuahua,8,24,44,32198.5,0.001366523
158012,2020,Chihuahua,8,25,45,32038.5,0.00140456
158014,2020,Chihuahua,8,26,46.5,31744,0.001464844
158016,2020,Chihuahua,8,27,47.5,31376.5,0.001513872
158018,2020,Chihuahua,8,28,48.5,30914.5,0.001568843
158020,2020,Chihuahua,8,29,49,30339.5,0.001615056
158022,2020,Chihuahua,8,30,49.5,29756.5,0.001663502
158024,2020,Chihuahua,8,31,49.5,29221.5,0.001693958
158026,2020,Chihuahua,8,32,50,28661,0.001744531
158028,2020,Chihuahua,8,33,50,28094.5,0.001779708
158030,2020,Chihuahua,8,34,51,27553,0.001850978
158032,2020,Chihuahua,8,35,52.5,27028,0.00194243
158034,2020,Chihuahua,8,36,53.5,26516,0.00201765
158036,2020,Chihuahua,8,37,54.5,26042,0.002092773
158038,2020,Chihuahua,8,38,56.5,25614.5,0.002205782
158040,2020,Chihuahua,8,39,58.5,25255.5,0.002316327
158042,2020,Chihuahua,8,40,61,24980,0.002441954
158044,2020,Chihuahua,8,41,64,24783,0.002582415
158046,2020,Chihuahua,8,42,68,24655,0.002758061
158048,2020,Chihuahua,8,43,73,24589,0.002968807
158050,2020,Chihuahua,8,44,78,24561.5,0.003175702
158052,2020,Chihuahua,8,45,83,24400,0.003401639
158054,2020,Chihuahua,8,46,90,24157.5,0.003725551
158056,2020,Chihuahua,8,47,95.5,23803.5,0.004012015
158058,2020,Chihuahua,8,48,101,23345.5,0.004326316
158060,2020,Chihuahua,8,49,108,22799.5,0.004736946
158062,2020,Chihuahua,8,50,113.5,22211,0.005110081
158064,2020,Chihuahua,8,51,120,21575.5,0.005561864
158066,2020,Chihuahua,8,52,126,20919,0.006023232
158068,2020,Chihuahua,8,53,133,20249.5,0.006568063
158070,2020,Chihuahua,8,54,138.5,19584.5,0.007071919
158072,2020,Chihuahua,8,55,146,18907,0.007722008
158074,2020,Chihuahua,8,56,153,18228,0.00839368
158076,2020,Chihuahua,8,57,159.5,17534,0.009096612
158078,2020,Chihuahua,8,58,166.5,16819,0.009899518
158080,2020,Chihuahua,8,59,173.5,16077.5,0.010791479
158082,2020,Chihuahua,8,60,179.5,15305,0.011728193
158084,2020,Chihuahua,8,61,185,14509.5,0.012750267
158086,2020,Chihuahua,8,62,190.5,13704,0.013901051
158088,2020,Chihuahua,8,63,195.5,12902.5,0.015152102
158090,2020,Chihuahua,8,64,199,12120,0.016419142
158092,2020,Chihuahua,8,65,203.5,11366.5,0.017903488
158094,2020,Chihuahua,8,66,206,10628.5,0.019381851
158096,2020,Chihuahua,8,67,210,9929,0.021150166
158098,2020,Chihuahua,8,68,212.5,9244.5,0.022986641
158100,2020,Chihuahua,8,69,214.5,8585,0.02498544
158102,2020,Chihuahua,8,70,217.5,8079,0.026921649
158104,2020,Chihuahua,8,71,221,7531.5,0.029343424
158106,2020,Chihuahua,8,72,224,7011,0.031949793
158108,2020,Chihuahua,8,73,226,6518,0.034673213
158110,2020,Chihuahua,8,74,228,6050.5,0.037682836
158112,2020,Chihuahua,8,75,229,5605,0.040856378
158114,2020,Chihuahua,8,76,229.5,5165,0.044433688
158116,2020,Chihuahua,8,77,228.5,4751,0.048095138
158118,2020,Chihuahua,8,78,228.5,4367,0.05232425
158120,2020,Chihuahua,8,79,226.5,3980,0.056909548
158122,2020,Chihuahua,8,80,223,3602,0.06191005
158124,2020,Chihuahua,8,81,218,3239.5,0.067294336
158126,2020,Chihuahua,8,82,212,2901,0.073078249
158128,2020,Chihuahua,8,83,204.5,2579,0.0792943
158130,2020,Chihuahua,8,84,196,2276,0.086115993
158132,2020,Chihuahua,8,85,187,1992,0.093875502
158134,2020,Chihuahua,8,86,176.5,1729.5,0.102052616
158136,2020,Chihuahua,8,87,165.5,1488.5,0.111185757
158138,2020,Chihuahua,8,88,154,1266,0.12164297
158140,2020,Chihuahua,8,89,141,1062,0.132768362
158142,2020,Chihuahua,8,90,127.5,875,0.145714286
158144,2020,Chihuahua,8,91,113.5,707,0.160537482
158146,2020,Chihuahua,8,92,99.5,566.5,0.175639894
158148,2020,Chihuahua,8,93,85,443.5,0.191657272
158150,2020,Chihuahua,8,94,72,344,0.209302326
158152,2020,Chihuahua,8,95,60,262.5,0.228571429
158154,2020,Chihuahua,8,96,49,195.5,0.250639386
158156,2020,Chihuahua,8,97,40,142,0.281690141
158158,2020,Chihuahua,8,98,31,101,0.306930693
158160,2020,Chihuahua,8,99,23.5,69,0.34057971
158162,2020,Chihuahua,8,100,17,46,0.369565217
158164,2020,Chihuahua,8,101,12,29.5,0.406779661
158166,2020,Chihuahua,8,102,8,18.5,0.432432432
158168,2020,Chihuahua,8,103,5.5,11,0.5
158170,2020,Chihuahua,8,104,3,6.5,0.461538462
158172,2020,Chihuahua,8,105,2,4,0.5
158174,2020,Chihuahua,8,106,1,1.5,0.666666667
158176,2020,Chihuahua,8,107,0.5,0.5,1
158178,2020,Chihuahua,8,108,0,0,0
158180,2020,Chihuahua,8,109,0,0,0
175782,2020,Ciudad de México,9,0,473,51630,0.00916134
175784,2020,Ciudad de México,9,1,37.5,51990,0.000721293
175786,2020,Ciudad de México,9,2,19,52058,0.000364978
175788,2020,Ciudad de México,9,3,12,52491.5,0.000228608
175790,2020,Ciudad de México,9,4,10,51541,0.00019402
175792,2020,Ciudad de México,9,5,8.5,52528,0.000161818
175794,2020,Ciudad de México,9,6,8,53561.5,0.000149361
175796,2020,Ciudad de México,9,7,8.5,54581.5,0.00015573
175798,2020,Ciudad de México,9,8,8.5,55550.5,0.000153014
175800,2020,Ciudad de México,9,9,10,56389,0.00017734
175802,2020,Ciudad de México,9,10,11,57233,0.000192197
175804,2020,Ciudad de México,9,11,13,58253,0.000223164
175806,2020,Ciudad de México,9,12,15.5,59239.5,0.00026165
175808,2020,Ciudad de México,9,13,19,60287,0.000315159
175810,2020,Ciudad de México,9,14,24,61272,0.000391696
175812,2020,Ciudad de México,9,15,29,62266.5,0.00046574
175814,2020,Ciudad de México,9,16,34.5,63250.5,0.00054545
175816,2020,Ciudad de México,9,17,41,64224.5,0.000638386
175818,2020,Ciudad de México,9,18,47.5,65317,0.000727223
175820,2020,Ciudad de México,9,19,54.5,66247.5,0.000822673
175822,2020,Ciudad de México,9,20,61.5,67125.5,0.000916194
175824,2020,Ciudad de México,9,21,67.5,68198.5,0.000989758
175826,2020,Ciudad de México,9,22,74,69415,0.001066052
175828,2020,Ciudad de México,9,23,81,70785.5,0.001144302
175830,2020,Ciudad de México,9,24,86,72207.5,0.001191012
175832,2020,Ciudad de México,9,25,91,73401.5,0.001239757
175834,2020,Ciudad de México,9,26,96,74173,0.001294272
175836,2020,Ciudad de México,9,27,100,74709.5,0.001338518
175838,2020,Ciudad de México,9,28,103,74924.5,0.001374717
175840,2020,Ciudad de México,9,29,106,74820.5,0.001416724
175842,2020,Ciudad de México,9,30,109,74537,0.001462361
175844,2020,Ciudad de México,9,31,111.5,74137.5,0.001503962
175846,2020,Ciudad de México,9,32,113,73522,0.001536955
175848,2020,Ciudad de México,9,33,115,72757,0.001580604
175850,2020,Ciudad de México,9,34,117.5,71993,0.001632103
175852,2020,Ciudad de México,9,35,120,71205,0.001685275
175854,2020,Ciudad de México,9,36,123.5,70318,0.001756307
175856,2020,Ciudad de México,9,37,128,69416.5,0.001843942
175858,2020,Ciudad de México,9,38,132,68540,0.001925883
175860,2020,Ciudad de México,9,39,137.5,67748.5,0.002029565
175862,2020,Ciudad de México,9,40,145,67180,0.00215838
175864,2020,Ciudad de México,9,41,153,66847,0.002288809
175866,2020,Ciudad de México,9,42,162,66665,0.002430061
175868,2020,Ciudad de México,9,43,174.5,66635.5,0.002618724
175870,2020,Ciudad de México,9,44,188,66652.5,0.002820599
175872,2020,Ciudad de México,9,45,203,66316.5,0.003061078
175874,2020,Ciudad de México,9,46,217.5,65834,0.003303764
175876,2020,Ciudad de México,9,47,234,65102.5,0.003594332
175878,2020,Ciudad de México,9,48,251,64150,0.003912705
175880,2020,Ciudad de México,9,49,268,62981.5,0.004255218
175882,2020,Ciudad de México,9,50,285.5,61719.5,0.004625767
175884,2020,Ciudad de México,9,51,304.5,60411.5,0.005040431
175886,2020,Ciudad de México,9,52,323.5,59099.5,0.00547382
175888,2020,Ciudad de México,9,53,345,57820.5,0.005966742
175890,2020,Ciudad de México,9,54,367.5,56574,0.006495917
175892,2020,Ciudad de México,9,55,391,55315.5,0.007068543
175894,2020,Ciudad de México,9,56,415.5,54033,0.007689745
175896,2020,Ciudad de México,9,57,441.5,52697.5,0.008378007
175898,2020,Ciudad de México,9,58,469,51280.5,0.009145777
175900,2020,Ciudad de México,9,59,496,49739.5,0.009971954
175902,2020,Ciudad de México,9,60,523,48065.5,0.010880985
175904,2020,Ciudad de México,9,61,548,46260.5,0.011845959
175906,2020,Ciudad de México,9,62,573,44351,0.012919664
175908,2020,Ciudad de México,9,63,597,42369.5,0.014090324
175910,2020,Ciudad de México,9,64,619,40358.5,0.015337537
175912,2020,Ciudad de México,9,65,640,38351.5,0.016687744
175914,2020,Ciudad de México,9,66,660.5,36313,0.018189078
175916,2020,Ciudad de México,9,67,679.5,34307.5,0.019806165
175918,2020,Ciudad de México,9,68,696,32268.5,0.021569022
175920,2020,Ciudad de México,9,69,711,30234.5,0.023516182
175922,2020,Ciudad de México,9,70,728.5,28680,0.025400976
175924,2020,Ciudad de México,9,71,747,26937,0.027731373
175926,2020,Ciudad de México,9,72,762,25241,0.030188978
175928,2020,Ciudad de México,9,73,775,23590,0.032852904
175930,2020,Ciudad de México,9,74,785.5,21977,0.035741912
175932,2020,Ciudad de México,9,75,793,20420.5,0.038833525
175934,2020,Ciudad de México,9,76,799.5,18893.5,0.04231614
175936,2020,Ciudad de México,9,77,802.5,17439.5,0.046016228
175938,2020,Ciudad de México,9,78,803.5,16103.5,0.049895985
175940,2020,Ciudad de México,9,79,802,14738,0.054417153
175942,2020,Ciudad de México,9,80,794.5,13414,0.059229164
175944,2020,Ciudad de México,9,81,783,12161,0.064386152
175946,2020,Ciudad de México,9,82,769,10990,0.069972702
175948,2020,Ciudad de México,9,83,751,9887.5,0.075954488
175950,2020,Ciudad de México,9,84,730.5,8849,0.082551701
175952,2020,Ciudad de México,9,85,707.5,7882,0.089761482
175954,2020,Ciudad de México,9,86,682,6974.5,0.097784787
175956,2020,Ciudad de México,9,87,653,6126,0.106594842
175958,2020,Ciudad de México,9,88,620.5,5335,0.116307404
175960,2020,Ciudad de México,9,89,584,4594.5,0.127108499
175962,2020,Ciudad de México,9,90,543,3903.5,0.139105931
175964,2020,Ciudad de México,9,91,498.5,3260,0.15291411
175966,2020,Ciudad de México,9,92,452,2702,0.167283494
175968,2020,Ciudad de México,9,93,402.5,2185,0.184210526
175970,2020,Ciudad de México,9,94,353,1746.5,0.202118523
175972,2020,Ciudad de México,9,95,304,1370.5,0.221816855
175974,2020,Ciudad de México,9,96,256.5,1047,0.244985673
175976,2020,Ciudad de México,9,97,211,782,0.269820972
175978,2020,Ciudad de México,9,98,169,566,0.298586572
175980,2020,Ciudad de México,9,99,131,398,0.329145729
175982,2020,Ciudad de México,9,100,98.5,270,0.364814815
175984,2020,Ciudad de México,9,101,71.5,176.5,0.40509915
175986,2020,Ciudad de México,9,102,49.5,111.5,0.443946188
175988,2020,Ciudad de México,9,103,34,67.5,0.503703704
175990,2020,Ciudad de México,9,104,22.5,39,0.576923077
175992,2020,Ciudad de México,9,105,14,21.5,0.651162791
175994,2020,Ciudad de México,9,106,8.5,10,0.85
175996,2020,Ciudad de México,9,107,4,5,0.8
175998,2020,Ciudad de México,9,108,1,2,0.5
176000,2020,Ciudad de México,9,109,2.5,2,1.25
193602,2020,Durango,10,0,226,16327,0.013842102
193604,2020,Durango,10,1,14.5,16357.5,0.000886444
193606,2020,Durango,10,2,7.5,16539.5,0.00045346
193608,2020,Durango,10,3,5.5,16605.5,0.000331216
193610,2020,Durango,10,4,4.5,17563,0.00025622
193612,2020,Durango,10,5,4.5,17749,0.000253535
193614,2020,Durango,10,6,4.5,17805.5,0.000252731
193616,2020,Durango,10,7,4,17805,0.000224656
193618,2020,Durango,10,8,4,17769,0.000225111
193620,2020,Durango,10,9,4,17721,0.000225721
193622,2020,Durango,10,10,5,17667,0.000283014
193624,2020,Durango,10,11,5,17611.5,0.000283905
193626,2020,Durango,10,12,6,17535.5,0.000342163
193628,2020,Durango,10,13,7,17459.5,0.000400928
193630,2020,Durango,10,14,8.5,17386,0.000488899
193632,2020,Durango,10,15,9.5,17270,0.000550087
193634,2020,Durango,10,16,11,17077.5,0.000644122
193636,2020,Durango,10,17,12.5,16878,0.000740609
193638,2020,Durango,10,18,14,16698.5,0.000838399
193640,2020,Durango,10,19,16,16531,0.000967879
193642,2020,Durango,10,20,17,16372,0.001038358
193644,2020,Durango,10,21,18.5,16221.5,0.001140462
193646,2020,Durango,10,22,20,16085,0.001243394
193648,2020,Durango,10,23,21,15966.5,0.001315254
193650,2020,Durango,10,24,22,15868,0.001386438
193652,2020,Durango,10,25,23,15761.5,0.001459252
