RENGLON,AÑO,ENTIDAD,CVE_GEO,EDAD,DEFUNCION,POBLACION,PROP
193654,2020,Durango,10,26,24,15596,0.001538856
193656,2020,Durango,10,27,24,15385,0.001559961
193658,2020,Durango,10,28,24.5,15119,0.001620478
193660,2020,Durango,10,29,24.5,14780,0.001657645
193662,2020,Durango,10,30,24.5,14426,0.001698322
193664,2020,Durango,10,31,25,14102.5,0.001772735
193666,2020,Durango,10,32,25,13768,0.001815805
193668,2020,Durango,10,33,25,13440.5,0.00186005
193670,2020,Durango,10,34,25,13123,0.001905052
193672,2020,Durango,10,35,25.5,12819,0.001989235
193674,2020,Durango,10,36,26,12532,0.002074689
193676,2020,Durango,10,37,26,12271,0.002118817
193678,2020,Durango,10,38,27.5,12037.5,0.002284528
193680,2020,Durango,10,39,28,11834.5,0.002365964
193682,2020,Durango,10,40,29.5,11664,0.00252915
193684,2020,Durango,10,41,31,11536,0.00268724
193686,2020,Durango,10,42,32.5,11438.5,0.002841282
193688,2020,Durango,10,43,34.5,11370,0.003034301
193690,2020,Durango,10,44,37,11315.5,0.003269851
193692,2020,Durango,10,45,39,11199,0.003482454
193694,2020,Durango,10,46,42,11046.5,0.003802109
193696,2020,Durango,10,47,44.5,10848.5,0.00410195
193698,2020,Durango,10,48,47.5,10606,0.004478597
193700,2020,Durango,10,49,49.5,10333.5,0.004790245
193702,2020,Durango,10,50,53,10045,0.005276257
193704,2020,Durango,10,51,55,9749.5,0.005641315
193706,2020,Durango,10,52,58,9450,0.006137566
193708,2020,Durango,10,53,61,9155.5,0.006662662
193710,2020,Durango,10,54,64,8867.5,0.007217367
193712,2020,Durango,10,55,67,8582.5,0.007806583
193714,2020,Durango,10,56,70.5,8296.5,0.008497559
193716,2020,Durango,10,57,74.5,8005.5,0.009306102
193718,2020,Durango,10,58,77,7706,0.009992214
193720,2020,Durango,10,59,81,7397.5,0.010949645
193722,2020,Durango,10,60,84.5,7075.5,0.011942619
193724,2020,Durango,10,61,87,6741.5,0.01290514
193726,2020,Durango,10,62,90.5,6401,0.014138416
193728,2020,Durango,10,63,92.5,6060,0.015264026
193730,2020,Durango,10,64,95.5,5723.5,0.016685594
193732,2020,Durango,10,65,97.5,5396,0.01806894
193734,2020,Durango,10,66,99.5,5072.5,0.019615574
193736,2020,Durango,10,67,101.5,4762,0.021314574
193738,2020,Durango,10,68,104,4458,0.023328847
193740,2020,Durango,10,69,105.5,4163.5,0.025339258
193742,2020,Durango,10,70,107,3941,0.027150469
193744,2020,Durango,10,71,110,3695,0.029769959
193746,2020,Durango,10,72,112,3461,0.032360589
193748,2020,Durango,10,73,113.5,3238,0.035052502
193750,2020,Durango,10,74,115.5,3024.5,0.03818813
193752,2020,Durango,10,75,117,2821,0.041474654
193754,2020,Durango,10,76,118,2621.5,0.045012397
193756,2020,Durango,10,77,118.5,2432,0.048725329
193758,2020,Durango,10,78,119,2255.5,0.05275992
193760,2020,Durango,10,79,120,2077.5,0.057761733
193762,2020,Durango,10,80,119,1895,0.062796834
193764,2020,Durango,10,81,117,1721.5,0.067963985
193766,2020,Durango,10,82,114.5,1554,0.073680824
193768,2020,Durango,10,83,112,1396.5,0.080200501
193770,2020,Durango,10,84,109,1249.5,0.087234894
193772,2020,Durango,10,85,104.5,1113,0.093890386
193774,2020,Durango,10,86,101,983,0.102746694
193776,2020,Durango,10,87,96,860.5,0.111563045
193778,2020,Durango,10,88,90,744,0.120967742
193780,2020,Durango,10,89,84.5,637,0.132653061
193782,2020,Durango,10,90,78,537,0.145251397
193784,2020,Durango,10,91,70.5,443,0.159142212
193786,2020,Durango,10,92,63.5,363,0.174931129
193788,2020,Durango,10,93,55.5,290.5,0.191049914
193790,2020,Durango,10,94,47.5,228.5,0.207877462
193792,2020,Durango,10,95,41,177,0.231638418
193794,2020,Durango,10,96,34,133.5,0.254681648
193796,2020,Durango,10,97,27.5,98.5,0.279187817
193798,2020,Durango,10,98,21.5,70.5,0.304964539
193800,2020,Durango,10,99,16.5,49,0.336734694
193802,2020,Durango,10,100,12,32.5,0.369230769
193804,2020,Durango,10,101,9,21,0.428571429
193806,2020,Durango,10,102,6,12.5,0.48
193808,2020,Durango,10,103,4,7.5,0.533333333
193810,2020,Durango,10,104,2.5,4.5,0.555555556
193812,2020,Durango,10,105,2,2.5,0.8
193814,2020,Durango,10,106,0.5,1.5,0.333333333
193816,2020,Durango,10,107,0.5,0.5,1
193818,2020,Durango,10,108,0,0,0
193820,2020,Durango,10,109,0,0,0
211422,2020,Guanajuato,11,0,777.5,55922.5,0.01390317
211424,2020,Guanajuato,11,1,51.5,56212,0.000916174
211426,2020,Guanajuato,11,2,27,56815.5,0.000475222
211428,2020,Guanajuato,11,3,18.5,57173,0.000323579
211430,2020,Guanajuato,11,4,16.5,57554.5,0.000286685
211432,2020,Guanajuato,11,5,14.5,57503.5,0.000252159
211434,2020,Guanajuato,11,6,14,57300.5,0.000244326
211436,2020,Guanajuato,11,7,13,57129,0.000227555
211438,2020,Guanajuato,11,8,13,56965.5,0.000228208
211440,2020,Guanajuato,11,9,13,56890.5,0.000228509
211442,2020,Guanajuato,11,10,15,56902,0.000263611
211444,2020,Guanajuato,11,11,16,56961,0.000280894
211446,2020,Guanajuato,11,12,19,56969,0.000333515
211448,2020,Guanajuato,11,13,22.5,57016,0.000394626
211450,2020,Guanajuato,11,14,27,57090.5,0.000472933
211452,2020,Guanajuato,11,15,31.5,57068.5,0.000551968
211454,2020,Guanajuato,11,16,36.5,56770.5,0.00064294
211456,2020,Guanajuato,11,17,42,56384.5,0.000744886
211458,2020,Guanajuato,11,18,47.5,56012,0.000848033
211460,2020,Guanajuato,11,19,52.5,55590.5,0.000944406
211462,2020,Guanajuato,11,20,58,55192.5,0.001050867
211464,2020,Guanajuato,11,21,63,54862,0.001148336
211466,2020,Guanajuato,11,22,67,54594.5,0.00122723
211468,2020,Guanajuato,11,23,70,54410.5,0.001286516
211470,2020,Guanajuato,11,24,74.5,54262.5,0.001372956
211472,2020,Guanajuato,11,25,77,54050.5,0.001424594
211474,2020,Guanajuato,11,26,80,53627.5,0.001491772
211476,2020,Guanajuato,11,27,81.5,53061,0.001535968
211478,2020,Guanajuato,11,28,83.5,52312.5,0.001596177
211480,2020,Guanajuato,11,29,84,51303.5,0.001637315
211482,2020,Guanajuato,11,30,85,50229,0.001692249
211484,2020,Guanajuato,11,31,84.5,49233.5,0.001716311
211486,2020,Guanajuato,11,32,85.5,48183,0.001774485
211488,2020,Guanajuato,11,33,86,47119,0.001825166
211490,2020,Guanajuato,11,34,87,46078,0.001888103
211492,2020,Guanajuato,11,35,88,45028.5,0.001954318
211494,2020,Guanajuato,11,36,90,43984.5,0.002046175
211496,2020,Guanajuato,11,37,92,42979,0.00214058
211498,2020,Guanajuato,11,38,94,42046,0.002235647
211500,2020,Guanajuato,11,39,97.5,41206,0.00236616
211502,2020,Guanajuato,11,40,101,40486,0.00249469
211504,2020,Guanajuato,11,41,106,39866.5,0.002658874
211506,2020,Guanajuato,11,42,111,39332.5,0.002822094
211508,2020,Guanajuato,11,43,117,38882.5,0.003009066
211510,2020,Guanajuato,11,44,124,38485,0.003222035
211512,2020,Guanajuato,11,45,133,37887,0.003510439
211514,2020,Guanajuato,11,46,140,37149.5,0.003768557
211516,2020,Guanajuato,11,47,147.5,36271,0.00406661
211518,2020,Guanajuato,11,48,156,35261.5,0.004424089
211520,2020,Guanajuato,11,49,163,34160.5,0.004771593
211522,2020,Guanajuato,11,50,171,33029.5,0.00517719
211524,2020,Guanajuato,11,51,179,31870,0.005616567
211526,2020,Guanajuato,11,52,187,30722.5,0.006086744
211528,2020,Guanajuato,11,53,195.5,29612.5,0.006601942
211530,2020,Guanajuato,11,54,204.5,28548,0.007163374
211532,2020,Guanajuato,11,55,213.5,27517,0.00775884
211534,2020,Guanajuato,11,56,223,26502,0.008414459
211536,2020,Guanajuato,11,57,233.5,25502,0.009156145
211538,2020,Guanajuato,11,58,244,24490,0.00996325
211540,2020,Guanajuato,11,59,254,23461.5,0.010826247
211542,2020,Guanajuato,11,60,264,22406,0.011782558
211544,2020,Guanajuato,11,61,273.5,21328,0.012823518
211546,2020,Guanajuato,11,62,282.5,20234,0.013961649
211548,2020,Guanajuato,11,63,291,19133.5,0.015208927
211550,2020,Guanajuato,11,64,298.5,18051,0.01653648
211552,2020,Guanajuato,11,65,305,16996,0.017945399
211554,2020,Guanajuato,11,66,311.5,15948,0.01953223
211556,2020,Guanajuato,11,67,317.5,14943,0.021247407
211558,2020,Guanajuato,11,68,322.5,13947.5,0.023122423
211560,2020,Guanajuato,11,69,326.5,12982.5,0.025149239
211562,2020,Guanajuato,11,70,333,12244.5,0.027195884
211564,2020,Guanajuato,11,71,338.5,11432,0.029609867
211566,2020,Guanajuato,11,72,343,10655.5,0.032189949
211568,2020,Guanajuato,11,73,346.5,9921.5,0.034924155
211570,2020,Guanajuato,11,74,349.5,9221.5,0.037900558
211572,2020,Guanajuato,11,75,353,8564,0.041219057
211574,2020,Guanajuato,11,76,355,7924,0.044800606
211576,2020,Guanajuato,11,77,355.5,7323,0.048545678
211578,2020,Guanajuato,11,78,357,6776.5,0.052682063
211580,2020,Guanajuato,11,79,356,6221,0.057225526
211582,2020,Guanajuato,11,80,353,5682,0.062126012
211584,2020,Guanajuato,11,81,348.5,5168.5,0.067427687
211586,2020,Guanajuato,11,82,343,4684.5,0.073220194
211588,2020,Guanajuato,11,83,336,4233,0.079376329
211590,2020,Guanajuato,11,84,328,3805.5,0.086191039
211592,2020,Guanajuato,11,85,319,3410,0.093548387
211594,2020,Guanajuato,11,86,308,3033.5,0.101532883
211596,2020,Guanajuato,11,87,296,2675,0.110654206
211598,2020,Guanajuato,11,88,282,2341.5,0.120435618
211600,2020,Guanajuato,11,89,266,2024,0.131422925
211602,2020,Guanajuato,11,90,248.5,1724,0.144141531
211604,2020,Guanajuato,11,91,227.5,1446,0.157330567
211606,2020,Guanajuato,11,92,207,1203.5,0.171998338
211608,2020,Guanajuato,11,93,184.5,977.5,0.188746803
211610,2020,Guanajuato,11,94,162,786.5,0.205975842
211612,2020,Guanajuato,11,95,141,620.5,0.2272361
211614,2020,Guanajuato,11,96,119.5,478,0.25
211616,2020,Guanajuato,11,97,99,359.5,0.275382476
211618,2020,Guanajuato,11,98,80,262.5,0.304761905
211620,2020,Guanajuato,11,99,62.5,185.5,0.336927224
211622,2020,Guanajuato,11,100,47,127.5,0.368627451
211624,2020,Guanajuato,11,101,34.5,84.5,0.408284024
211626,2020,Guanajuato,11,102,24,53,0.452830189
211628,2020,Guanajuato,11,103,16,32.5,0.492307692
211630,2020,Guanajuato,11,104,10.5,19,0.552631579
211632,2020,Guanajuato,11,105,6.5,10.5,0.619047619
211634,2020,Guanajuato,11,106,4,5.5,0.727272727
211636,2020,Guanajuato,11,107,2,3.5,0.571428571
211638,2020,Guanajuato,11,108,0,1.5,0
211640,2020,Guanajuato,11,109,2.5,1.5,1.666666667
229242,2020,Guerrero,12,0,556,34155.5,0.016278491
229244,2020,Guerrero,12,1,33,34130,0.000966891
229246,2020,Guerrero,12,2,18,34587,0.000520427
229248,2020,Guerrero,12,3,14.5,34626,0.00041876
229250,2020,Guerrero,12,4,14.5,35519.5,0.000408226
229252,2020,Guerrero,12,5,15,35804,0.000418948
229254,2020,Guerrero,12,6,14,35943.5,0.0003895
229256,2020,Guerrero,12,7,13.5,36043,0.000374553
229258,2020,Guerrero,12,8,13,36096.5,0.000360146
229260,2020,Guerrero,12,9,13,36129,0.000359822
229262,2020,Guerrero,12,10,13.5,36115,0.000373806
229264,2020,Guerrero,12,11,15,36065.5,0.00041591
229266,2020,Guerrero,12,12,16,35961.5,0.00044492
229268,2020,Guerrero,12,13,19,35848.5,0.000530008
229270,2020,Guerrero,12,14,21.5,35762,0.000601197
229272,2020,Guerrero,12,15,25.5,35546.5,0.00071737
229274,2020,Guerrero,12,16,28,35074.5,0.000798301
229276,2020,Guerrero,12,17,32,34534.5,0.00092661
229278,2020,Guerrero,12,18,35.5,33992.5,0.001044348
229280,2020,Guerrero,12,19,39,33475.5,0.001165031
229282,2020,Guerrero,12,20,42.5,33003.5,0.001287742
229284,2020,Guerrero,12,21,45,32534.5,0.001383147
229286,2020,Guerrero,12,22,47.5,32086,0.001480396
229288,2020,Guerrero,12,23,50.5,31657,0.001595224
229290,2020,Guerrero,12,24,52,31250,0.001664
229292,2020,Guerrero,12,25,54,30845,0.001750689
229294,2020,Guerrero,12,26,55.5,30357,0.001828244
229296,2020,Guerrero,12,27,56.5,29800,0.001895973
229298,2020,Guerrero,12,28,57,29159,0.0019548
229300,2020,Guerrero,12,29,57.5,28362,0.002027361
229302,2020,Guerrero,12,30,58,27547.5,0.002105454
229304,2020,Guerrero,12,31,57,26824,0.002124963
229306,2020,Guerrero,12,32,58,26097.5,0.002222435
229308,2020,Guerrero,12,33,58,25394,0.002284004
229310,2020,Guerrero,12,34,58.5,24711.5,0.002367319
229312,2020,Guerrero,12,35,59,24051.5,0.002453069
229314,2020,Guerrero,12,36,59.5,23435.5,0.002538883
229316,2020,Guerrero,12,37,60.5,22859.5,0.002646602
229318,2020,Guerrero,12,38,62,22335.5,0.00277585
229320,2020,Guerrero,12,39,63.5,21857,0.002905248
229322,2020,Guerrero,12,40,65.5,21440.5,0.003054966
229324,2020,Guerrero,12,41,69,21096,0.003270762
229326,2020,Guerrero,12,42,71,20811,0.003411657
229328,2020,Guerrero,12,43,75,20581,0.003644138
229330,2020,Guerrero,12,44,79,20387,0.003875018
229332,2020,Guerrero,12,45,84,20102.5,0.004178585
229334,2020,Guerrero,12,46,88.5,19775,0.004475348
229336,2020,Guerrero,12,47,93,19389.5,0.00479641
229338,2020,Guerrero,12,48,98.5,18952,0.005197341
229340,2020,Guerrero,12,49,103.5,18478,0.005601256
229342,2020,Guerrero,12,50,108.5,18009.5,0.006024598
229344,2020,Guerrero,12,51,114.5,17548.5,0.006524774
229346,2020,Guerrero,12,52,120,17099,0.007017954
229348,2020,Guerrero,12,53,126.5,16675.5,0.007585979
229350,2020,Guerrero,12,54,134,16263.5,0.008239309
229352,2020,Guerrero,12,55,140.5,15854,0.008862117
229354,2020,Guerrero,12,56,149,15449,0.009644637
229356,2020,Guerrero,12,57,156.5,15040,0.010405585
229358,2020,Guerrero,12,58,164.5,14608,0.011260953
229360,2020,Guerrero,12,59,173.5,14145,0.012265818
229362,2020,Guerrero,12,60,181.5,13643.5,0.013303038
229364,2020,Guerrero,12,61,189.5,13104,0.014461233
229366,2020,Guerrero,12,62,197,12537.5,0.015712861
229368,2020,Guerrero,12,63,204,11954,0.017065417
229370,2020,Guerrero,12,64,211,11365.5,0.018564955
229372,2020,Guerrero,12,65,217,10786,0.020118672
229374,2020,Guerrero,12,66,223,10201.5,0.02185953
229376,2020,Guerrero,12,67,229,9635,0.023767514
229378,2020,Guerrero,12,68,234,9061,0.025824964
229380,2020,Guerrero,12,69,238,8496,0.028013183
229382,2020,Guerrero,12,70,244,8070,0.03023544
229384,2020,Guerrero,12,71,249.5,7590,0.0328722
229386,2020,Guerrero,12,72,254,7129.5,0.035626622
229388,2020,Guerrero,12,73,258,6688.5,0.038573671
229390,2020,Guerrero,12,74,262,6264,0.041826309
229392,2020,Guerrero,12,75,265.5,5858.5,0.045318768
229394,2020,Guerrero,12,76,268,5456.5,0.049115734
229396,2020,Guerrero,12,77,270.5,5080.5,0.053242791
229398,2020,Guerrero,12,78,273,4732,0.057692308
229400,2020,Guerrero,12,79,274,4373,0.062657215
229402,2020,Guerrero,12,80,273,4019,0.067927345
229404,2020,Guerrero,12,81,271,3676.5,0.07371141
229406,2020,Guerrero,12,82,267,3349.5,0.07971339
229408,2020,Guerrero,12,83,262.5,3036.5,0.086448213
229410,2020,Guerrero,12,84,257,2736,0.093932749
229412,2020,Guerrero,12,85,249,2447,0.101757254
229414,2020,Guerrero,12,86,240,2172,0.110497238
229416,2020,Guerrero,12,87,229,1908,0.120020964
229418,2020,Guerrero,12,88,217,1658.5,0.130841121
229420,2020,Guerrero,12,89,203,1423.5,0.142606252
229422,2020,Guerrero,12,90,188,1204.5,0.156081362
229424,2020,Guerrero,12,91,170.5,1000,0.1705
229426,2020,Guerrero,12,92,153,824.5,0.18556701
229428,2020,Guerrero,12,93,135,662.5,0.203773585
229430,2020,Guerrero,12,94,117,527,0.222011385
229432,2020,Guerrero,12,95,99.5,411,0.242092457
229434,2020,Guerrero,12,96,84,314.5,0.26709062
229436,2020,Guerrero,12,97,68,234,0.290598291
229438,2020,Guerrero,12,98,54.5,170,0.320588235
229440,2020,Guerrero,12,99,42,119.5,0.351464435
229442,2020,Guerrero,12,100,31,82,0.37804878
229444,2020,Guerrero,12,101,23,54,0.425925926
229446,2020,Guerrero,12,102,16.5,35.5,0.464788732
229448,2020,Guerrero,12,103,11.5,21.5,0.534883721
229450,2020,Guerrero,12,104,7,13,0.538461538
229452,2020,Guerrero,12,105,5,7.5,0.666666667
229454,2020,Guerrero,12,106,2.5,4,0.625
229456,2020,Guerrero,12,107,2,2.5,0.8
229458,2020,Guerrero,12,108,0,1.5,0
229460,2020,Guerrero,12,109,2,1,2
247062,2020,Hidalgo,13,0,283,26061.5,0.01085893
247064,2020,Hidalgo,13,1,19.5,26319,0.00074091
247066,2020,Hidalgo,13,2,11,26601,0.000413518
247068,2020,Hidalgo,13,3,8,26912.5,0.00029726
247070,2020,Hidalgo,13,4,7.5,26906,0.000278748
247072,2020,Hidalgo,13,5,7.5,27135.5,0.000276391
247074,2020,Hidalgo,13,6,6.5,27297.5,0.000238117
247076,2020,Hidalgo,13,7,6.5,27452,0.000236777
247078,2020,Hidalgo,13,8,7,27576,0.000253844
247080,2020,Hidalgo,13,9,7,27708,0.000252635
247082,2020,Hidalgo,13,10,7,27811,0.000251699
247084,2020,Hidalgo,13,11,8,27866.5,0.000287083
247086,2020,Hidalgo,13,12,10,27866.5,0.000358854
247088,2020,Hidalgo,13,13,11,27847.5,0.000395009
247090,2020,Hidalgo,13,14,14,27843.5,0.00050281
247092,2020,Hidalgo,13,15,15.5,27737,0.00055882
247094,2020,Hidalgo,13,16,18.5,27422,0.000674641
247096,2020,Hidalgo,13,17,20.5,27036,0.000758248
247098,2020,Hidalgo,13,18,23.5,26635.5,0.000882281
247100,2020,Hidalgo,13,19,25.5,26248,0.000971503
247102,2020,Hidalgo,13,20,27.5,25909.5,0.001061387
247104,2020,Hidalgo,13,21,30.5,25607,0.001191081
247106,2020,Hidalgo,13,22,32,25348.5,0.001262402
247108,2020,Hidalgo,13,23,34,25143.5,0.001352238
247110,2020,Hidalgo,13,24,35,24978.5,0.001401205
247112,2020,Hidalgo,13,25,36.5,24852.5,0.001468665
247114,2020,Hidalgo,13,26,38,24692.5,0.001538929
247116,2020,Hidalgo,13,27,39,24496.5,0.001592064
247118,2020,Hidalgo,13,28,39,24249.5,0.001608281
247120,2020,Hidalgo,13,29,40,23882,0.001674902
247122,2020,Hidalgo,13,30,40,23486.5,0.001703106
247124,2020,Hidalgo,13,31,40,23164.5,0.00172678
247126,2020,Hidalgo,13,32,41,22830.5,0.001795843
247128,2020,Hidalgo,13,33,41.5,22497,0.00184469
247130,2020,Hidalgo,13,34,42.5,22163,0.00191761
247132,2020,Hidalgo,13,35,44,21807.5,0.002017654
247134,2020,Hidalgo,13,36,44.5,21446.5,0.002074931
247136,2020,Hidalgo,13,37,45.5,21103.5,0.00215604
247138,2020,Hidalgo,13,38,47.5,20780,0.002285852
247140,2020,Hidalgo,13,39,49.5,20492.5,0.002415518
247142,2020,Hidalgo,13,40,52,20248,0.002568155
247144,2020,Hidalgo,13,41,54,20032.5,0.00269562
247146,2020,Hidalgo,13,42,58,19856,0.002921031
247148,2020,Hidalgo,13,43,61,19718,0.00309362
247150,2020,Hidalgo,13,44,65,19618,0.003313284
247152,2020,Hidalgo,13,45,70,19414,0.003605645
247154,2020,Hidalgo,13,46,74,19133.5,0.003867562
247156,2020,Hidalgo,13,47,79,18778.5,0.004206939
247158,2020,Hidalgo,13,48,83,18350,0.004523161
247160,2020,Hidalgo,13,49,88,17881,0.004921425
247162,2020,Hidalgo,13,50,92,17397,0.005288268
247164,2020,Hidalgo,13,51,97,16892,0.005742363
247166,2020,Hidalgo,13,52,103,16382,0.006287389
247168,2020,Hidalgo,13,53,107.5,15881.5,0.006768882
247170,2020,Hidalgo,13,54,114,15399.5,0.007402838
247172,2020,Hidalgo,13,55,119.5,14924,0.008007237
247174,2020,Hidalgo,13,56,125.5,14448,0.008686323
247176,2020,Hidalgo,13,57,132.5,13965.5,0.009487666
247178,2020,Hidalgo,13,58,138.5,13467.5,0.010284017
247180,2020,Hidalgo,13,59,145,12948,0.011198641
247182,2020,Hidalgo,13,60,151,12408.5,0.012169078
247184,2020,Hidalgo,13,61,157,11855,0.013243357
247186,2020,Hidalgo,13,62,162.5,11283.5,0.01440156
247188,2020,Hidalgo,13,63,168,10710,0.015686275
247190,2020,Hidalgo,13,64,173,10138.5,0.017063668
247192,2020,Hidalgo,13,65,178,9570,0.018599791
247194,2020,Hidalgo,13,66,182,9004,0.020213239
247196,2020,Hidalgo,13,67,186,8462,0.021980619
247198,2020,Hidalgo,13,68,189,7920.5,0.02386213
247200,2020,Hidalgo,13,69,192,7396,0.025959978
247202,2020,Hidalgo,13,70,196,6994.5,0.028022017
247204,2020,Hidalgo,13,71,200.5,6546,0.030629392
247206,2020,Hidalgo,13,72,203,6116.5,0.033188915
247208,2020,Hidalgo,13,73,206,5708,0.036089699
247210,2020,Hidalgo,13,74,208.5,5315,0.039228598
247212,2020,Hidalgo,13,75,210.5,4946,0.042559644
247214,2020,Hidalgo,13,76,212,4584.5,0.046242775
247216,2020,Hidalgo,13,77,213,4240.5,0.050229926
247218,2020,Hidalgo,13,78,213,3922.5,0.054302103
247220,2020,Hidalgo,13,79,213,3601,0.059150236
247222,2020,Hidalgo,13,80,211.5,3286,0.064363968
247224,2020,Hidalgo,13,81,208.5,2985.5,0.069837548
247226,2020,Hidalgo,13,82,204.5,2700,0.075740741
247228,2020,Hidalgo,13,83,200,2434,0.082169269
247230,2020,Hidalgo,13,84,195,2183.5,0.08930616
247232,2020,Hidalgo,13,85,189,1944.5,0.097197223
247234,2020,Hidalgo,13,86,181,1720.5,0.105201976
247236,2020,Hidalgo,13,87,172.5,1507.5,0.114427861
247238,2020,Hidalgo,13,88,163,1309,0.124522536
247240,2020,Hidalgo,13,89,153,1121.5,0.136424432
247242,2020,Hidalgo,13,90,141,947.5,0.148812665
247244,2020,Hidalgo,13,91,128.5,785,0.163694268
247246,2020,Hidalgo,13,92,115,647.5,0.177606178
247248,2020,Hidalgo,13,93,101,520.5,0.194044188
247250,2020,Hidalgo,13,94,88,416,0.211538462
247252,2020,Hidalgo,13,95,76.5,326,0.234662577
247254,2020,Hidalgo,13,96,64,250,0.256
247256,2020,Hidalgo,13,97,52,186.5,0.278820375
247258,2020,Hidalgo,13,98,42,136,0.308823529
247260,2020,Hidalgo,13,99,33,95.5,0.345549738
247262,2020,Hidalgo,13,100,24.5,65.5,0.374045802
247264,2020,Hidalgo,13,101,18,44,0.409090909
247266,2020,Hidalgo,13,102,13,27.5,0.472727273
247268,2020,Hidalgo,13,103,8,17,0.470588235
247270,2020,Hidalgo,13,104,5.5,10,0.55
247272,2020,Hidalgo,13,105,3,5.5,0.545454545
247274,2020,Hidalgo,13,106,2,3,0.666666667
247276,2020,Hidalgo,13,107,1.5,1.5,1
247278,2020,Hidalgo,13,108,0,0.5,0
247280,2020,Hidalgo,13,109,0.5,0,0
264882,2020,Jalisco,14,0,702.5,71190,0.009867959
264884,2020,Jalisco,14,1,50,71508.5,0.000699218
264886,2020,Jalisco,14,2,27,72721,0.000371282
264888,2020,Jalisco,14,3,20.5,73106.5,0.000280413
264890,2020,Jalisco,14,4,18.5,73594.5,0.000251377
264892,2020,Jalisco,14,5,17.5,73908,0.000236781
264894,2020,Jalisco,14,6,16.5,74008.5,0.000222947
264896,2020,Jalisco,14,7,15.5,74067,0.00020927
264898,2020,Jalisco,14,8,15.5,74070,0.000209262
264900,2020,Jalisco,14,9,16.5,74091,0.000222699
264902,2020,Jalisco,14,10,18,74162,0.000242712
264904,2020,Jalisco,14,11,21,74294.5,0.000282659
264906,2020,Jalisco,14,12,24.5,74344.5,0.000329547
264908,2020,Jalisco,14,13,28,74431,0.000376187
264910,2020,Jalisco,14,14,33.5,74529,0.000449489
264912,2020,Jalisco,14,15,40,74529.5,0.0005367
264914,2020,Jalisco,14,16,47,74253,0.000632971
264916,2020,Jalisco,14,17,54.5,73909,0.000737393
264918,2020,Jalisco,14,18,62.5,73630.5,0.000848833
264920,2020,Jalisco,14,19,69,73276.5,0.000941639
264922,2020,Jalisco,14,20,76,72907.5,0.001042417
264924,2020,Jalisco,14,21,82.5,72624.5,0.00113598
264926,2020,Jalisco,14,22,89,72444,0.001228535
264928,2020,Jalisco,14,23,94.5,72391,0.001305411
264930,2020,Jalisco,14,24,99,72418,0.001367063
264932,2020,Jalisco,14,25,104,72343.5,0.001437586
264934,2020,Jalisco,14,26,108,71937,0.001501314
264936,2020,Jalisco,14,27,111,71334.5,0.001556049
264938,2020,Jalisco,14,28,112.5,70484,0.001596107
264940,2020,Jalisco,14,29,114,69323,0.001644476
264942,2020,Jalisco,14,30,115.5,68092.5,0.001696222
264944,2020,Jalisco,14,31,116.5,66908,0.001741197
264946,2020,Jalisco,14,32,118,65617.5,0.001798301
264948,2020,Jalisco,14,33,118.5,64263.5,0.001843971
264950,2020,Jalisco,14,34,119,62921,0.00189126
264952,2020,Jalisco,14,35,121,61570,0.001965243
264954,2020,Jalisco,14,36,124,60194,0.002060006
264956,2020,Jalisco,14,37,126,58863,0.002140564
264958,2020,Jalisco,14,38,129,57599.5,0.002239603
264960,2020,Jalisco,14,39,134,56442,0.002374119
264962,2020,Jalisco,14,40,139,55457,0.002506446
264964,2020,Jalisco,14,41,145.5,54632,0.002663274
264966,2020,Jalisco,14,42,153,53962,0.002835329
264968,2020,Jalisco,14,43,162,53425,0.003032288
264970,2020,Jalisco,14,44,172,52967,0.003247305
264972,2020,Jalisco,14,45,184,52232.5,0.003522711
264974,2020,Jalisco,14,46,194,51334.5,0.003779135
264976,2020,Jalisco,14,47,206,50242,0.004100155
264978,2020,Jalisco,14,48,217,48965.5,0.004431692
264980,2020,Jalisco,14,49,228.5,47551.5,0.004805316
264982,2020,Jalisco,14,50,240,46086,0.005207655
264984,2020,Jalisco,14,51,252,44572,0.005653774
264986,2020,Jalisco,14,52,263.5,43058.5,0.006119581
264988,2020,Jalisco,14,53,276,41589,0.00663637
264990,2020,Jalisco,14,54,289,40177.5,0.007193081
264992,2020,Jalisco,14,55,303,38804.5,0.007808373
264994,2020,Jalisco,14,56,318,37444.5,0.008492569
264996,2020,Jalisco,14,57,333,36098.5,0.00922476
264998,2020,Jalisco,14,58,348,34734,0.010019002
265000,2020,Jalisco,14,59,363,33344,0.010886516
265002,2020,Jalisco,14,60,378,31930,0.011838396
265004,2020,Jalisco,14,61,392.5,30478,0.012878142
265006,2020,Jalisco,14,62,406,29013,0.013993727
265008,2020,Jalisco,14,63,420,27545,0.015247776
265010,2020,Jalisco,14,64,432.5,26099,0.016571516
265012,2020,Jalisco,14,65,444,24681,0.017989547
265014,2020,Jalisco,14,66,456,23272,0.019594362
265016,2020,Jalisco,14,67,466,21910.5,0.021268342
265018,2020,Jalisco,14,68,477,20548.5,0.023213373
265020,2020,Jalisco,14,69,485,19212,0.025244639
265022,2020,Jalisco,14,70,495,18193.5,0.027207519
265024,2020,Jalisco,14,71,506,17050.5,0.029676549
265026,2020,Jalisco,14,72,514.5,15943,0.032271216
265028,2020,Jalisco,14,73,522,14875.5,0.035091257
