"","year","state","CVE_GEO","population","deaths","mort_rate"
"449",1983,"Oaxaca",20,2612684,21335,0.00816593204536025
"450",1983,"Puebla",21,3638044,25831,0.00710024397725811
"451",1983,"Queretaro",22,830026,5012,0.00603836506326308
"452",1983,"Quintana Roo",23,291409,1421,0.00487630786969517
"453",1983,"San Luis Potosi",24,1794973,12672,0.00705971621857265
"454",1983,"Sinaloa",25,1962816,12147,0.00618855766409078
"455",1983,"Sonora",26,1611537,9193,0.00570449204703336
"456",1983,"State of Mexico",15,8259786,41761,0.00505594212731419
"457",1983,"Tabasco",27,1189689,7141,0.00600240903294895
"458",1983,"Tamaulipas",28,2034969,13054,0.00641483973465935
"459",1983,"Tlaxcala",29,618145,4346,0.00703071285863349
"460",1983,"Veracruz",30,5713576,39262,0.00687170346557042
"461",1983,"Yucatan",31,1162190,9050,0.00778702277596606
"462",1983,"Zacatecas",32,1197107,8213,0.006860706687038
"463",1984,"Aguascalientes",1,598957,3236,0.00540272507041407
"464",1984,"Baja California",2,1364093,7092,0.00519905900844004
"465",1984,"Baja California Sur",3,252826,1370,0.00541874648968065
"466",1984,"Campeche",4,472041,2796,0.00592321429706318
"467",1984,"Chiapas",7,2543181,15331,0.00602827718514726
"468",1984,"Chihuahua",8,2204125,12490,0.00566664776271763
"469",1984,"Coahuila",5,1730735,9702,0.00560571086850384
"470",1984,"Colima",6,382322,2179,0.00569938428863628
"471",1984,"Durango",10,1273299,7741,0.00607948329496842
"472",1984,"Guanajuato",11,3419151,21260,0.00621791783983802
"473",1984,"Guerrero",12,2364424,16243,0.00686974924971156
"474",1984,"Hidalgo",13,1705875,11868,0.00695713343591998
"475",1984,"Jalisco",14,4819724,28158,0.00584224324878354
"476",1984,"Mexico City",9,8818157,46495,0.00527264370548177
"477",1984,"Michoacan",16,3204541,21067,0.00657410842925711
"478",1984,"Morelos",17,1052271,6420,0.00610108992835496
"479",1984,"National",0,73516564,440711,0.00599471705451305
"480",1984,"Nayarit",18,777627,4942,0.00635523200711909
"481",1984,"Nuevo Leon",19,2747158,14528,0.00528837438545581
"482",1984,"Oaxaca",20,2687163,21073,0.00784209964188998
"483",1984,"Puebla",21,3729296,25460,0.00682702579789858
"484",1984,"Queretaro",22,864712,5000,0.00578227201657893
"485",1984,"Quintana Roo",23,319467,1474,0.004613935085627
"486",1984,"San Luis Potosi",24,1834165,12558,0.0068467122641638
"487",1984,"Sinaloa",25,2004962,11867,0.0059188154189456
"488",1984,"Sonora",26,1647919,9096,0.00551968877111072
"489",1984,"State of Mexico",15,8517176,41228,0.00484057156973156
"490",1984,"Tabasco",27,1238334,7029,0.00567617460232861
"491",1984,"Tamaulipas",28,2074200,12931,0.00623421078005978
"492",1984,"Tlaxcala",29,641079,4316,0.00673239959505771
"493",1984,"Veracruz",30,5816162,38796,0.00667037816346931
"494",1984,"Yucatan",31,1196144,8915,0.00745311601278776
"495",1984,"Zacatecas",32,1215278,8050,0.00662399878875451
"496",1985,"Aguascalientes",1,621445,3313,0.00533112343007024
"497",1985,"Baja California",2,1418026,7313,0.0051571691915381
"498",1985,"Baja California Sur",3,264234,1395,0.00527941143077727
"499",1985,"Campeche",4,485070,2835,0.00584451728616488
"500",1985,"Chiapas",7,2667065,15838,0.00593836295703329
"501",1985,"Chihuahua",8,2254460,12686,0.00562706812274336
"502",1985,"Coahuila",5,1778477,9891,0.00556150009249487
"503",1985,"Colima",6,391652,2221,0.00567085065313084
"504",1985,"Durango",10,1294060,7784,0.0060151770397045
"505",1985,"Guanajuato",11,3529467,21560,0.00610857106752946
"506",1985,"Guerrero",12,2423175,16183,0.00667842809537074
"507",1985,"Hidalgo",13,1745776,11918,0.00682676357104233
"508",1985,"Jalisco",14,4930269,28519,0.00578447139496851
"509",1985,"Mexico City",9,8772718,46418,0.00529117657720219
"510",1985,"Michoacan",16,3283606,21240,0.00646849835211654
"511",1985,"Morelos",17,1080386,6547,0.0060598711941843
"512",1985,"National",0,75198137,445001,0.00591771309440818
"513",1985,"Nayarit",18,789649,5001,0.00633319360880594
"514",1985,"Nuevo Leon",19,2814553,14739,0.00523671076721597
"515",1985,"Oaxaca",20,2761528,21271,0.00770261970908859
"516",1985,"Puebla",21,3820072,25620,0.00670667987409661
"517",1985,"Queretaro",22,899889,5102,0.00566958813809259
"518",1985,"Quintana Roo",23,348426,1565,0.00449162806449576
"519",1985,"San Luis Potosi",24,1872889,12738,0.00680125730889551
"520",1985,"Sinaloa",25,2046677,11841,0.00578547567593714
"521",1985,"Sonora",26,1684124,9188,0.00545565528429023
"522",1985,"State of Mexico",15,8776387,41541,0.00473326894085231
"523",1985,"Tabasco",27,1287603,7060,0.00548305650111098
"524",1985,"Tamaulipas",28,2112906,13051,0.00617680105030702
"525",1985,"Tlaxcala",29,664297,4364,0.0065693507572667
"526",1985,"Veracruz",30,5916280,39229,0.00663068685052094
"527",1985,"Yucatan",31,1230171,8977,0.00729735947278874
"528",1985,"Zacatecas",32,1232800,8053,0.00653228423101882
"529",1986,"Aguascalientes",1,644129,3288,0.00510456756332971
"530",1986,"Baja California",2,1472639,7316,0.00496795209144943
"531",1986,"Baja California Sur",3,275847,1384,0.005017274068596
"532",1986,"Campeche",4,498055,2785,0.00559175191494915
"533",1986,"Chiapas",7,2792491,15704,0.00562365286047475
"534",1986,"Chihuahua",8,2304289,12522,0.00543421419795868
"535",1986,"Coahuila",5,1826226,9784,0.00535749682678924
"536",1986,"Colima",6,400905,2195,0.00547511255783789
"537",1986,"Durango",10,1314069,7581,0.00576910344890565
"538",1986,"Guanajuato",11,3640077,21167,0.00581498688077203
"539",1986,"Guerrero",12,2481306,15590,0.00628298162338704
"540",1986,"Hidalgo",13,1785212,11573,0.00648270345482777
"541",1986,"Jalisco",14,5039392,28058,0.00556773515535207
"542",1986,"Mexico City",9,8714467,45168,0.0051831052891703
"543",1986,"Michoacan",16,3361883,20757,0.00617421843651311
"544",1986,"Morelos",17,1108412,6483,0.00584890816772103
"545",1986,"National",0,76859641,435585,0.00566727861765579
"546",1986,"Nayarit",18,801289,4885,0.00609642713178391
"547",1986,"Nuevo Leon",19,2881753,14572,0.00505664434113541
"548",1986,"Oaxaca",20,2835405,20721,0.00730795071603528
"549",1986,"Puebla",21,3909917,24933,0.00637686170831759
"550",1986,"Queretaro",22,935501,5032,0.00537893599258579
"551",1986,"Quintana Roo",23,378224,1587,0.00419592622361352
"552",1986,"San Luis Potosi",24,1910959,12497,0.00653964841736531
"553",1986,"Sinaloa",25,2087806,11470,0.00549380545893632
"554",1986,"Sonora",26,1719919,9024,0.0052467587136371
"555",1986,"State of Mexico",15,9036446,40616,0.00449468740254742
"556",1986,"Tabasco",27,1337362,6861,0.00513024895278915
"557",1986,"Tamaulipas",28,2150836,12802,0.00595210420506259
"558",1986,"Tlaxcala",29,687716,4271,0.0062104124376923
"559",1986,"Veracruz",30,6013375,38360,0.00637911322676534
"560",1986,"Yucatan",31,1264099,8773,0.00694012098735938
"561",1986,"Zacatecas",32,1249635,7826,0.00626262868757677
"562",1987,"Aguascalientes",1,667134,3347,0.00501698309485051
"563",1987,"Baja California",2,1528173,7470,0.00488819001513572
"564",1987,"Baja California Sur",3,287702,1409,0.00489742858930421
"565",1987,"Campeche",4,511090,2804,0.00548631356512552
"566",1987,"Chiapas",7,2919898,15924,0.00545361516052958
"567",1987,"Chihuahua",8,2354081,12603,0.00535368154281862
"568",1987,"Coahuila",5,1874368,9883,0.00527271058831563
"569",1987,"Colima",6,410181,2215,0.00540005509762763
"570",1987,"Durango",10,1333685,7539,0.00565275908479139
"571",1987,"Guanajuato",11,3751674,21280,0.00567213462576972
"572",1987,"Guerrero",12,2539252,15400,0.00606477813151274
"573",1987,"Hidalgo",13,1824595,11489,0.00629673982445419
"574",1987,"Jalisco",14,5148235,28245,0.00548634629149602
"575",1987,"Mexico City",9,8645456,44967,0.00520122940883627
"576",1987,"Michoacan",16,3440008,20765,0.00603632317134146
"577",1987,"Morelos",17,1136598,6543,0.00575665274793727
"578",1987,"National",0,78516570,436227,0.0055558591008242
"579",1987,"Nayarit",18,812677,4891,0.00601838122648974
"580",1987,"Nuevo Leon",19,2949429,14749,0.00500062893529561
"581",1987,"Oaxaca",20,2909362,20626,0.00708952684471716
"582",1987,"Puebla",21,3999614,24824,0.0062065989367974
"583",1987,"Queretaro",22,971672,5087,0.00523530574103195
"584",1987,"Quintana Roo",23,408895,1653,0.00404260262414556
"585",1987,"San Luis Potosi",24,1948781,12525,0.00642709468123919
"586",1987,"Sinaloa",25,2128729,11390,0.00535061062258277
"587",1987,"Sonora",26,1755712,9080,0.0051716910290526
"588",1987,"State of Mexico",15,9299040,40767,0.00438400092912817
"589",1987,"Tabasco",27,1387860,6849,0.00493493580044097
"590",1987,"Tamaulipas",28,2188453,12806,0.00585162212759424
"591",1987,"Tlaxcala",29,711412,4285,0.00602323266967664
"592",1987,"Veracruz",30,6108628,38246,0.006260980370715
"593",1987,"Yucatan",31,1298204,8779,0.00676241946566179
"594",1987,"Zacatecas",32,1265972,7787,0.00615100491954008
"595",1988,"Aguascalientes",1,690383,3449,0.00499577770599798
"596",1988,"Baja California",2,1584462,7725,0.00487547192674864
"597",1988,"Baja California Sur",3,299780,1467,0.00489358863166322
"598",1988,"Campeche",4,524164,2864,0.00546393876725605
"599",1988,"Chiapas",7,3048847,16437,0.00539121838517971
"600",1988,"Chihuahua",8,2403595,12862,0.0053511510882657
"601",1988,"Coahuila",5,1922685,10128,0.00526763354371621
"602",1988,"Colima",6,419432,2290,0.00545976463407656
"603",1988,"Durango",10,1352729,7615,0.00562936109154162
"604",1988,"Guanajuato",11,3863708,21735,0.00562542510976502
"605",1988,"Guerrero",12,2596709,15483,0.0059625472087939
"606",1988,"Hidalgo",13,1863685,11556,0.00620061866678114
"607",1988,"Jalisco",14,5256093,28878,0.00549419502280496
"608",1988,"Mexico City",9,8564441,45466,0.00530869440282209
"609",1988,"Michoacan",16,3517552,21047,0.00598342256205452
"610",1988,"Morelos",17,1164845,6708,0.00575870609394383
"611",1988,"National",0,80159102,443546,0.00553332047058112
"612",1988,"Nayarit",18,823735,4963,0.00602499590280855
"613",1988,"Nuevo Leon",19,3017175,15216,0.00504312809167516
"614",1988,"Oaxaca",20,2983024,20795,0.00697111387638852
"615",1988,"Puebla",21,4088618,25036,0.00612334045391377
"616",1988,"Queretaro",22,1008304,5226,0.00518296069439375
"617",1988,"Quintana Roo",23,440387,1740,0.00395107030861492
"618",1988,"San Luis Potosi",24,1986112,12683,0.00638584329584636
"619",1988,"Sinaloa",25,2169239,11560,0.00532905779400057
"620",1988,"Sonora",26,1791303,9288,0.00518505244506373
"621",1988,"State of Mexico",15,9562978,41797,0.00437070962622731
"622",1988,"Tabasco",27,1438881,6992,0.00485933166120061
"623",1988,"Tamaulipas",28,2225515,12975,0.00583011123268097
"624",1988,"Tlaxcala",29,735349,4375,0.00594955592514575
"625",1988,"Veracruz",30,6201300,38403,0.00619273378162643
"626",1988,"Yucatan",31,1332321,8910,0.00668757754324971
"627",1988,"Zacatecas",32,1281751,7877,0.0061454993988692
"628",1989,"Aguascalientes",1,713800,3551,0.00497478285233959
"629",1989,"Baja California",2,1641275,7951,0.00484440450259707
"630",1989,"Baja California Sur",3,312048,1515,0.00485502230426088
"631",1989,"Campeche",4,537160,2896,0.00539131729838409
"632",1989,"Chiapas",7,3179027,16596,0.00522046525556405
"633",1989,"Chihuahua",8,2452515,13081,0.00533370845845999
"634",1989,"Coahuila",5,1970952,10332,0.00524213679480779
"635",1989,"Colima",6,428640,2335,0.00544746173945502
"636",1989,"Durango",10,1371086,7654,0.00558243611268731
"637",1989,"Guanajuato",11,3975848,22139,0.00556837182910413
"638",1989,"Guerrero",12,2653450,15514,0.00584672784488119
"639",1989,"Hidalgo",13,1902284,11544,0.00606849450450091
"640",1989,"Jalisco",14,5362434,29482,0.00549787652398146
"641",1989,"Mexico City",9,8470761,46150,0.00544815276927303
"642",1989,"Michoacan",16,3594152,21293,0.00592434599315777
"643",1989,"Morelos",17,1192951,6823,0.00571943021968212
"644",1989,"National",0,81778775,449245,0.00549341806599573
"645",1989,"Nayarit",18,834347,5018,0.00601428422466911
"646",1989,"Nuevo Leon",19,3084699,15710,0.005092879402496
"647",1989,"Oaxaca",20,3056017,20756,0.00679184703488233
"648",1989,"Puebla",21,4176513,25086,0.0060064460472169
"649",1989,"Queretaro",22,1045269,5320,0.00508959894534326
"650",1989,"Quintana Roo",23,472674,1824,0.00385889640640272
"651",1989,"San Luis Potosi",24,2022741,12709,0.00628305848351321
"652",1989,"Sinaloa",25,2209082,11720,0.00530537119038587
"653",1989,"Sonora",26,1826439,9508,0.00520575830892792
"654",1989,"State of Mexico",15,9827414,42763,0.00435139905574345
"655",1989,"Tabasco",27,1490295,7113,0.00477288053707487
"656",1989,"Tamaulipas",28,2261739,13103,0.00579332982276027
"657",1989,"Tlaxcala",29,759427,4439,0.00584519644416119
"658",1989,"Veracruz",30,6290690,38309,0.00608979301157743
"659",1989,"Yucatan",31,1366257,9053,0.00662613256510305
"660",1989,"Zacatecas",32,1296789,7958,0.0061366961009077
"661",1990,"Aguascalientes",1,737359,3563,0.00483211027464234
"662",1990,"Baja California",2,1698647,8050,0.0047390658565317
"663",1990,"Baja California Sur",3,324488,1531,0.00471820221394936
"664",1990,"Campeche",4,550083,2891,0.0052555705229938
"665",1990,"Chiapas",7,3310269,16468,0.00497482228785636
"666",1990,"Chihuahua",8,2500885,13043,0.00521535376476727
"667",1990,"Coahuila",5,2019221,10295,0.00509850085750891
"668",1990,"Colima",6,437763,2345,0.00535677981007988
"669",1990,"Durango",10,1388753,7522,0.0054163699376347
"670",1990,"Guanajuato",11,4088007,21977,0.00537596926815438
"671",1990,"Guerrero",12,2709402,15291,0.0056436807826967
"672",1990,"Hidalgo",13,1940433,11334,0.00584096436207795
"673",1990,"Jalisco",14,5467286,29524,0.00540011991324398
"674",1990,"Mexico City",9,8364711,46054,0.0055057490928258
"675",1990,"Michoacan",16,3669865,21054,0.00573699577504895
"676",1990,"Morelos",17,1221020,6831,0.00559450295654453
"677",1990,"National",0,83375978,446498,0.00535523553318919
"678",1990,"Nayarit",18,844648,4962,0.00587463653498262
"679",1990,"Nuevo Leon",19,3152007,15903,0.00504535681551469
"680",1990,"Oaxaca",20,3128390,20261,0.00647649429898446
"681",1990,"Puebla",21,4263276,24673,0.00578733349658807
"682",1990,"Queretaro",22,1082566,5324,0.00491794495670472
"683",1990,"Quintana Roo",23,505647,1887,0.00373185245833556
"684",1990,"San Luis Potosi",24,2058657,12474,0.00605929011000861
"685",1990,"Sinaloa",25,2248312,11701,0.00520434886261337
"686",1990,"Sonora",26,1861226,9554,0.00513317565948466
"687",1990,"State of Mexico",15,10092046,43214,0.0042819860313756
"688",1990,"Tabasco",27,1542070,7109,0.00461003715784627
"689",1990,"Tamaulipas",28,2297184,12971,0.00564647847103236
"690",1990,"Tlaxcala",29,783617,4418,0.0056379583393418
"691",1990,"Veracruz",30,6376953,37428,0.0058692607582336
"692",1990,"Yucatan",31,1400033,8986,0.00641842013723962
"693",1990,"Zacatecas",32,1311154,7860,0.00599471915579711
"694",1991,"Aguascalientes",1,760013,3534,0.00464992046188684
"695",1991,"Baja California",2,1769473,8076,0.00456407077135396
"696",1991,"Baja California Sur",3,333655,1528,0.00457958070462004
"697",1991,"Campeche",4,566776,2854,0.00503549903312773
"698",1991,"Chiapas",7,3369949,16081,0.00477188230445031
"699",1991,"Chihuahua",8,2557635,12842,0.00502104483243309
"700",1991,"Coahuila",5,2051248,10085,0.0049165191142173
"701",1991,"Colima",6,447496,2314,0.00517099594186317
"702",1991,"Durango",10,1402079,7306,0.00521083334105995
"703",1991,"Guanajuato",11,4155009,21393,0.00514872530962027
"704",1991,"Guerrero",12,2754743,14926,0.00541829128887885
"705",1991,"Hidalgo",13,1976775,10998,0.00556360739082597
"706",1991,"Jalisco",14,5573419,29137,0.00522785026569867
"707",1991,"Mexico City",9,8414436,45345,0.0053889529850842
"708",1991,"Michoacan",16,3720279,20497,0.00550953302158252
"709",1991,"Morelos",17,1260703,6757,0.0053597080359133
"710",1991,"National",0,84959845,437758,0.00515252823260212
"711",1991,"Nayarit",18,856225,4839,0.0056515518701276
"712",1991,"Nuevo Leon",19,3226619,15845,0.00491071304049223
"713",1991,"Oaxaca",20,3160205,19472,0.0061616255907449
"714",1991,"Puebla",21,4343803,23897,0.00550140050089749
"715",1991,"Queretaro",22,1113450,5245,0.00471058422021644
"716",1991,"Quintana Roo",23,538697,1945,0.00361056400908117
"717",1991,"San Luis Potosi",24,2090443,12079,0.0057782010798668
"718",1991,"Sinaloa",25,2285247,11523,0.0050423433440674
"719",1991,"Sonora",26,1904467,9489,0.00498249641500745
"720",1991,"State of Mexico",15,10386622,43219,0.0041610255961948
"721",1991,"Tabasco",27,1581485,7016,0.00443633673414544
"722",1991,"Tamaulipas",28,2342562,12657,0.00540305870239507
"723",1991,"Tlaxcala",29,803217,4322,0.0053808622078467
"724",1991,"Veracruz",30,6461877,36089,0.00558490977157256
"725",1991,"Yucatan",31,1430356,8809,0.00615860666854965
"726",1991,"Zacatecas",32,1320882,7639,0.0057832569449807
"727",1992,"Aguascalientes",1,782853,3575,0.00456663000588872
"728",1992,"Baja California",2,1841517,8307,0.00451095482691716
"729",1992,"Baja California Sur",3,342886,1567,0.00457003202230479
"730",1992,"Campeche",4,583631,2903,0.00497403325046134
"731",1992,"Chiapas",7,3428656,15978,0.0046601350500021
"732",1992,"Chihuahua",8,2614357,12970,0.00496106690861271
"733",1992,"Coahuila",5,2082852,10145,0.00487072533238079
"734",1992,"Colima",6,457274,2351,0.00514133757878209
"735",1992,"Durango",10,1414835,7284,0.00514830351242371
"736",1992,"Guanajuato",11,4221107,21357,0.00505957323517267
"737",1992,"Guerrero",12,2799255,14924,0.00533141853814676
"738",1992,"Hidalgo",13,2012819,10948,0.00543913784597622
"739",1992,"Jalisco",14,5679226,29507,0.0051956023584904
"740",1992,"Mexico City",9,8459793,45724,0.00540486037897145
"741",1992,"Michoacan",16,3769578,20484,0.00543403001609199
"742",1992,"Morelos",17,1300833,6873,0.0052835375486323
"743",1992,"National",0,86534334,440340,0.00508861603996398
"744",1992,"Nayarit",18,867516,4843,0.00558260596922708
"745",1992,"Nuevo Leon",19,3301541,16171,0.00489801580534666
"746",1992,"Oaxaca",20,3190529,19181,0.00601185571420915
"747",1992,"Puebla",21,4423565,23839,0.00538909228190385
"748",1992,"Queretaro",22,1144581,5287,0.004619157578188
"749",1992,"Quintana Roo",23,572477,2022,0.00353201962698938
"750",1992,"San Luis Potosi",24,2121640,12000,0.00565600196074735
"751",1992,"Sinaloa",25,2321727,11648,0.0050169550511322
"752",1992,"Sonora",26,1947740,9659,0.00495908078080237
"753",1992,"State of Mexico",15,10684398,44241,0.00414071059501902
"754",1992,"Tabasco",27,1621056,7117,0.00439034802005606
"755",1992,"Tamaulipas",28,2387812,12696,0.00531700150598121
"756",1992,"Tlaxcala",29,822867,4353,0.00529004079638629
"757",1992,"Veracruz",30,6544703,35913,0.00548733838647835
"758",1992,"Yucatan",31,1460695,8871,0.00607313641793804
"759",1992,"Zacatecas",32,1330015,7602,0.00571572501062018
"760",1993,"Aguascalientes",1,805811,3662,0.00454448996104546
"761",1993,"Baja California",2,1914362,8603,0.00449392539133142
"762",1993,"Baja California Sur",3,352175,1612,0.00457726982324129
"763",1993,"Campeche",4,600500,2995,0.00498751040799334
"764",1993,"Chiapas",7,3486115,16020,0.00459537335974287
"765",1993,"Chihuahua",8,2670600,13214,0.00494795177113757
"766",1993,"Coahuila",5,2113715,10301,0.00487341008603336
"767",1993,"Colima",6,466979,2402,0.0051437002520456
"768",1993,"Durango",10,1426815,7348,0.00514993184119875
"769",1993,"Guanajuato",11,4285770,21561,0.00503083459915021
"770",1993,"Guerrero",12,2842686,15128,0.00532172740851434
"771",1993,"Hidalgo",13,2048305,11033,0.00538640485669859
"772",1993,"Jalisco",14,5783926,30151,0.00521289518572679
"773",1993,"Mexico City",9,8498926,46336,0.00545198299173331
"774",1993,"Michoacan",16,3817415,20743,0.00543378176069408
"775",1993,"Morelos",17,1341247,7051,0.00525704810523341
"776",1993,"National",0,88086961,447494,0.00508013893225355
"777",1993,"Nayarit",18,878493,4914,0.00559367006908422
"778",1993,"Nuevo Leon",19,3376197,16618,0.00492210614487247
"779",1993,"Oaxaca",20,3219036,19129,0.00594246227752656
"780",1993,"Puebla",21,4502057,24117,0.00535688464184261
"781",1993,"Queretaro",22,1175856,5363,0.00456093263120654
"782",1993,"Quintana Roo",23,606908,2136,0.00351947906437219
"783",1993,"San Luis Potosi",24,2151985,12073,0.00561016921586349
"784",1993,"Sinaloa",25,2357408,11890,0.00504367508721443
"785",1993,"Sonora",26,1990680,9920,0.00498322181365162
"786",1993,"State of Mexico",15,10983677,45586,0.00415034054624877
"787",1993,"Tabasco",27,1660597,7291,0.00439058964938513
"788",1993,"Tamaulipas",28,2432483,12898,0.00530240088008837
"789",1993,"Tlaxcala",29,842500,4426,0.00525341246290801
"790",1993,"Veracruz",30,6624507,36293,0.00547859636951097
"791",1993,"Yucatan",31,1490801,9024,0.00605312177815818
"792",1993,"Zacatecas",32,1338429,7656,0.00572013905855297
"793",1994,"Aguascalientes",1,828790,3724,0.0044932974577396
"794",1994,"Baja California",2,1987944,8864,0.00445887811729103
"795",1994,"Baja California Sur",3,361449,1651,0.00456772601390514
"796",1994,"Campeche",4,617379,3074,0.00497911331613158
"797",1994,"Chiapas",7,3541947,16017,0.00452208912216925
"798",1994,"Chihuahua",8,2726197,13375,0.00490610179675203
"799",1994,"Coahuila",5,2143658,10403,0.00485291963550156
"800",1994,"Colima",6,476597,2449,0.00513851325123742
"801",1994,"Durango",10,1437957,7387,0.00513714944188178
"802",1994,"Guanajuato",11,4348607,21642,0.00497676612303664
"803",1994,"Guerrero",12,2884716,15260,0.00528994881991849
"804",1994,"Hidalgo",13,2083067,11089,0.00532340054352548
"805",1994,"Jalisco",14,5887039,30532,0.00518630843111452
"806",1994,"Mexico City",9,8531902,46415,0.00544017031606786
"807",1994,"Michoacan",16,3863408,20880,0.00540455473509399
"808",1994,"Morelos",17,1381779,7184,0.00519909479012201
"809",1994,"National",0,89611444,451820,0.00504198994940869
"810",1994,"Nayarit",18,889055,4943,0.00555983600564644
"811",1994,"Nuevo Leon",19,3450361,16907,0.00490006697849877
"812",1994,"Oaxaca",20,3245361,19014,0.00585882433418039
"813",1994,"Puebla",21,4578828,24275,0.00530157498818475
"814",1994,"Queretaro",22,1207110,5413,0.00448426406872613
"815",1994,"Quintana Roo",23,641932,2224,0.00346454141560165
"816",1994,"San Luis Potosi",24,2181348,12107,0.00555023774290026
"817",1994,"Sinaloa",25,2392148,12057,0.00504023998515142
"818",1994,"Sonora",26,2033170,10097,0.00496613662408948
"819",1994,"State of Mexico",15,11283802,46573,0.00412742088172054
"820",1994,"Tabasco",27,1699996,7416,0.00436236320556048
"821",1994,"Tamaulipas",28,2476418,13025,0.00525961287633994
"822",1994,"Tlaxcala",29,862000,4481,0.00519837587006961
"823",1994,"Veracruz",30,6700993,36566,0.00545680319319838
"824",1994,"Yucatan",31,1520523,9123,0.00599990924175432
"825",1994,"Zacatecas",32,1345963,7653,0.0056858918112905
"826",1995,"Aguascalientes",1,851788,3828,0.00449407599073948
"827",1995,"Baja California",2,2062208,9249,0.00448499860343864
"828",1995,"Baja California Sur",3,370742,1703,0.00459349089123973
"829",1995,"Campeche",4,634289,3184,0.00501979381638338
"830",1995,"Chiapas",7,3596299,16306,0.00453410575705746
"831",1995,"Chihuahua",8,2781178,13739,0.00493999305330331
"832",1995,"Coahuila",5,2172842,10674,0.00491246027092628
"833",1995,"Colima",6,486132,2526,0.0051961195724618
"834",1995,"Durango",10,1448304,7528,0.00519780377600283
"835",1995,"Guanajuato",11,4409866,22058,0.00500196604613383
"836",1995,"Guerrero",12,2925459,15647,0.00534856239653333
"837",1995,"Hidalgo",13,2117175,11343,0.00535761096744483
"838",1995,"Jalisco",14,5988740,31395,0.00524233812120747
"839",1995,"Mexico City",9,8558816,47012,0.00549281582873145
"840",1995,"Michoacan",16,3907762,21366,0.00546757965300855
"841",1995,"Morelos",17,1422504,7453,0.00523935257827043
"842",1995,"National",0,91110592,463308,0.00508511677764096
"843",1995,"Nayarit",18,899241,5070,0.00563808812098203
"844",1995,"Nuevo Leon",19,3524162,17418,0.00494245156720945
"845",1995,"Oaxaca",20,3269664,19281,0.00589693619894888
"846",1995,"Puebla",21,4654033,24881,0.00534611593858488
"847",1995,"Queretaro",22,1238408,5559,0.00448882759155303
"848",1995,"Quintana Roo",23,677481,2357,0.00347906435752442
"849",1995,"San Luis Potosi",24,2209736,12363,0.005594785983484
"850",1995,"Sinaloa",25,2426052,12382,0.005103765294396
"851",1995,"Sonora",26,2075312,10410,0.00501611323984056
"852",1995,"State of Mexico",15,11585058,48241,0.00416407065031526
"853",1995,"Tabasco",27,1739274,7665,0.00440701120122534
"854",1995,"Tamaulipas",28,2519708,13356,0.00530061419815312
"855",1995,"Tlaxcala",29,881387,4595,0.00521337392087698
"856",1995,"Veracruz",30,6774290,37565,0.00554523057028855
"857",1995,"Yucatan",31,1549904,9377,0.00605005213226109
"858",1995,"Zacatecas",32,1352778,7777,0.00574891075993252
"859",1996,"Aguascalientes",1,874751,3824,0.0043715297267451
"860",1996,"Baja California",2,2136892,9334,0.00436802608648448
"861",1996,"Baja California Sur",3,380006,1711,0.00450256048588707
"862",1996,"Campeche",4,651141,3213,0.00493441512667763
"863",1996,"Chiapas",7,3648791,16255,0.00445490026696514
"864",1996,"Chihuahua",8,2835202,13664,0.00481940969285434
"865",1996,"Coahuila",5,2200976,10593,0.00481286483814453
"866",1996,"Colima",6,495582,2531,0.00510712657037584
"867",1996,"Durango",10,1457676,7425,0.00509372453137734
"868",1996,"Guanajuato",11,4469014,21868,0.00489324938342104
"869",1996,"Guerrero",12,2964614,15636,0.00527421107773221
"870",1996,"Hidalgo",13,2150328,11313,0.00526105784791901
"871",1996,"Jalisco",14,6088332,31226,0.00512882674597903
"872",1996,"Mexico City",9,8578889,46266,0.00539300601744585
"873",1996,"Michoacan",16,3950046,21217,0.00537132985286754
"874",1996,"Morelos",17,1463199,7502,0.00512712214811519
"875",1996,"National",0,92573819,461754,0.00498795453172349
"876",1996,"Nayarit",18,908933,5033,0.00553726182237855
"877",1996,"Nuevo Leon",19,3597069,17366,0.00482781953862992
"878",1996,"Oaxaca",20,3291606,19143,0.00581570212230747
"879",1996,"Puebla",21,4727105,24876,0.00526241748385111
"880",1996,"Queretaro",22,1269596,5571,0.00438801004414003
"881",1996,"Quintana Roo",23,713495,2431,0.0034071717391152
"882",1996,"San Luis Potosi",24,2236927,12282,0.00549056808738059
"883",1996,"Sinaloa",25,2458858,12327,0.00501330292355232
"884",1996,"Sonora",26,2116752,10367,0.00489759782912689
"885",1996,"State of Mexico",15,11886009,48676,0.00409523499435345
"886",1996,"Tabasco",27,1778240,7687,0.0043228135684722
"887",1996,"Tamaulipas",28,2561968,13307,0.00519405394602899
"888",1996,"Tlaxcala",29,900586,4586,0.00509223994154917
"889",1996,"Veracruz",30,6843821,37533,0.00548421707698083
"890",1996,"Yucatan",31,1578745,9337,0.00591419133552284
"891",1996,"Zacatecas",32,1358670,7654,0.00563345035954279
"892",1997,"Aguascalientes",1,894419,3815,0.00426533872826941
"893",1997,"Baja California",2,2216623,9381,0.00423211344464079
"894",1997,"Baja California Sur",3,391604,1724,0.00440240651270161
"895",1997,"Campeche",4,663087,3211,0.00484250181348752
"896",1997,"Chiapas",7,3723153,16333,0.00438687316905859
"897",1997,"Chihuahua",8,2891700,13540,0.00468236677387004
