"","year","state","CVE_GEO","age_group","ferty_rate","births"
"610",1972,"22",22,"15-19",124.84,3529
"611",1972,"22",22,"20-24",321.03,6820
"612",1972,"22",22,"25-29",348.96,5872
"613",1972,"22",22,"30-34",297.74,4157
"614",1972,"22",22,"35-39",248.21,2942
"615",1972,"22",22,"40-44",103.46,1055
"616",1972,"22",22,"45-49",8.16,70
"617",1972,"23",23,"15-19",199.67,1220
"618",1972,"23",23,"20-24",270.85,1299
"619",1972,"23",23,"25-29",265.65,1027
"620",1972,"23",23,"30-34",213,662
"621",1972,"23",23,"35-39",161.81,400
"622",1972,"23",23,"40-44",53.94,106
"623",1972,"23",23,"45-49",8.51,13
"624",1972,"33",0,"15-19",133.43,376637
"625",1972,"33",0,"20-24",299.19,655679
"626",1972,"33",0,"25-29",316.69,559990
"627",1972,"33",0,"30-34",261.13,385672
"628",1972,"33",0,"35-39",189.66,237776
"629",1972,"33",0,"40-44",69.23,74278
"630",1972,"33",0,"45-49",9.66,8617
"631",1972,"24",24,"15-19",131.28,9341
"632",1972,"24",24,"20-24",335.43,17925
"633",1972,"24",24,"25-29",352.63,15105
"634",1972,"24",24,"30-34",311.67,11374
"635",1972,"24",24,"35-39",250.91,7972
"636",1972,"24",24,"40-44",96.6,2662
"637",1972,"24",24,"45-49",12.4,284
"638",1972,"25",25,"15-19",108.3,8146
"639",1972,"25",25,"20-24",291.24,16523
"640",1972,"25",25,"25-29",310.22,13808
"641",1972,"25",25,"30-34",252.13,9185
"642",1972,"25",25,"35-39",167.07,5103
"643",1972,"25",25,"40-44",48.36,1260
"644",1972,"25",25,"45-49",7.33,160
"645",1972,"26",26,"15-19",138.04,9058
"646",1972,"26",26,"20-24",281.4,14189
"647",1972,"26",26,"25-29",302.77,12154
"648",1972,"26",26,"30-34",217.91,7224
"649",1972,"26",26,"35-39",142.92,3991
"650",1972,"26",26,"40-44",44.11,1055
"651",1972,"26",26,"45-49",5.73,115
"652",1972,"27",27,"15-19",176.86,8233
"653",1972,"27",27,"20-24",311.55,10937
"654",1972,"27",27,"25-29",294.18,8065
"655",1972,"27",27,"30-34",253.03,5583
"656",1972,"27",27,"35-39",174.06,3127
"657",1972,"27",27,"40-44",82.75,1204
"658",1972,"27",27,"45-49",6.43,73
"659",1972,"28",28,"15-19",123.34,10401
"660",1972,"28",28,"20-24",303.41,19910
"661",1972,"28",28,"25-29",267.11,14260
"662",1972,"28",28,"30-34",216.36,9779
"663",1972,"28",28,"35-39",148.43,5753
"664",1972,"28",28,"40-44",58.82,1954
"665",1972,"28",28,"45-49",6.89,189
"666",1972,"29",29,"15-19",156.87,3598
"667",1972,"29",29,"20-24",277.59,4706
"668",1972,"29",29,"25-29",343.75,4652
"669",1972,"29",29,"30-34",276.84,3218
"670",1972,"29",29,"35-39",218.34,2243
"671",1972,"29",29,"40-44",97.32,889
"672",1972,"29",29,"45-49",20.18,159
"673",1972,"30",30,"15-19",151.27,33561
"674",1972,"30",30,"20-24",286.69,50020
"675",1972,"30",30,"25-29",302.9,43265
"676",1972,"30",30,"30-34",251.42,30311
"677",1972,"30",30,"35-39",190.93,19577
"678",1972,"30",30,"40-44",70.37,6106
"679",1972,"30",30,"45-49",13.07,923
"680",1972,"31",31,"15-19",127.46,5578
"681",1972,"31",31,"20-24",302.73,10408
"682",1972,"31",31,"25-29",349.88,9696
"683",1972,"31",31,"30-34",281.48,6567
"684",1972,"31",31,"35-39",161.25,3277
"685",1972,"31",31,"40-44",49.51,896
"686",1972,"31",31,"45-49",4.94,78
"687",1972,"32",32,"15-19",113.05,5952
"688",1972,"32",32,"20-24",312.94,11846
"689",1972,"32",32,"25-29",386.66,11287
"690",1972,"32",32,"30-34",349.5,8495
"691",1972,"32",32,"35-39",254.62,5348
"692",1972,"32",32,"40-44",103.07,1888
"693",1972,"32",32,"45-49",10.41,161
"694",1973,"01",1,"15-19",102.31,2205
"695",1973,"01",1,"20-24",313,5070
"696",1973,"01",1,"25-29",303.75,3820
"697",1973,"01",1,"30-34",273.49,2818
"698",1973,"01",1,"35-39",245.24,2152
"699",1973,"01",1,"40-44",91.54,704
"700",1973,"01",1,"45-49",6.99,46
"701",1973,"02",2,"15-19",90.87,5018
"702",1973,"02",2,"20-24",253.24,10843
"703",1973,"02",2,"25-29",257.43,8785
"704",1973,"02",2,"30-34",201.7,5689
"705",1973,"02",2,"35-39",147.39,3493
"706",1973,"02",2,"40-44",46.42,938
"707",1973,"02",2,"45-49",5.7,95
"708",1973,"03",3,"15-19",114.23,944
"709",1973,"03",3,"20-24",282.56,1792
"710",1973,"03",3,"25-29",272.4,1377
"711",1973,"03",3,"30-34",216.59,898
"712",1973,"03",3,"35-39",144.07,492
"713",1973,"03",3,"40-44",48.87,140
"714",1973,"03",3,"45-49",3.38,8
"715",1973,"04",4,"15-19",179.37,2966
"716",1973,"04",4,"20-24",334.17,4270
"717",1973,"04",4,"25-29",261.55,2683
"718",1973,"04",4,"30-34",205.98,1765
"719",1973,"04",4,"35-39",154.78,1122
"720",1973,"04",4,"40-44",78.2,481
"721",1973,"04",4,"45-49",12,60
"722",1973,"07",7,"15-19",191.17,18455
"723",1973,"07",7,"20-24",280.47,21250
"724",1973,"07",7,"25-29",352.42,21339
"725",1973,"07",7,"30-34",287.82,14039
"726",1973,"07",7,"35-39",230.72,9090
"727",1973,"07",7,"40-44",86.54,2769
"728",1973,"07",7,"45-49",7.44,187
"729",1973,"08",8,"15-19",143.9,13784
"730",1973,"08",8,"20-24",272.79,20034
"731",1973,"08",8,"25-29",276.73,16181
"732",1973,"08",8,"30-34",216.02,10539
"733",1973,"08",8,"35-39",153.25,6372
"734",1973,"08",8,"40-44",56.25,2017
"735",1973,"08",8,"45-49",4.57,137
"736",1973,"09",9,"15-19",98.71,42406
"737",1973,"09",9,"20-24",255.68,91792
"738",1973,"09",9,"25-29",254.88,75194
"739",1973,"09",9,"30-34",208.46,50407
"740",1973,"09",9,"35-39",137.79,27697
"741",1973,"09",9,"40-44",49.68,8578
"742",1973,"09",9,"45-49",11.74,1716
"743",1973,"05",5,"15-19",143.87,9777
"744",1973,"05",5,"20-24",285.45,14903
"745",1973,"05",5,"25-29",279.81,11638
"746",1973,"05",5,"30-34",219.31,7602
"747",1973,"05",5,"35-39",139.18,4114
"748",1973,"05",5,"40-44",39.92,1022
"749",1973,"05",5,"45-49",4.56,98
"750",1973,"06",6,"15-19",129.19,1947
"751",1973,"06",6,"20-24",268.69,3048
"752",1973,"06",6,"25-29",332.01,2926
"753",1973,"06",6,"30-34",229.69,1654
"754",1973,"06",6,"35-39",174.68,1065
"755",1973,"06",6,"40-44",69.48,370
"756",1973,"06",6,"45-49",10.52,48
"757",1973,"10",10,"15-19",144.74,7881
"758",1973,"10",10,"20-24",343.18,13783
"759",1973,"10",10,"25-29",312.41,9781
"760",1973,"10",10,"30-34",247.95,6475
"761",1973,"10",10,"35-39",189.94,4267
"762",1973,"10",10,"40-44",83.49,1626
"763",1973,"10",10,"45-49",9.37,152
"764",1973,"11",11,"15-19",129.89,17639
"765",1973,"11",11,"20-24",297.59,30137
"766",1973,"11",11,"25-29",332.61,26206
"767",1973,"11",11,"30-34",271.58,17622
"768",1973,"11",11,"35-39",222.17,12280
"769",1973,"11",11,"40-44",94.94,4565
"770",1973,"11",11,"45-49",12.79,519
"771",1973,"12",12,"15-19",179.71,16986
"772",1973,"12",12,"20-24",350.58,25113
"773",1973,"12",12,"25-29",366.19,21148
"774",1973,"12",12,"30-34",293.05,14370
"775",1973,"12",12,"35-39",217.36,9132
"776",1973,"12",12,"40-44",78.22,2784
"777",1973,"12",12,"45-49",12.98,372
"778",1973,"13",13,"15-19",135.21,9245
"779",1973,"13",13,"20-24",354.46,18364
"780",1973,"13",13,"25-29",354.9,14815
"781",1973,"13",13,"30-34",274.92,9681
"782",1973,"13",13,"35-39",191.5,5770
"783",1973,"13",13,"40-44",57.3,1495
"784",1973,"13",13,"45-49",8.64,190
"785",1973,"14",14,"15-19",109.36,21859
"786",1973,"14",14,"20-24",293.71,44931
"787",1973,"14",14,"25-29",344.35,41288
"788",1973,"14",14,"30-34",310.66,30362
"789",1973,"14",14,"35-39",215.85,17782
"790",1973,"14",14,"40-44",84.19,6080
"791",1973,"14",14,"45-49",9,565
"792",1973,"15",15,"15-19",121.53,32113
"793",1973,"15",15,"20-24",298.1,60920
"794",1973,"15",15,"25-29",306.97,51138
"795",1973,"15",15,"30-34",246.4,34388
"796",1973,"15",15,"35-39",160.6,18597
"797",1973,"15",15,"40-44",49.69,4732
"798",1973,"15",15,"45-49",3.9,294
"799",1973,"16",16,"15-19",146.03,19985
"800",1973,"16",16,"20-24",289.46,29302
"801",1973,"16",16,"25-29",369.66,28941
"802",1973,"16",16,"30-34",302.88,19648
"803",1973,"16",16,"35-39",242.96,13613
"804",1973,"16",16,"40-44",95.9,4717
"805",1973,"16",16,"45-49",6.46,269
"806",1973,"17",17,"15-19",122.65,4753
"807",1973,"17",17,"20-24",297.76,8830
"808",1973,"17",17,"25-29",269.21,6425
"809",1973,"17",17,"30-34",226.26,4594
"810",1973,"17",17,"35-39",171.73,3021
"811",1973,"17",17,"40-44",80.01,1210
"812",1973,"17",17,"45-49",14.46,178
"813",1973,"18",18,"15-19",165.37,5317
"814",1973,"18",18,"20-24",311.4,7348
"815",1973,"18",18,"25-29",290.64,5307
"816",1973,"18",18,"30-34",250.3,3799
"817",1973,"18",18,"35-39",199.54,2620
"818",1973,"18",18,"40-44",64.2,745
"819",1973,"18",18,"45-49",17.52,175
"820",1973,"19",19,"15-19",104.78,11016
"821",1973,"19",19,"20-24",256.36,21391
"822",1973,"19",19,"25-29",264.62,17968
"823",1973,"19",19,"30-34",217.19,12243
"824",1973,"19",19,"35-39",142.08,6694
"825",1973,"19",19,"40-44",42.46,1703
"826",1973,"19",19,"45-49",8.5,285
"827",1973,"20",20,"15-19",186.19,20730
"828",1973,"20",20,"20-24",364.34,31201
"829",1973,"20",20,"25-29",338.93,23903
"830",1973,"20",20,"30-34",283.75,17282
"831",1973,"20",20,"35-39",227.41,12017
"832",1973,"20",20,"40-44",97.16,4447
"833",1973,"20",20,"45-49",9.94,382
"834",1973,"21",21,"15-19",158.5,23114
"835",1973,"21",21,"20-24",352.4,39407
"836",1973,"21",21,"25-29",348.83,31537
"837",1973,"21",21,"30-34",286.94,22089
"838",1973,"21",21,"35-39",223.72,14961
"839",1973,"21",21,"40-44",94.63,5540
"840",1973,"21",21,"45-49",15.55,769
"841",1973,"22",22,"15-19",125.21,3730
"842",1973,"22",22,"20-24",318.12,7108
"843",1973,"22",22,"25-29",340,5971
"844",1973,"22",22,"30-34",289.14,4185
"845",1973,"22",22,"35-39",241.06,2945
"846",1973,"22",22,"40-44",104.2,1096
"847",1973,"22",22,"45-49",8.14,72
"848",1973,"23",23,"15-19",196.41,1334
"849",1973,"23",23,"20-24",266.32,1424
"850",1973,"23",23,"25-29",257.38,1107
"851",1973,"23",23,"30-34",205.23,706
"852",1973,"23",23,"35-39",156.03,423
"853",1973,"23",23,"40-44",53.59,115
"854",1973,"23",23,"45-49",8.4,14
"855",1973,"33",0,"15-19",132.64,390270
"856",1973,"33",0,"20-24",294.87,672341
"857",1973,"33",0,"25-29",307.32,561831
"858",1973,"33",0,"30-34",252.6,383964
"859",1973,"33",0,"35-39",183.17,235539
"860",1973,"33",0,"40-44",69.17,76304
"861",1973,"33",0,"45-49",9.62,8843
"862",1973,"24",24,"15-19",131.72,9718
"863",1973,"24",24,"20-24",332.55,18352
"864",1973,"24",24,"25-29",343.78,15072
"865",1973,"24",24,"30-34",303.03,11258
"866",1973,"24",24,"35-39",243.75,7871
"867",1973,"24",24,"40-44",97.24,2740
"868",1973,"24",24,"45-49",12.48,294
"869",1973,"25",25,"15-19",107.68,8487
"870",1973,"25",25,"20-24",286.21,16977
"871",1973,"25",25,"25-29",300.63,13909
"872",1973,"25",25,"30-34",243.62,9193
"873",1973,"25",25,"35-39",161.09,5083
"874",1973,"25",25,"40-44",48.07,1295
"875",1973,"25",25,"45-49",7.23,163
"876",1973,"26",26,"15-19",136.23,9285
"877",1973,"26",26,"20-24",276,14459
"878",1973,"26",26,"25-29",292.97,12158
"879",1973,"26",26,"30-34",210.03,7169
"880",1973,"26",26,"35-39",137.49,3942
"881",1973,"26",26,"40-44",43.75,1077
"882",1973,"26",26,"45-49",5.61,116
"883",1973,"27",27,"15-19",175.16,8486
"884",1973,"27",27,"20-24",307.37,11222
"885",1973,"27",27,"25-29",285.74,8100
"886",1973,"27",27,"30-34",244.97,5563
"887",1973,"27",27,"35-39",168.24,3104
"888",1973,"27",27,"40-44",82.96,1246
"889",1973,"27",27,"45-49",6.29,74
"890",1973,"28",28,"15-19",121.9,10671
"891",1973,"28",28,"20-24",297.11,20201
"892",1973,"28",28,"25-29",258.19,14176
"893",1973,"28",28,"30-34",208.44,9642
"894",1973,"28",28,"35-39",142.73,5653
"895",1973,"28",28,"40-44",58.58,1999
"896",1973,"28",28,"45-49",6.82,193
"897",1973,"29",29,"15-19",156.09,3732
"898",1973,"29",29,"20-24",274.98,4852
"899",1973,"29",29,"25-29",334.27,4660
"900",1973,"29",29,"30-34",268.23,3182
"901",1973,"29",29,"35-39",211.53,2206
"902",1973,"29",29,"40-44",97.86,910
"903",1973,"29",29,"45-49",20.63,166
"904",1973,"30",30,"15-19",149.97,34721
"905",1973,"30",30,"20-24",282.74,51280
"906",1973,"30",30,"25-29",293.95,43341
"907",1973,"30",30,"30-34",243.2,30173
"908",1973,"30",30,"35-39",184.5,19458
"909",1973,"30",30,"40-44",70.37,6315
"910",1973,"30",30,"45-49",13.18,967
"911",1973,"31",31,"15-19",126.84,5764
"912",1973,"31",31,"20-24",298.41,10641
"913",1973,"31",31,"25-29",339.94,9741
"914",1973,"31",31,"30-34",272.75,6566
"915",1973,"31",31,"35-39",155.73,3251
"916",1973,"31",31,"40-44",49.26,915
"917",1973,"31",31,"45-49",4.69,76
"918",1973,"32",32,"15-19",114.07,6202
"919",1973,"32",32,"20-24",310.94,12096
"920",1973,"32",32,"25-29",377.29,11196
"921",1973,"32",32,"30-34",340.29,8363
"922",1973,"32",32,"35-39",247.47,5252
"923",1973,"32",32,"40-44",103.84,1933
"924",1973,"32",32,"45-49",10.33,163
"925",1974,"01",1,"15-19",102.56,2327
"926",1974,"01",1,"20-24",308.01,5262
"927",1974,"01",1,"25-29",293.54,3873
"928",1974,"01",1,"30-34",263.97,2835
"929",1974,"01",1,"35-39",236.6,2149
"930",1974,"01",1,"40-44",90.99,721
"931",1974,"01",1,"45-49",6.77,46
"932",1974,"02",2,"15-19",89.64,5137
"933",1974,"02",2,"20-24",246.23,10988
"934",1974,"02",2,"25-29",246.46,8729
"935",1974,"02",2,"30-34",192.66,5610
"936",1974,"02",2,"35-39",140.63,3429
"937",1974,"02",2,"40-44",45.39,944
"938",1974,"02",2,"45-49",5.56,96
"939",1974,"03",3,"15-19",112.83,990
"940",1974,"03",3,"20-24",275.5,1864
"941",1974,"03",3,"25-29",261.78,1406
"942",1974,"03",3,"30-34",207.63,909
"943",1974,"03",3,"35-39",137.8,494
"944",1974,"03",3,"40-44",47.78,143
"945",1974,"03",3,"45-49",2.84,7
"946",1974,"04",4,"15-19",176.75,3088
"947",1974,"04",4,"20-24",327.25,4427
"948",1974,"04",4,"25-29",252.1,2729
"949",1974,"04",4,"30-34",197.84,1781
"950",1974,"04",4,"35-39",148.76,1127
"951",1974,"04",4,"40-44",77.43,496
"952",1974,"04",4,"45-49",12.09,63
"953",1974,"07",7,"15-19",189.71,18931
"954",1974,"07",7,"20-24",277.7,21728
"955",1974,"07",7,"25-29",341.72,21231
"956",1974,"07",7,"30-34",278.42,13891
"957",1974,"07",7,"35-39",223.1,8994
"958",1974,"07",7,"40-44",86.04,2823
"959",1974,"07",7,"45-49",7.26,188
"960",1974,"08",8,"15-19",141.62,14025
"961",1974,"08",8,"20-24",266.7,20253
"962",1974,"08",8,"25-29",266.11,15961
"963",1974,"08",8,"30-34",207.21,10314
"964",1974,"08",8,"35-39",146.81,6224
"965",1974,"08",8,"40-44",55.31,2027
"966",1974,"08",8,"45-49",4.35,134
"967",1974,"09",9,"15-19",97.29,43062
"968",1974,"09",9,"20-24",248.77,92371
"969",1974,"09",9,"25-29",244.08,74310
"970",1974,"09",9,"30-34",199.24,49501
"971",1974,"09",9,"35-39",131.43,26985
"972",1974,"09",9,"40-44",48.66,8553
"973",1974,"09",9,"45-49",11.77,1758
"974",1974,"05",5,"15-19",141.54,10028
"975",1974,"05",5,"20-24",278.79,15181
"976",1974,"05",5,"25-29",269.07,11601
"977",1974,"05",5,"30-34",210.41,7523
"978",1974,"05",5,"35-39",133.25,4051
"979",1974,"05",5,"40-44",39.03,1027
"980",1974,"05",5,"45-49",4.37,97
"981",1974,"06",6,"15-19",127.97,2017
"982",1974,"06",6,"20-24",263.8,3136
"983",1974,"06",6,"25-29",320.31,2944
"984",1974,"06",6,"30-34",220.77,1650
"985",1974,"06",6,"35-39",167.83,1057
"986",1974,"06",6,"40-44",68.7,376
"987",1974,"06",6,"45-49",10.68,50
"988",1974,"10",10,"15-19",143.85,8108
"989",1974,"10",10,"20-24",337.32,13993
"990",1974,"10",10,"25-29",302.09,9675
"991",1974,"10",10,"30-34",239.08,6349
"992",1974,"10",10,"35-39",183.08,4180
"993",1974,"10",10,"40-44",82.85,1646
"994",1974,"10",10,"45-49",9.3,155
"995",1974,"11",11,"15-19",129.53,18267
"996",1974,"11",11,"20-24",293.4,30883
"997",1974,"11",11,"25-29",321.78,26172
"998",1974,"11",11,"30-34",262.11,17443
"999",1974,"11",11,"35-39",214.38,12103
"1000",1974,"11",11,"40-44",94.36,4632
"1001",1974,"11",11,"45-49",12.85,535
"1002",1974,"12",12,"15-19",178.91,17505
"1003",1974,"12",12,"20-24",346.46,25625
"1004",1974,"12",12,"25-29",355.51,21005
"1005",1974,"12",12,"30-34",283.74,14169
"1006",1974,"12",12,"35-39",210.29,9006
"1007",1974,"12",12,"40-44",77.69,2831
"1008",1974,"12",12,"45-49",13.03,385
"1009",1974,"13",13,"15-19",134.84,9527
"1010",1974,"13",13,"20-24",348.87,18658
"1011",1974,"13",13,"25-29",343.86,14706
"1012",1974,"13",13,"30-34",265.68,9539
"1013",1974,"13",13,"35-39",184.8,5667
"1014",1974,"13",13,"40-44",56.59,1503
"1015",1974,"13",13,"45-49",8.55,192
"1016",1974,"14",14,"15-19",109.58,22715
"1017",1974,"14",14,"20-24",289.7,45987
"1018",1974,"14",14,"25-29",333.27,41273
"1019",1974,"14",14,"30-34",300.35,30220
"1020",1974,"14",14,"35-39",208.3,17606
"1021",1974,"14",14,"40-44",83.57,6169
"1022",1974,"14",14,"45-49",8.92,572
"1023",1974,"15",15,"15-19",120.43,34448
"1024",1974,"15",15,"20-24",291.97,64701
"1025",1974,"15",15,"25-29",295.95,53088
"1026",1974,"15",15,"30-34",237.08,35396
"1027",1974,"15",15,"35-39",154.2,19030
"1028",1974,"15",15,"40-44",48.85,4954
"1029",1974,"15",15,"45-49",3.65,294
"1030",1974,"16",16,"15-19",145.74,20600
"1031",1974,"16",16,"20-24",286.45,29954
"1032",1974,"16",16,"25-29",358.42,28747
"1033",1974,"16",16,"30-34",293.1,19342
"1034",1974,"16",16,"35-39",234.98,13353
"1035",1974,"16",16,"40-44",95.43,4766
"1036",1974,"16",16,"45-49",6.26,266
"1037",1974,"17",17,"15-19",121.41,4958
"1038",1974,"17",17,"20-24",291.44,9120
"1039",1974,"17",17,"25-29",259.07,6468
"1040",1974,"17",17,"30-34",217.23,4572
"1041",1974,"17",17,"35-39",164.8,2993
"1042",1974,"17",17,"40-44",79.1,1239
"1043",1974,"17",17,"45-49",14.6,188
"1044",1974,"18",18,"15-19",163.66,5462
"1045",1974,"18",18,"20-24",306.13,7495
"1046",1974,"18",18,"25-29",280.66,5279
"1047",1974,"18",18,"30-34",241.22,3752
"1048",1974,"18",18,"35-39",192.33,2582
"1049",1974,"18",18,"40-44",63.44,752
"1050",1974,"18",18,"45-49",17.81,182
"1051",1974,"19",19,"15-19",103.27,11396
"1052",1974,"19",19,"20-24",249.72,21855
"1053",1974,"19",19,"25-29",253.71,17938
"1054",1974,"19",19,"30-34",207.82,12142
"1055",1974,"19",19,"35-39",135.7,6616
"1056",1974,"19",19,"40-44",41.51,1723
"1057",1974,"19",19,"45-49",8.42,293
"1058",1974,"20",20,"15-19",185.26,21112
"1059",1974,"20",20,"20-24",359.83,31471
"1060",1974,"20",20,"25-29",328.82,23475
"1061",1974,"20",20,"30-34",274.57,16850
"1062",1974,"20",20,"35-39",220.05,11724
"1063",1974,"20",20,"40-44",96.78,4482
"1064",1974,"20",20,"45-49",9.87,386
"1065",1974,"21",21,"15-19",158.06,23905
"1066",1974,"21",21,"20-24",347.88,40315
"1067",1974,"21",21,"25-29",338.26,31440
"1068",1974,"21",21,"30-34",277.56,21813
"1069",1974,"21",21,"35-39",216.32,14719
"1070",1974,"21",21,"40-44",94.18,5615
"1071",1974,"21",21,"45-49",15.73,797
"1072",1974,"22",22,"15-19",125.33,3930
"1073",1974,"22",22,"20-24",313.95,7387
"1074",1974,"22",22,"25-29",329.3,6044
"1075",1974,"22",22,"30-34",279.56,4197
"1076",1974,"22",22,"35-39",232.95,2937
"1077",1974,"22",22,"40-44",103.65,1123
"1078",1974,"22",22,"45-49",7.98,73
"1079",1974,"23",23,"15-19",192.81,1448
"1080",1974,"23",23,"20-24",260.85,1550
"1081",1974,"23",23,"25-29",247.54,1180
"1082",1974,"23",23,"30-34",196.99,747
"1083",1974,"23",23,"35-39",149.75,444
"1084",1974,"23",23,"40-44",52.68,123
"1085",1974,"23",23,"45-49",8.83,16
"1086",1974,"33",0,"15-19",131.54,403004
"1087",1974,"33",0,"20-24",289.43,687543
"1088",1974,"33",0,"25-29",296.42,561080
"1089",1974,"33",0,"30-34",243.11,380645
"1090",1974,"33",0,"35-39",176.07,232536
"1091",1974,"33",0,"40-44",68.31,77391
"1092",1974,"33",0,"45-49",9.55,9053
"1093",1974,"24",24,"15-19",131.87,10076
"1094",1974,"24",24,"20-24",328.46,18743
"1095",1974,"24",24,"25-29",333.3,14976
"1096",1974,"24",24,"30-34",293.26,11099
"1097",1974,"24",24,"35-39",235.77,7748
"1098",1974,"24",24,"40-44",96.79,2786
"1099",1974,"24",24,"45-49",12.53,304
"1100",1974,"25",25,"15-19",106.84,8813
"1101",1974,"25",25,"20-24",280.08,17393
"1102",1974,"25",25,"25-29",289.51,13942
"1103",1974,"25",25,"30-34",234.19,9161
"1104",1974,"25",25,"35-39",154.51,5043
"1105",1974,"25",25,"40-44",47.19,1313
"1106",1974,"25",25,"45-49",7.13,166
"1107",1974,"26",26,"15-19",134.08,9481
"1108",1974,"26",26,"20-24",269.55,14690
"1109",1974,"26",26,"25-29",281.71,12103
"1110",1974,"26",26,"30-34",201.35,7082
"1111",1974,"26",26,"35-39",131.55,3878
"1112",1974,"26",26,"40-44",42.87,1085
"1113",1974,"26",26,"45-49",5.4,115
"1114",1974,"27",27,"15-19",173.02,8714
"1115",1974,"27",27,"20-24",302,11483
"1116",1974,"27",27,"25-29",275.89,8098
"1117",1974,"27",27,"30-34",236.02,5520
"1118",1974,"27",27,"35-39",161.86,3071
"1119",1974,"27",27,"40-44",82.27,1274
"1120",1974,"27",27,"45-49",6.15,75
"1121",1974,"28",28,"15-19",120.17,10908
"1122",1974,"28",28,"20-24",289.7,20436
"1123",1974,"28",28,"25-29",247.97,14021
"1124",1974,"28",28,"30-34",199.67,9461
"1125",1974,"28",28,"35-39",136.58,5535
"1126",1974,"28",28,"40-44",57.62,2018
"1127",1974,"28",28,"45-49",6.67,195
"1128",1974,"29",29,"15-19",154.92,3857
"1129",1974,"29",29,"20-24",271.41,4991
"1130",1974,"29",29,"25-29",323.18,4649
"1131",1974,"29",29,"30-34",258.58,3133
"1132",1974,"29",29,"35-39",203.96,2162
"1133",1974,"29",29,"40-44",97.18,919
"1134",1974,"29",29,"45-49",20.93,172
"1135",1974,"30",30,"15-19",148.31,35794
"1136",1974,"30",30,"20-24",277.73,52429
"1137",1974,"30",30,"25-29",283.54,43215
"1138",1974,"30",30,"30-34",234.06,29908
"1139",1974,"30",30,"35-39",177.42,19272
"1140",1974,"30",30,"40-44",69.56,6449
"1141",1974,"30",30,"45-49",13.28,1013
"1142",1974,"31",31,"15-19",125.93,5936
"1143",1974,"31",31,"20-24",292.99,10851
"1144",1974,"31",31,"25-29",328.33,9742
"1145",1974,"31",31,"30-34",262.95,6536
"1146",1974,"31",31,"35-39",149.67,3214
"1147",1974,"31",31,"40-44",48.47,923
"1148",1974,"31",31,"45-49",4.45,74
"1149",1974,"32",32,"15-19",114.82,6439
"1150",1974,"32",32,"20-24",307.86,12323
"1151",1974,"32",32,"25-29",366.16,11060
"1152",1974,"32",32,"30-34",329.85,8200
"1153",1974,"32",32,"35-39",239.53,5143
"1154",1974,"32",32,"40-44",103.52,1956
"1155",1974,"32",32,"45-49",10.3,166
"1156",1975,"01",1,"15-19",102.55,2446
"1157",1975,"01",1,"20-24",301.43,5439
"1158",1975,"01",1,"25-29",282.51,3911
"1159",1975,"01",1,"30-34",254.02,2845
"1160",1975,"01",1,"35-39",228.3,2149
"1161",1975,"01",1,"40-44",89.3,728
"1162",1975,"01",1,"45-49",6.55,46
"1163",1975,"02",2,"15-19",88.19,5238
"1164",1975,"02",2,"20-24",237.96,11087
"1165",1975,"02",2,"25-29",234.71,8632
"1166",1975,"02",2,"30-34",183.3,5515
"1167",1975,"02",2,"35-39",134.01,3367
"1168",1975,"02",2,"40-44",43.83,937
"1169",1975,"02",2,"45-49",5.42,97
"1170",1975,"03",3,"15-19",110.99,1032
"1171",1975,"03",3,"20-24",267.16,1931
"1172",1975,"03",3,"25-29",250,1427
