"","year","state","CVE_GEO","deaths"
"879",1996,"Puebla",21,24876
"880",1996,"Queretaro",22,5571
"881",1996,"Quintana Roo",23,2431
"882",1996,"San Luis Potosi",24,12282
"883",1996,"Sinaloa",25,12327
"884",1996,"Sonora",26,10367
"885",1996,"State of Mexico",15,48676
"886",1996,"Tabasco",27,7687
"887",1996,"Tamaulipas",28,13307
"888",1996,"Tlaxcala",29,4586
"889",1996,"Veracruz",30,37533
"890",1996,"Yucatan",31,9337
"891",1996,"Zacatecas",32,7654
"892",1997,"Aguascalientes",1,3815
"893",1997,"Baja California",2,9381
"894",1997,"Baja California Sur",3,1724
"895",1997,"Campeche",4,3211
"896",1997,"Chiapas",7,16333
"897",1997,"Chihuahua",8,13540
"898",1997,"Coahuila",5,10447
"899",1997,"Colima",6,2531
"900",1997,"Durango",10,7289
"901",1997,"Guanajuato",11,21687
"902",1997,"Guerrero",12,15666
"903",1997,"Hidalgo",13,11267
"904",1997,"Jalisco",14,30902
"905",1997,"Mexico City",9,45433
"906",1997,"Michoacan",16,21016
"907",1997,"Morelos",17,7547
"908",1997,"National",0,459882
"909",1997,"Nayarit",18,4995
"910",1997,"Nuevo Leon",19,17242
"911",1997,"Oaxaca",20,19157
"912",1997,"Puebla",21,24947
"913",1997,"Queretaro",22,5607
"914",1997,"Quintana Roo",23,2515
"915",1997,"San Luis Potosi",24,12192
"916",1997,"Sinaloa",25,12216
"917",1997,"Sonora",26,10268
"918",1997,"State of Mexico",15,49227
"919",1997,"Tabasco",27,7727
"920",1997,"Tamaulipas",28,13227
"921",1997,"Tlaxcala",29,4558
"922",1997,"Veracruz",30,37424
"923",1997,"Yucatan",31,9269
"924",1997,"Zacatecas",32,7522
"925",1998,"Aguascalientes",1,3816
"926",1998,"Baja California",2,9437
"927",1998,"Baja California Sur",3,1730
"928",1998,"Campeche",4,3223
"929",1998,"Chiapas",7,16552
"930",1998,"Chihuahua",8,13465
"931",1998,"Coahuila",5,10322
"932",1998,"Colima",6,2539
"933",1998,"Durango",10,7174
"934",1998,"Guanajuato",11,21605
"935",1998,"Guerrero",12,15788
"936",1998,"Hidalgo",13,11273
"937",1998,"Jalisco",14,30724
"938",1998,"Mexico City",9,44827
"939",1998,"Michoacan",16,20917
"940",1998,"Morelos",17,7617
"941",1998,"National",0,460080
"942",1998,"Nayarit",18,4956
"943",1998,"Nuevo Leon",19,17178
"944",1998,"Oaxaca",20,19278
"945",1998,"Puebla",21,25113
"946",1998,"Queretaro",22,5683
"947",1998,"Quintana Roo",23,2598
"948",1998,"San Luis Potosi",24,12165
"949",1998,"Sinaloa",25,12148
"950",1998,"Sonora",26,10212
"951",1998,"State of Mexico",15,50021
"952",1998,"Tabasco",27,7779
"953",1998,"Tamaulipas",28,13191
"954",1998,"Tlaxcala",29,4563
"955",1998,"Veracruz",30,37497
"956",1998,"Yucatan",31,9256
"957",1998,"Zacatecas",32,7433
"958",1999,"Aguascalientes",1,3787
"959",1999,"Baja California",2,9360
"960",1999,"Baja California Sur",3,1725
"961",1999,"Campeche",4,3199
"962",1999,"Chiapas",7,16607
"963",1999,"Chihuahua",8,13231
"964",1999,"Coahuila",5,10068
"965",1999,"Colima",6,2526
"966",1999,"Durango",10,6973
"967",1999,"Guanajuato",11,21318
"968",1999,"Guerrero",12,15711
"969",1999,"Hidalgo",13,11158
"970",1999,"Jalisco",14,30208
"971",1999,"Mexico City",9,43832
"972",1999,"Michoacan",16,20606
"973",1999,"Morelos",17,7597
"974",1999,"National",0,455410
"975",1999,"Nayarit",18,4869
"976",1999,"Nuevo Leon",19,16946
"977",1999,"Oaxaca",20,19191
"978",1999,"Puebla",21,24989
"979",1999,"Queretaro",22,5692
"980",1999,"Quintana Roo",23,2652
"981",1999,"San Luis Potosi",24,12015
"982",1999,"Sinaloa",25,11961
"983",1999,"Sonora",26,10029
"984",1999,"State of Mexico",15,50329
"985",1999,"Tabasco",27,7749
"986",1999,"Tamaulipas",28,12986
"987",1999,"Tlaxcala",29,4514
"988",1999,"Veracruz",30,37174
"989",1999,"Yucatan",31,9151
"990",1999,"Zacatecas",32,7257
"991",2000,"Aguascalientes",1,3717
"992",2000,"Baja California",2,9177
"993",2000,"Baja California Sur",3,1698
"994",2000,"Campeche",4,3146
"995",2000,"Chiapas",7,16446
"996",2000,"Chihuahua",8,12896
"997",2000,"Coahuila",5,9773
"998",2000,"Colima",6,2475
"999",2000,"Durango",10,6740
"1000",2000,"Guanajuato",11,20830
"1001",2000,"Guerrero",12,15425
"1002",2000,"Hidalgo",13,10882
"1003",2000,"Jalisco",14,29446
"1004",2000,"Mexico City",9,42630
"1005",2000,"Michoacan",16,20083
"1006",2000,"Morelos",17,7477
"1007",2000,"National",0,445872
"1008",2000,"Nayarit",18,4735
"1009",2000,"Nuevo Leon",19,16571
"1010",2000,"Oaxaca",20,18808
"1011",2000,"Puebla",21,24482
"1012",2000,"Queretaro",22,5635
"1013",2000,"Quintana Roo",23,2673
"1014",2000,"San Luis Potosi",24,11749
"1015",2000,"Sinaloa",25,11663
"1016",2000,"Sonora",26,9782
"1017",2000,"State of Mexico",15,49702
"1018",2000,"Tabasco",27,7608
"1019",2000,"Tamaulipas",28,12676
"1020",2000,"Tlaxcala",29,4420
"1021",2000,"Veracruz",30,36502
"1022",2000,"Yucatan",31,8975
"1023",2000,"Zacatecas",32,7050
"1024",2001,"Aguascalientes",1,3777
"1025",2001,"Baja California",2,9262
"1026",2001,"Baja California Sur",3,1733
"1027",2001,"Campeche",4,3188
"1028",2001,"Chiapas",7,16703
"1029",2001,"Chihuahua",8,12933
"1030",2001,"Coahuila",5,9816
"1031",2001,"Colima",6,2489
"1032",2001,"Durango",10,6755
"1033",2001,"Guanajuato",11,20985
"1034",2001,"Guerrero",12,15509
"1035",2001,"Hidalgo",13,10903
"1036",2001,"Jalisco",14,29616
"1037",2001,"Mexico City",9,42850
"1038",2001,"Michoacan",16,20161
"1039",2001,"Morelos",17,7544
"1040",2001,"National",0,449111
"1041",2001,"Nayarit",18,4745
"1042",2001,"Nuevo Leon",19,16708
"1043",2001,"Oaxaca",20,18876
"1044",2001,"Puebla",21,24603
"1045",2001,"Queretaro",22,5742
"1046",2001,"Quintana Roo",23,2765
"1047",2001,"San Luis Potosi",24,11839
"1048",2001,"Sinaloa",25,11717
"1049",2001,"Sonora",26,9868
"1050",2001,"State of Mexico",15,50139
"1051",2001,"Tabasco",27,7661
"1052",2001,"Tamaulipas",28,12776
"1053",2001,"Tlaxcala",29,4459
"1054",2001,"Veracruz",30,36837
"1055",2001,"Yucatan",31,9076
"1056",2001,"Zacatecas",32,7076
"1057",2002,"Aguascalientes",1,3919
"1058",2002,"Baja California",2,9606
"1059",2002,"Baja California Sur",3,1795
"1060",2002,"Campeche",4,3290
"1061",2002,"Chiapas",7,17274
"1062",2002,"Chihuahua",8,13304
"1063",2002,"Coahuila",5,10097
"1064",2002,"Colima",6,2562
"1065",2002,"Durango",10,6928
"1066",2002,"Guanajuato",11,21606
"1067",2002,"Guerrero",12,15865
"1068",2002,"Hidalgo",13,11161
"1069",2002,"Jalisco",14,30450
"1070",2002,"Mexico City",9,44145
"1071",2002,"Michoacan",16,20650
"1072",2002,"Morelos",17,7773
"1073",2002,"National",0,462211
"1074",2002,"Nayarit",18,4854
"1075",2002,"Nuevo Leon",19,17258
"1076",2002,"Oaxaca",20,19328
"1077",2002,"Puebla",21,25208
"1078",2002,"Queretaro",22,5971
"1079",2002,"Quintana Roo",23,2933
"1080",2002,"San Luis Potosi",24,12164
"1081",2002,"Sinaloa",25,12027
"1082",2002,"Sonora",26,10175
"1083",2002,"State of Mexico",15,51793
"1084",2002,"Tabasco",27,7884
"1085",2002,"Tamaulipas",28,13152
"1086",2002,"Tlaxcala",29,4602
"1087",2002,"Veracruz",30,37856
"1088",2002,"Yucatan",31,9347
"1089",2002,"Zacatecas",32,7234
"1090",2003,"Aguascalientes",1,4092
"1091",2003,"Baja California",2,10008
"1092",2003,"Baja California Sur",3,1875
"1093",2003,"Campeche",4,3391
"1094",2003,"Chiapas",7,17750
"1095",2003,"Chihuahua",8,13740
"1096",2003,"Coahuila",5,10463
"1097",2003,"Colima",6,2641
"1098",2003,"Durango",10,7118
"1099",2003,"Guanajuato",11,22269
"1100",2003,"Guerrero",12,16209
"1101",2003,"Hidalgo",13,11457
