"","year","state","CVE_GEO","population"
"727",1992,"Aguascalientes",1,782853
"728",1992,"Baja California",2,1841517
"729",1992,"Baja California Sur",3,342886
"730",1992,"Campeche",4,583631
"731",1992,"Chiapas",7,3428656
"732",1992,"Chihuahua",8,2614357
"733",1992,"Coahuila",5,2082852
"734",1992,"Colima",6,457274
"735",1992,"Durango",10,1414835
"736",1992,"Guanajuato",11,4221107
"737",1992,"Guerrero",12,2799255
"738",1992,"Hidalgo",13,2012819
"739",1992,"Jalisco",14,5679226
"740",1992,"Mexico City",9,8459793
"741",1992,"Michoacan",16,3769578
"742",1992,"Morelos",17,1300833
"743",1992,"National",0,86534334
"744",1992,"Nayarit",18,867516
"745",1992,"Nuevo Leon",19,3301541
"746",1992,"Oaxaca",20,3190529
"747",1992,"Puebla",21,4423565
"748",1992,"Queretaro",22,1144581
"749",1992,"Quintana Roo",23,572477
"750",1992,"San Luis Potosi",24,2121640
"751",1992,"Sinaloa",25,2321727
"752",1992,"Sonora",26,1947740
"753",1992,"State of Mexico",15,10684398
"754",1992,"Tabasco",27,1621056
"755",1992,"Tamaulipas",28,2387812
"756",1992,"Tlaxcala",29,822867
"757",1992,"Veracruz",30,6544703
"758",1992,"Yucatan",31,1460695
"759",1992,"Zacatecas",32,1330015
"760",1993,"Aguascalientes",1,805811
"761",1993,"Baja California",2,1914362
"762",1993,"Baja California Sur",3,352175
"763",1993,"Campeche",4,600500
"764",1993,"Chiapas",7,3486115
"765",1993,"Chihuahua",8,2670600
"766",1993,"Coahuila",5,2113715
"767",1993,"Colima",6,466979
"768",1993,"Durango",10,1426815
"769",1993,"Guanajuato",11,4285770
"770",1993,"Guerrero",12,2842686
"771",1993,"Hidalgo",13,2048305
"772",1993,"Jalisco",14,5783926
"773",1993,"Mexico City",9,8498926
"774",1993,"Michoacan",16,3817415
"775",1993,"Morelos",17,1341247
"776",1993,"National",0,88086961
"777",1993,"Nayarit",18,878493
"778",1993,"Nuevo Leon",19,3376197
"779",1993,"Oaxaca",20,3219036
"780",1993,"Puebla",21,4502057
"781",1993,"Queretaro",22,1175856
"782",1993,"Quintana Roo",23,606908
"783",1993,"San Luis Potosi",24,2151985
"784",1993,"Sinaloa",25,2357408
"785",1993,"Sonora",26,1990680
"786",1993,"State of Mexico",15,10983677
"787",1993,"Tabasco",27,1660597
"788",1993,"Tamaulipas",28,2432483
"789",1993,"Tlaxcala",29,842500
"790",1993,"Veracruz",30,6624507
"791",1993,"Yucatan",31,1490801
"792",1993,"Zacatecas",32,1338429
"793",1994,"Aguascalientes",1,828790
"794",1994,"Baja California",2,1987944
"795",1994,"Baja California Sur",3,361449
"796",1994,"Campeche",4,617379
"797",1994,"Chiapas",7,3541947
"798",1994,"Chihuahua",8,2726197
"799",1994,"Coahuila",5,2143658
"800",1994,"Colima",6,476597
"801",1994,"Durango",10,1437957
"802",1994,"Guanajuato",11,4348607
"803",1994,"Guerrero",12,2884716
"804",1994,"Hidalgo",13,2083067
"805",1994,"Jalisco",14,5887039
"806",1994,"Mexico City",9,8531902
"807",1994,"Michoacan",16,3863408
"808",1994,"Morelos",17,1381779
"809",1994,"National",0,89611444
"810",1994,"Nayarit",18,889055
"811",1994,"Nuevo Leon",19,3450361
"812",1994,"Oaxaca",20,3245361
"813",1994,"Puebla",21,4578828
"814",1994,"Queretaro",22,1207110
"815",1994,"Quintana Roo",23,641932
"816",1994,"San Luis Potosi",24,2181348
"817",1994,"Sinaloa",25,2392148
"818",1994,"Sonora",26,2033170
"819",1994,"State of Mexico",15,11283802
"820",1994,"Tabasco",27,1699996
"821",1994,"Tamaulipas",28,2476418
"822",1994,"Tlaxcala",29,862000
"823",1994,"Veracruz",30,6700993
"824",1994,"Yucatan",31,1520523
"825",1994,"Zacatecas",32,1345963
"826",1995,"Aguascalientes",1,851788
"827",1995,"Baja California",2,2062208
"828",1995,"Baja California Sur",3,370742
"829",1995,"Campeche",4,634289
"830",1995,"Chiapas",7,3596299
"831",1995,"Chihuahua",8,2781178
"832",1995,"Coahuila",5,2172842
"833",1995,"Colima",6,486132
"834",1995,"Durango",10,1448304
"835",1995,"Guanajuato",11,4409866
"836",1995,"Guerrero",12,2925459
"837",1995,"Hidalgo",13,2117175
"838",1995,"Jalisco",14,5988740
"839",1995,"Mexico City",9,8558816
"840",1995,"Michoacan",16,3907762
"841",1995,"Morelos",17,1422504
"842",1995,"National",0,91110592
"843",1995,"Nayarit",18,899241
"844",1995,"Nuevo Leon",19,3524162
"845",1995,"Oaxaca",20,3269664
"846",1995,"Puebla",21,4654033
"847",1995,"Queretaro",22,1238408
"848",1995,"Quintana Roo",23,677481
"849",1995,"San Luis Potosi",24,2209736
"850",1995,"Sinaloa",25,2426052
"851",1995,"Sonora",26,2075312
"852",1995,"State of Mexico",15,11585058
"853",1995,"Tabasco",27,1739274
"854",1995,"Tamaulipas",28,2519708
"855",1995,"Tlaxcala",29,881387
"856",1995,"Veracruz",30,6774290
"857",1995,"Yucatan",31,1549904
"858",1995,"Zacatecas",32,1352778
"859",1996,"Aguascalientes",1,874751
"860",1996,"Baja California",2,2136892
"861",1996,"Baja California Sur",3,380006
"862",1996,"Campeche",4,651141
"863",1996,"Chiapas",7,3648791
"864",1996,"Chihuahua",8,2835202
"865",1996,"Coahuila",5,2200976
"866",1996,"Colima",6,495582
"867",1996,"Durango",10,1457676
"868",1996,"Guanajuato",11,4469014
"869",1996,"Guerrero",12,2964614
"870",1996,"Hidalgo",13,2150328
"871",1996,"Jalisco",14,6088332
"872",1996,"Mexico City",9,8578889
"873",1996,"Michoacan",16,3950046
"874",1996,"Morelos",17,1463199
"875",1996,"National",0,92573819
"876",1996,"Nayarit",18,908933
"877",1996,"Nuevo Leon",19,3597069
"878",1996,"Oaxaca",20,3291606
"879",1996,"Puebla",21,4727105
"880",1996,"Queretaro",22,1269596
"881",1996,"Quintana Roo",23,713495
"882",1996,"San Luis Potosi",24,2236927
"883",1996,"Sinaloa",25,2458858
"884",1996,"Sonora",26,2116752
"885",1996,"State of Mexico",15,11886009
"886",1996,"Tabasco",27,1778240
"887",1996,"Tamaulipas",28,2561968
"888",1996,"Tlaxcala",29,900586
"889",1996,"Veracruz",30,6843821
"890",1996,"Yucatan",31,1578745
"891",1996,"Zacatecas",32,1358670
"892",1997,"Aguascalientes",1,894419
"893",1997,"Baja California",2,2216623
"894",1997,"Baja California Sur",3,391604
"895",1997,"Campeche",4,663087
"896",1997,"Chiapas",7,3723153
"897",1997,"Chihuahua",8,2891700
"898",1997,"Coahuila",5,2230794
"899",1997,"Colima",6,506899
"900",1997,"Durango",10,1460475
"901",1997,"Guanajuato",11,4529715
"902",1997,"Guerrero",12,3004475
"903",1997,"Hidalgo",13,2180554
"904",1997,"Jalisco",14,6163647
"905",1997,"Mexico City",9,8597556
"906",1997,"Michoacan",16,3974592
"907",1997,"Morelos",17,1488549
"908",1997,"National",0,94012406
"909",1997,"Nayarit",18,914790
"910",1997,"Nuevo Leon",19,3660495
"911",1997,"Oaxaca",20,3342648
"912",1997,"Puebla",21,4830676
"913",1997,"Queretaro",22,1306446
"914",1997,"Quintana Roo",23,755251
"915",1997,"San Luis Potosi",24,2260535
"916",1997,"Sinaloa",25,2484503
"917",1997,"Sonora",26,2146607
"918",1997,"State of Mexico",15,12196729
"919",1997,"Tabasco",27,1812660
"920",1997,"Tamaulipas",28,2615473
"921",1997,"Tlaxcala",29,919653
"922",1997,"Veracruz",30,6882510
"923",1997,"Yucatan",31,1603511
"924",1997,"Zacatecas",32,1362077
"925",1998,"Aguascalientes",1,913977
"926",1998,"Baja California",2,2296911
"927",1998,"Baja California Sur",3,403246
"928",1998,"Campeche",4,674902
"929",1998,"Chiapas",7,3796880
"930",1998,"Chihuahua",8,2947654
"931",1998,"Coahuila",5,2259682
"932",1998,"Colima",6,518219
"933",1998,"Durango",10,1462350
"934",1998,"Guanajuato",11,4588809
"935",1998,"Guerrero",12,3043132
"936",1998,"Hidalgo",13,2210197
"937",1998,"Jalisco",14,6236660
"938",1998,"Mexico City",9,8610037
"939",1998,"Michoacan",16,3997104
"940",1998,"Morelos",17,1513643
"941",1998,"National",0,95425199
"942",1998,"Nayarit",18,920174
"943",1998,"Nuevo Leon",19,3723105
"944",1998,"Oaxaca",20,3392826
"945",1998,"Puebla",21,4933788
"946",1998,"Queretaro",22,1343464
"947",1998,"Quintana Roo",23,797615
"948",1998,"San Luis Potosi",24,2283229
"949",1998,"Sinaloa",25,2509073
"950",1998,"Sonora",26,2175639
"951",1998,"State of Mexico",15,12508854
"952",1998,"Tabasco",27,1846925
"953",1998,"Tamaulipas",28,2668431
"954",1998,"Tlaxcala",29,938559
"955",1998,"Veracruz",30,6917652
"956",1998,"Yucatan",31,1627790
"957",1998,"Zacatecas",32,1364672
"958",1999,"Aguascalientes",1,933349
"959",1999,"Baja California",2,2377592
"960",1999,"Baja California Sur",3,414896
"961",1999,"Campeche",4,686537
"962",1999,"Chiapas",7,3869496
"963",1999,"Chihuahua",8,3002868
"964",1999,"Coahuila",5,2287517
"965",1999,"Colima",6,529539
"966",1999,"Durango",10,1463139
"967",1999,"Guanajuato",11,4645779
"968",1999,"Guerrero",12,3080190
"969",1999,"Hidalgo",13,2239086
"970",1999,"Jalisco",14,6306841
"971",1999,"Mexico City",9,8616615
"972",1999,"Michoacan",16,4017124
"973",1999,"Morelos",17,1538390
"974",1999,"National",0,96805382
"975",1999,"Nayarit",18,925051
"976",1999,"Nuevo Leon",19,3784772
"977",1999,"Oaxaca",20,3441680
"978",1999,"Puebla",21,5035793
"979",1999,"Queretaro",22,1380520
"980",1999,"Quintana Roo",23,840513
"981",1999,"San Luis Potosi",24,2304776
"982",1999,"Sinaloa",25,2532455
"983",1999,"Sonora",26,2203838
"984",1999,"State of Mexico",15,12821655
"985",1999,"Tabasco",27,1880853
"986",1999,"Tamaulipas",28,2720690
"987",1999,"Tlaxcala",29,957256
"988",1999,"Veracruz",30,6948867
"989",1999,"Yucatan",31,1651404
"990",1999,"Zacatecas",32,1366301
"991",2000,"Aguascalientes",1,952583
"992",2000,"Baja California",2,2458559
"993",2000,"Baja California Sur",3,426573
"994",2000,"Campeche",4,697960
"995",2000,"Chiapas",7,3941395
"996",2000,"Chihuahua",8,3057325
"997",2000,"Coahuila",5,2314295
"998",2000,"Colima",6,540850
"999",2000,"Durango",10,1462982
"1000",2000,"Guanajuato",11,4701030
"1001",2000,"Guerrero",12,3116018
"1002",2000,"Hidalgo",13,2267428
"1003",2000,"Jalisco",14,6374520
"1004",2000,"Mexico City",9,8616773
"1005",2000,"Michoacan",16,4035153
"1006",2000,"Morelos",17,1562835
"1007",2000,"National",0,98156442
"1008",2000,"Nayarit",18,929461
"1009",2000,"Nuevo Leon",19,3845327
"1010",2000,"Oaxaca",20,3489684
"1011",2000,"Puebla",21,5137141
"1012",2000,"Queretaro",22,1417648
"1013",2000,"Quintana Roo",23,883880
"1014",2000,"San Luis Potosi",24,2325412
"1015",2000,"Sinaloa",25,2554713
"1016",2000,"Sonora",26,2231118
"1017",2000,"State of Mexico",15,13135036
"1018",2000,"Tabasco",27,1914531
"1019",2000,"Tamaulipas",28,2772174
"1020",2000,"Tlaxcala",29,975779
"1021",2000,"Veracruz",30,6976685
"1022",2000,"Yucatan",31,1674435
"1023",2000,"Zacatecas",32,1367139
"1024",2001,"Aguascalientes",1,975321
"1025",2001,"Baja California",2,2528681
"1026",2001,"Baja California Sur",3,441949
"1027",2001,"Campeche",4,710651
"1028",2001,"Chiapas",7,4016247
"1029",2001,"Chihuahua",8,3099129
"1030",2001,"Coahuila",5,2355571
"1031",2001,"Colima",6,547400
"1032",2001,"Durango",10,1477765
"1033",2001,"Guanajuato",11,4755186
"1034",2001,"Guerrero",12,3130958
"1035",2001,"Hidalgo",13,2291202
"1036",2001,"Jalisco",14,6464748
"1037",2001,"Mexico City",9,8665110
"1038",2001,"Michoacan",16,4043235
"1039",2001,"Morelos",17,1576909
"1040",2001,"National",0,99410672
"1041",2001,"Nayarit",18,937332
"1042",2001,"Nuevo Leon",19,3920854
"1043",2001,"Oaxaca",20,3509538
"1044",2001,"Puebla",21,5202605
"1045",2001,"Queretaro",22,1452445
"1046",2001,"Quintana Roo",23,923859
"1047",2001,"San Luis Potosi",24,2350795
"1048",2001,"Sinaloa",25,2573445
"1049",2001,"Sonora",26,2267911
"1050",2001,"State of Mexico",15,13323465
"1051",2001,"Tabasco",27,1935565
"1052",2001,"Tamaulipas",28,2825012
"1053",2001,"Tlaxcala",29,995523
"1054",2001,"Veracruz",30,7032878
"1055",2001,"Yucatan",31,1705363
"1056",2001,"Zacatecas",32,1374020
"1057",2002,"Aguascalientes",1,999609
"1058",2002,"Baja California",2,2603014
"1059",2002,"Baja California Sur",3,458126
"1060",2002,"Campeche",4,724411
"1061",2002,"Chiapas",7,4096967
"1062",2002,"Chihuahua",8,3144895
"1063",2002,"Coahuila",5,2400100
"1064",2002,"Colima",6,554715
"1065",2002,"Durango",10,1494398
"1066",2002,"Guanajuato",11,4815592
"1067",2002,"Guerrero",12,3149504
"1068",2002,"Hidalgo",13,2317937
"1069",2002,"Jalisco",14,6563547
"1070",2002,"Mexico City",9,8723089
"1071",2002,"Michoacan",16,4055885
"1072",2002,"Morelos",17,1592959
"1073",2002,"National",0,100796507
"1074",2002,"Nayarit",18,946342
"1075",2002,"Nuevo Leon",19,4001963
"1076",2002,"Oaxaca",20,3533511
"1077",2002,"Puebla",21,5274809
"1078",2002,"Queretaro",22,1489730
"1079",2002,"Quintana Roo",23,965860
"1080",2002,"San Luis Potosi",24,2379140
"1081",2002,"Sinaloa",25,2595471
"1082",2002,"Sonora",26,2307796
"1083",2002,"State of Mexico",15,13530266
"1084",2002,"Tabasco",27,1959319
"1085",2002,"Tamaulipas",28,2881957
"1086",2002,"Tlaxcala",29,1016747
"1087",2002,"Veracruz",30,7097590
"1088",2002,"Yucatan",31,1738774
"1089",2002,"Zacatecas",32,1382484
"1090",2003,"Aguascalientes",1,1024187
"1091",2003,"Baja California",2,2678343
"1092",2003,"Baja California Sur",3,474562
"1093",2003,"Campeche",4,738377
"1094",2003,"Chiapas",7,4178392
"1095",2003,"Chihuahua",8,3190745
"1096",2003,"Coahuila",5,2444923
"1097",2003,"Colima",6,562036
"1098",2003,"Durango",10,1511005
"1099",2003,"Guanajuato",11,4876159
"1100",2003,"Guerrero",12,3167795
"1101",2003,"Hidalgo",13,2344752
"1102",2003,"Jalisco",14,6662706
"1103",2003,"Mexico City",9,8779904
"1104",2003,"Michoacan",16,4067955
"1105",2003,"Morelos",17,1608975
"1106",2003,"National",0,102188066
"1107",2003,"Nayarit",18,955302
"1108",2003,"Nuevo Leon",19,4083677
"1109",2003,"Oaxaca",20,3557268
"1110",2003,"Puebla",21,5347110
"1111",2003,"Queretaro",22,1527639
"1112",2003,"Quintana Roo",23,1008744
"1113",2003,"San Luis Potosi",24,2407585
"1114",2003,"Sinaloa",25,2617495
"1115",2003,"Sonora",26,2347968
"1116",2003,"State of Mexico",15,13738250
"1117",2003,"Tabasco",27,1983290
"1118",2003,"Tamaulipas",28,2939400
"1119",2003,"Tlaxcala",29,1038218
"1120",2003,"Veracruz",30,7162027
"1121",2003,"Yucatan",31,1772468
"1122",2003,"Zacatecas",32,1390809
"1123",2004,"Aguascalientes",1,1049136
"1124",2004,"Baja California",2,2754781
"1125",2004,"Baja California Sur",3,491301
"1126",2004,"Campeche",4,752579
"1127",2004,"Chiapas",7,4260661
"1128",2004,"Chihuahua",8,3236800
"1129",2004,"Coahuila",5,2490157
"1130",2004,"Colima",6,569400
"1131",2004,"Durango",10,1527622
"1132",2004,"Guanajuato",11,4937187
"1133",2004,"Guerrero",12,3185898
"1134",2004,"Hidalgo",13,2371835
"1135",2004,"Jalisco",14,6762484
"1136",2004,"Mexico City",9,8835750
"1137",2004,"Michoacan",16,4079615
"1138",2004,"Morelos",17,1625072
"1139",2004,"National",0,103589484
"1140",2004,"Nayarit",18,964238
"1141",2004,"Nuevo Leon",19,4166124
"1142",2004,"Oaxaca",20,3580895
"1143",2004,"Puebla",21,5419804
"1144",2004,"Queretaro",22,1566258
"1145",2004,"Quintana Roo",23,1052561
"1146",2004,"San Luis Potosi",24,2436194
"1147",2004,"Sinaloa",25,2639554
"1148",2004,"Sonora",26,2388471
"1149",2004,"State of Mexico",15,13947995
"1150",2004,"Tabasco",27,2007515
"1151",2004,"Tamaulipas",28,2997452
"1152",2004,"Tlaxcala",29,1059947
"1153",2004,"Veracruz",30,7226590
"1154",2004,"Yucatan",31,1806567
"1155",2004,"Zacatecas",32,1399041
"1156",2005,"Aguascalientes",1,1073883
"1157",2005,"Baja California",2,2830938
"1158",2005,"Baja California Sur",3,508034
"1159",2005,"Campeche",4,766586
"1160",2005,"Chiapas",7,4341519
"1161",2005,"Chihuahua",8,3281538
"1162",2005,"Coahuila",5,2534641
"1163",2005,"Colima",6,576556
"1164",2005,"Durango",10,1543560
"1165",2005,"Guanajuato",11,4996174
"1166",2005,"Guerrero",12,3202346
"1167",2005,"Hidalgo",13,2398009
"1168",2005,"Jalisco",14,6859707
"1169",2005,"Mexico City",9,8887333
"1170",2005,"Michoacan",16,4088959
"1171",2005,"Morelos",17,1640511
"1172",2005,"National",0,104951968
"1173",2005,"Nayarit",18,972738
"1174",2005,"Nuevo Leon",19,4247394
"1175",2005,"Oaxaca",20,3602793
"1176",2005,"Puebla",21,5490201
"1177",2005,"Queretaro",22,1604740
"1178",2005,"Quintana Roo",23,1096657
"1179",2005,"San Luis Potosi",24,2463851
"1180",2005,"Sinaloa",25,2660502
"1181",2005,"Sonora",26,2428282
"1182",2005,"State of Mexico",15,14152498
"1183",2005,"Tabasco",27,2030991
"1184",2005,"Tamaulipas",28,3054787
"1185",2005,"Tlaxcala",29,1081432
"1186",2005,"Veracruz",30,7288106
"1187",2005,"Yucatan",31,1840175
"1188",2005,"Zacatecas",32,1406527
"1189",2006,"Aguascalientes",1,1099618
"1190",2006,"Baja California",2,2909809
"1191",2006,"Baja California Sur",3,525338
"1192",2006,"Campeche",4,781270
"1193",2006,"Chiapas",7,4425857
"1194",2006,"Chihuahua",8,3328351
"1195",2006,"Coahuila",5,2580926
"1196",2006,"Colima",6,584078
"1197",2006,"Durango",10,1560401
"1198",2006,"Guanajuato",11,5058487
"1199",2006,"Guerrero",12,3220480
"1200",2006,"Hidalgo",13,2425748
"1201",2006,"Jalisco",14,6961383
"1202",2006,"Mexico City",9,8942569
"1203",2006,"Michoacan",16,4100260
"1204",2006,"Morelos",17,1656910
"1205",2006,"National",0,106383395
"1206",2006,"Nayarit",18,981754
"1207",2006,"Nuevo Leon",19,4331735
"1208",2006,"Oaxaca",20,3626598
"1209",2006,"Puebla",21,5564049
"1210",2006,"Queretaro",22,1644857
"1211",2006,"Quintana Roo",23,1142339
"1212",2006,"San Luis Potosi",24,2493093
"1213",2006,"Sinaloa",25,2683052
"1214",2006,"Sonora",26,2469806
"1215",2006,"State of Mexico",15,14366887
"1216",2006,"Tabasco",27,2055975
"1217",2006,"Tamaulipas",28,3114388
"1218",2006,"Tlaxcala",29,1103817
"1219",2006,"Veracruz",30,7353736
"1220",2006,"Yucatan",31,1875138
"1221",2006,"Zacatecas",32,1414686
"1222",2007,"Aguascalientes",1,1120283
"1223",2007,"Baja California",2,2969369
"1224",2007,"Baja California Sur",3,550163
"1225",2007,"Campeche",4,791831
"1226",2007,"Chiapas",7,4518708
"1227",2007,"Chihuahua",8,3354748
"1228",2007,"Coahuila",5,2624284
"1229",2007,"Colima",6,599535
"1230",2007,"Durango",10,1580004
"1231",2007,"Guanajuato",11,5163426
"1232",2007,"Guerrero",12,3264971
"1233",2007,"Hidalgo",13,2483191
"1234",2007,"Jalisco",14,7066764
"1235",2007,"Mexico City",9,8940912
"1236",2007,"Michoacan",16,4163468
"1237",2007,"Morelos",17,1686723
"1238",2007,"National",0,107923967
"1239",2007,"Nayarit",18,1006383
"1240",2007,"Nuevo Leon",19,4411440
"1241",2007,"Oaxaca",20,3672720
"1242",2007,"Puebla",21,5625385
"1243",2007,"Queretaro",22,1687103
"1244",2007,"Quintana Roo",23,1184153
"1245",2007,"San Luis Potosi",24,2518943
"1246",2007,"Sinaloa",25,2706818
"1247",2007,"Sonora",26,2516469
"1248",2007,"State of Mexico",15,14578117
"1249",2007,"Tabasco",27,2098896
"1250",2007,"Tamaulipas",28,3155338
"1251",2007,"Tlaxcala",29,1120734
"1252",2007,"Veracruz",30,7432831
"1253",2007,"Yucatan",31,1895953
"1254",2007,"Zacatecas",32,1434304
"1255",2008,"Aguascalientes",1,1142153
"1256",2008,"Baja California",2,3032395
"1257",2008,"Baja California Sur",3,575968
"1258",2008,"Campeche",4,803154
"1259",2008,"Chiapas",7,4616485
"1260",2008,"Chihuahua",8,3383348
"1261",2008,"Coahuila",5,2670170
"1262",2008,"Colima",6,615722
"1263",2008,"Durango",10,1600996
"1264",2008,"Guanajuato",11,5274092
"1265",2008,"Guerrero",12,3312421
"1266",2008,"Hidalgo",13,2543465
"1267",2008,"Jalisco",14,7178493
"1268",2008,"Mexico City",9,8942485
"1269",2008,"Michoacan",16,4230517
"1270",2008,"Morelos",17,1718205
"1271",2008,"National",0,109562333
"1272",2008,"Nayarit",18,1032101
"1273",2008,"Nuevo Leon",19,4495654
"1274",2008,"Oaxaca",20,3722033
"1275",2008,"Puebla",21,5691445
"1276",2008,"Queretaro",22,1731612
"1277",2008,"Quintana Roo",23,1227836
"1278",2008,"San Luis Potosi",24,2546864
"1279",2008,"Sinaloa",25,2732607
"1280",2008,"Sonora",26,2565685
"1281",2008,"State of Mexico",15,14803168
"1282",2008,"Tabasco",27,2144255
"1283",2008,"Tamaulipas",28,3198942
"1284",2008,"Tlaxcala",29,1138762
"1285",2008,"Veracruz",30,7517864
"1286",2008,"Yucatan",31,1918346
"1287",2008,"Zacatecas",32,1455090
"1288",2009,"Aguascalientes",1,1164682
"1289",2009,"Baja California",2,3097359
"1290",2009,"Baja California Sur",3,602505
"1291",2009,"Campeche",4,814839
"1292",2009,"Chiapas",7,4717053
"1293",2009,"Chihuahua",8,3412520
"1294",2009,"Coahuila",5,2717261
"1295",2009,"Colima",6,632381
"1296",2009,"Durango",10,1622520
"1297",2009,"Guanajuato",11,5388002
"1298",2009,"Guerrero",12,3361245
"1299",2009,"Hidalgo",13,2605433
"1300",2009,"Jalisco",14,7293177
"1301",2009,"Mexico City",9,8942734
"1302",2009,"Michoacan",16,4299464
"1303",2009,"Morelos",17,1750624
"1304",2009,"National",0,111245216
"1305",2009,"Nayarit",18,1058446
"1306",2009,"Nuevo Leon",19,4582130
"1307",2009,"Oaxaca",20,3772713
"1308",2009,"Puebla",21,5759437
"1309",2009,"Queretaro",22,1777517
"1310",2009,"Quintana Roo",23,1272843
"1311",2009,"San Luis Potosi",24,2575646
"1312",2009,"Sinaloa",25,2759059
"1313",2009,"Sonora",26,2616182
"1314",2009,"State of Mexico",15,15034546
"1315",2009,"Tabasco",27,2191009
"1316",2009,"Tamaulipas",28,3243609
"1317",2009,"Tlaxcala",29,1157354
"1318",2009,"Veracruz",30,7605144
"1319",2009,"Yucatan",31,1941390
"1320",2009,"Zacatecas",32,1476392
"1321",2010,"Aguascalientes",1,1187549
"1322",2010,"Baja California",2,3163386
"1323",2010,"Baja California Sur",3,629630
"1324",2010,"Campeche",4,826659
"1325",2010,"Chiapas",7,4819000
"1326",2010,"Chihuahua",8,3441209
"1327",2010,"Coahuila",5,2764843
"1328",2010,"Colima",6,649295
"1329",2010,"Durango",10,1644169
"1330",2010,"Guanajuato",11,5503686
"1331",2010,"Guerrero",12,3410424
"1332",2010,"Hidalgo",13,2668364
"1333",2010,"Jalisco",14,7408820
"1334",2010,"Mexico City",9,8939412
"1335",2010,"Michoacan",16,4369051
"1336",2010,"Morelos",17,1783439
"1337",2010,"National",0,112942136
"1338",2010,"Nayarit",18,1085119
"1339",2010,"Nuevo Leon",19,4669666
"1340",2010,"Oaxaca",20,3823642
"1341",2010,"Puebla",21,5827654
"1342",2010,"Queretaro",22,1824388
"1343",2010,"Quintana Roo",23,1318805
"1344",2010,"San Luis Potosi",24,2604555
"1345",2010,"Sinaloa",25,2785412
"1346",2010,"Sonora",26,2667301
"1347",2010,"State of Mexico",15,15268489
"1348",2010,"Tabasco",27,2238559
"1349",2010,"Tamaulipas",28,3288434
"1350",2010,"Tlaxcala",29,1176142
"1351",2010,"Veracruz",30,7692744
"1352",2010,"Yucatan",31,1964523
"1353",2010,"Zacatecas",32,1497767
"1354",2011,"Aguascalientes",1,1209353
"1355",2011,"Baja California",2,3203820
"1356",2011,"Baja California Sur",3,642635
"1357",2011,"Campeche",4,841116
"1358",2011,"Chiapas",7,4896706
"1359",2011,"Chihuahua",8,3482460
"1360",2011,"Coahuila",5,2807298
"1361",2011,"Colima",6,661016
"1362",2011,"Durango",10,1668931
"1363",2011,"Guanajuato",11,5582078
"1364",2011,"Guerrero",12,3449233
"1365",2011,"Hidalgo",13,2709348
"1366",2011,"Jalisco",14,7514787
"1367",2011,"Mexico City",9,9024221
"1368",2011,"Michoacan",16,4426748
"1369",2011,"Morelos",17,1810631
"1370",2011,"National",0,114551762
"1371",2011,"Nayarit",18,1103642
"1372",2011,"Nuevo Leon",19,4755508
"1373",2011,"Oaxaca",20,3869377
"1374",2011,"Puebla",21,5910369
"1375",2011,"Queretaro",22,1860227
"1376",2011,"Quintana Roo",23,1346941
"1377",2011,"San Luis Potosi",24,2637547
"1378",2011,"Sinaloa",25,2827877
"1379",2011,"Sonora",26,2707555
"1380",2011,"State of Mexico",15,15487319
"1381",2011,"Tabasco",27,2271839
"1382",2011,"Tamaulipas",28,3332074
"1383",2011,"Tlaxcala",29,1195492
"1384",2011,"Veracruz",30,7802516
"1385",2011,"Yucatan",31,1994767
"1386",2011,"Zacatecas",32,1518331
"1387",2012,"Aguascalientes",1,1237394
"1388",2012,"Baja California",2,3241289
"1389",2012,"Baja California Sur",3,660095
"1390",2012,"Campeche",4,858663
"1391",2012,"Chiapas",7,4993059
"1392",2012,"Chihuahua",8,3516536
"1393",2012,"Coahuila",5,2853217
"1394",2012,"Colima",6,675122
"1395",2012,"Durango",10,1695843
"1396",2012,"Guanajuato",11,5665220
"1397",2012,"Guerrero",12,3481609
"1398",2012,"Hidalgo",13,2754006
"1399",2012,"Jalisco",14,7622895
"1400",2012,"Mexico City",9,9044632
"1401",2012,"Michoacan",16,4480873
"1402",2012,"Morelos",17,1838938
"1403",2012,"National",0,116179714
"1404",2012,"Nayarit",18,1125263
"1405",2012,"Nuevo Leon",19,4859514
"1406",2012,"Oaxaca",20,3907434
"1407",2012,"Puebla",21,5997404
"1408",2012,"Queretaro",22,1907780
"1409",2012,"Quintana Roo",23,1386853
"1410",2012,"San Luis Potosi",24,2667215
"1411",2012,"Sinaloa",25,2872503
"1412",2012,"Sonora",26,2749802
"1413",2012,"State of Mexico",15,15714053
"1414",2012,"Tabasco",27,2308244
"1415",2012,"Tamaulipas",28,3372071
"1416",2012,"Tlaxcala",29,1218514
"1417",2012,"Veracruz",30,7908375
"1418",2012,"Yucatan",31,2026645
"1419",2012,"Zacatecas",32,1538653
"1420",2013,"Aguascalientes",1,1264423
"1421",2013,"Baja California",2,3275373
"1422",2013,"Baja California Sur",3,677079
"1423",2013,"Campeche",4,875365
"1424",2013,"Chiapas",7,5084410
"1425",2013,"Chihuahua",8,3546554
"1426",2013,"Coahuila",5,2896180
"1427",2013,"Colima",6,688554
"1428",2013,"Durango",10,1720931
"1429",2013,"Guanajuato",11,5742647
"1430",2013,"Guerrero",12,3510129
"1431",2013,"Hidalgo",13,2796084
"1432",2013,"Jalisco",14,7722821
"1433",2013,"Mexico City",9,9053465
