"","year","state","CVE_GEO","population"
"1434",2013,"Michoacan",16,4529826
"1435",2013,"Morelos",17,1865477
"1436",2013,"National",0,117688241
"1437",2013,"Nayarit",18,1145683
"1438",2013,"Nuevo Leon",19,4959023
"1439",2013,"Oaxaca",20,3941098
"1440",2013,"Puebla",21,6078319
"1441",2013,"Queretaro",22,1953882
"1442",2013,"Quintana Roo",23,1425874
"1443",2013,"San Luis Potosi",24,2694098
"1444",2013,"Sinaloa",25,2914220
"1445",2013,"Sonora",26,2789178
"1446",2013,"State of Mexico",15,15926638
"1447",2013,"Tabasco",27,2342380
"1448",2013,"Tamaulipas",28,3408346
"1449",2013,"Tlaxcala",29,1240518
"1450",2013,"Veracruz",30,8005995
"1451",2013,"Yucatan",31,2056411
"1452",2013,"Zacatecas",32,1557260
"1453",2014,"Aguascalientes",1,1291870
"1454",2014,"Baja California",2,3310052
"1455",2014,"Baja California Sur",3,694388
"1456",2014,"Campeche",4,892356
"1457",2014,"Chiapas",7,5176463
"1458",2014,"Chihuahua",8,3576746
"1459",2014,"Coahuila",5,2939561
"1460",2014,"Colima",6,702149
"1461",2014,"Durango",10,1746189
"1462",2014,"Guanajuato",11,5820986
"1463",2014,"Guerrero",12,3538829
"1464",2014,"Hidalgo",13,2838805
"1465",2014,"Jalisco",14,7823602
"1466",2014,"Mexico City",9,9062102
"1467",2014,"Michoacan",16,4578780
"1468",2014,"Morelos",17,1892420
"1469",2014,"National",0,119216240
"1470",2014,"Nayarit",18,1166262
"1471",2014,"Nuevo Leon",19,5060003
"1472",2014,"Oaxaca",20,3974883
"1473",2014,"Puebla",21,6160164
"1474",2014,"Queretaro",22,2000806
"1475",2014,"Quintana Roo",23,1465779
"1476",2014,"San Luis Potosi",24,2721284
"1477",2014,"Sinaloa",25,2956448
"1478",2014,"Sonora",26,2828978
"1479",2014,"State of Mexico",15,16144205
"1480",2014,"Tabasco",27,2377082
"1481",2014,"Tamaulipas",28,3444924
"1482",2014,"Tlaxcala",29,1262926
"1483",2014,"Veracruz",30,8104670
"1484",2014,"Yucatan",31,2086541
"1485",2014,"Zacatecas",32,1575987
"1486",2015,"Aguascalientes",1,1318573
"1487",2015,"Baja California",2,3342278
"1488",2015,"Baja California Sur",3,711349
"1489",2015,"Campeche",4,908727
"1490",2015,"Chiapas",7,5264681
"1491",2015,"Chihuahua",8,3603842
"1492",2015,"Coahuila",5,2980637
"1493",2015,"Colima",6,715235
"1494",2015,"Durango",10,1770030
"1495",2015,"Guanajuato",11,5894865
"1496",2015,"Guerrero",12,3564581
"1497",2015,"Hidalgo",13,2879573
"1498",2015,"Jalisco",14,7917951
"1499",2015,"Mexico City",9,9061836
"1500",2015,"Michoacan",16,4623608
"1501",2015,"Morelos",17,1918034
"1502",2015,"National",0,120653293
"1503",2015,"Nayarit",18,1185904
"1504",2015,"Nuevo Leon",19,5157523
"1505",2015,"Oaxaca",20,4005160
"1506",2015,"Puebla",21,6237245
"1507",2015,"Queretaro",22,2046731
"1508",2015,"Quintana Roo",23,1505131
"1509",2015,"San Luis Potosi",24,2746317
"1510",2015,"Sinaloa",25,2996410
"1511",2015,"Sonora",26,2866556
"1512",2015,"State of Mexico",15,16351859
"1513",2015,"Tabasco",27,2410118
"1514",2015,"Tamaulipas",28,3478674
"1515",2015,"Tlaxcala",29,1284507
"1516",2015,"Veracruz",30,8196978
"1517",2015,"Yucatan",31,2114990
"1518",2015,"Zacatecas",32,1593390
"1519",2016,"Aguascalientes",1,1344961
"1520",2016,"Baja California",2,3373208
"1521",2016,"Baja California Sur",3,728241
"1522",2016,"Campeche",4,924825
"1523",2016,"Chiapas",7,5350822
"1524",2016,"Chihuahua",8,3629024
"1525",2016,"Coahuila",5,3020371
"1526",2016,"Colima",6,728064
"1527",2016,"Durango",10,1793015
"1528",2016,"Guanajuato",11,5966266
"1529",2016,"Guerrero",12,3588493
"1530",2016,"Hidalgo",13,2919316
"1531",2016,"Jalisco",14,8008557
"1532",2016,"Mexico City",9,9055523
"1533",2016,"Michoacan",16,4665755
"1534",2016,"Morelos",17,1942864
"1535",2016,"National",0,122038924
"1536",2016,"Nayarit",18,1204950
"1537",2016,"Nuevo Leon",19,5253232
"1538",2016,"Oaxaca",20,4033177
"1539",2016,"Puebla",21,6311614
"1540",2016,"Queretaro",22,2092275
"1541",2016,"Quintana Roo",23,1544500
"1542",2016,"San Luis Potosi",24,2770073
"1543",2016,"Sinaloa",25,3035073
"1544",2016,"Sonora",26,2902852
"1545",2016,"State of Mexico",15,16555293
"1546",2016,"Tabasco",27,2442320
"1547",2016,"Tamaulipas",28,3510655
"1548",2016,"Tlaxcala",29,1305770
"1549",2016,"Veracruz",30,8285413
"1550",2016,"Yucatan",31,2142517
"1551",2016,"Zacatecas",32,1609905
"1552",2017,"Aguascalientes",1,1365580
"1553",2017,"Baja California",2,3433349
"1554",2017,"Baja California Sur",3,745653
"1555",2017,"Campeche",4,941956
"1556",2017,"Chiapas",7,5436946
"1557",2017,"Chihuahua",8,3669703
"1558",2017,"Coahuila",5,3065646
"1559",2017,"Colima",6,741151
"1560",2017,"Durango",10,1810807
"1561",2017,"Guanajuato",11,6028614
"1562",2017,"Guerrero",12,3606022
"1563",2017,"Hidalgo",13,2958096
"1564",2017,"Jalisco",14,8103241
"1565",2017,"Mexico City",9,9052343
"1566",2017,"Michoacan",16,4703808
"1567",2017,"Morelos",17,1966476
"1568",2017,"National",0,123388002
"1569",2017,"Nayarit",18,1224215
"1570",2017,"Nuevo Leon",19,5335066
"1571",2017,"Oaxaca",20,4059707
"1572",2017,"Puebla",21,6380173
"1573",2017,"Queretaro",22,2135092
"1574",2017,"Quintana Roo",23,1585224
"1575",2017,"San Luis Potosi",24,2792725
"1576",2017,"Sinaloa",25,3063593
"1577",2017,"Sonora",26,2942362
"1578",2017,"State of Mexico",15,16761610
"1579",2017,"Tabasco",27,2472315
"1580",2017,"Tamaulipas",28,3543443
"1581",2017,"Tlaxcala",29,1322953
"1582",2017,"Veracruz",30,8347672
"1583",2017,"Yucatan",31,2169134
"1584",2017,"Zacatecas",32,1623327
"1585",2018,"Aguascalientes",1,1385877
"1586",2018,"Baja California",2,3492294
"1587",2018,"Baja California Sur",3,762770
"1588",2018,"Campeche",4,958852
"1589",2018,"Chiapas",7,5521647
"1590",2018,"Chihuahua",8,3708996
"1591",2018,"Coahuila",5,3109944
"1592",2018,"Colima",6,753958
"1593",2018,"Durango",10,1828072
"1594",2018,"Guanajuato",11,6088423
"1595",2018,"Guerrero",12,3622355
"1596",2018,"Hidalgo",13,2995763
"1597",2018,"Jalisco",14,8194984
"1598",2018,"Mexico City",9,9045719
"1599",2018,"Michoacan",16,4739793
"1600",2018,"Morelos",17,1989302
"1601",2018,"National",0,124692044
"1602",2018,"Nayarit",18,1243105
"1603",2018,"Nuevo Leon",19,5415318
"1604",2018,"Oaxaca",20,4084833
"1605",2018,"Puebla",21,6446510
"1606",2018,"Queretaro",22,2177131
"1607",2018,"Quintana Roo",23,1625399
"1608",2018,"San Luis Potosi",24,2814553
"1609",2018,"Sinaloa",25,3091166
"1610",2018,"Sonora",26,2981144
"1611",2018,"State of Mexico",15,16960443
"1612",2018,"Tabasco",27,2501445
"1613",2018,"Tamaulipas",28,3574986
"1614",2018,"Tlaxcala",29,1339689
"1615",2018,"Veracruz",30,8406164
"1616",2018,"Yucatan",31,2195272
"1617",2018,"Zacatecas",32,1636137
"1618",2019,"Aguascalientes",1,1405625
"1619",2019,"Baja California",2,3550079
"1620",2019,"Baja California Sur",3,779726
"1621",2019,"Campeche",4,975685
"1622",2019,"Chiapas",7,5605965
"1623",2019,"Chihuahua",8,3746865
"1624",2019,"Coahuila",5,3153984
"1625",2019,"Colima",6,766595
"1626",2019,"Durango",10,1844737
"1627",2019,"Guanajuato",11,6145872
"1628",2019,"Guerrero",12,3636993
"1629",2019,"Hidalgo",13,3032650
"1630",2019,"Jalisco",14,8282892
"1631",2019,"Mexico City",9,9036958
"1632",2019,"Michoacan",16,4775052
"1633",2019,"Morelos",17,2011648
"1634",2019,"National",0,125960168
"1635",2019,"Nayarit",18,1261525
"1636",2019,"Nuevo Leon",19,5494283
"1637",2019,"Oaxaca",20,4109069
"1638",2019,"Puebla",21,6511015
"1639",2019,"Queretaro",22,2218638
"1640",2019,"Quintana Roo",23,1664973
"1641",2019,"San Luis Potosi",24,2835651
"1642",2019,"Sinaloa",25,3117935
"1643",2019,"Sonora",26,3019006
"1644",2019,"State of Mexico",15,17152777
"1645",2019,"Tabasco",27,2530298
"1646",2019,"Tamaulipas",28,3605885
"1647",2019,"Tlaxcala",29,1356078
"1648",2019,"Veracruz",30,8462063
"1649",2019,"Yucatan",31,2221105
"1650",2019,"Zacatecas",32,1648541
"1651",2020,"Aguascalientes",1,1425105
"1652",2020,"Baja California",2,3606940
"1653",2020,"Baja California Sur",3,796398
"1654",2020,"Campeche",4,992306
"1655",2020,"Chiapas",7,5688998
"1656",2020,"Chihuahua",8,3783680
"1657",2020,"Coahuila",5,3197188
"1658",2020,"Colima",6,778989
"1659",2020,"Durango",10,1861051
"1660",2020,"Guanajuato",11,6201449
"1661",2020,"Guerrero",12,3650850
"1662",2020,"Hidalgo",13,3068696
"1663",2020,"Jalisco",14,8368602
"1664",2020,"MCMA",33,21942666
"1665",2020,"Mexico City",9,9025363
"1666",2020,"Michoacan",16,4808791
"1667",2020,"Morelos",17,2033373
"1668",2020,"National",0,127191826
"1669",2020,"Nayarit",18,1279671
"1670",2020,"Nuevo Leon",19,5571904
"1671",2020,"Oaxaca",20,4132318
"1672",2020,"Puebla",21,6573843
"1673",2020,"Queretaro",22,2259471
"1674",2020,"Quintana Roo",23,1704010
"1675",2020,"San Luis Potosi",24,2856171
"1676",2020,"Sinaloa",25,3143980
"1677",2020,"Sonora",26,3056397
"1678",2020,"State of Mexico",15,17338220
"1679",2020,"Tabasco",27,2558349
"1680",2020,"Tamaulipas",28,3635833
"1681",2020,"Tlaxcala",29,1372108
"1682",2020,"Veracruz",30,8514724
"1683",2020,"Yucatan",31,2246505
"1684",2020,"Zacatecas",32,1660543
"1685",2021,"Aguascalientes",1,1444062
"1686",2021,"Baja California",2,3662693
"1687",2021,"Baja California Sur",3,812901
"1688",2021,"Campeche",4,1008820
"1689",2021,"Chiapas",7,5771631
"1690",2021,"Chihuahua",8,3819190
"1691",2021,"Coahuila",5,3240147
"1692",2021,"Colima",6,791211
"1693",2021,"Durango",10,1876826
"1694",2021,"Guanajuato",11,6254799
"1695",2021,"Guerrero",12,3663125
"1696",2021,"Hidalgo",13,3104020
"1697",2021,"Jalisco",14,8450678
"1698",2021,"Mexico City",9,9011823
"1699",2021,"Michoacan",16,4841892
"1700",2021,"Morelos",17,2054644
"1701",2021,"National",0,128389290
"1702",2021,"Nayarit",18,1297358
"1703",2021,"Nuevo Leon",19,5648291
"1704",2021,"Oaxaca",20,4154772
"1705",2021,"Puebla",21,6634950
"1706",2021,"Queretaro",22,2299709
"1707",2021,"Quintana Roo",23,1742407
"1708",2021,"San Luis Potosi",24,2876007
"1709",2021,"Sinaloa",25,3169254
"1710",2021,"Sonora",26,3092972
"1711",2021,"State of Mexico",15,17517243
"1712",2021,"Tabasco",27,2586115
"1713",2021,"Tamaulipas",28,3665263
"1714",2021,"Tlaxcala",29,1387812
"1715",2021,"Veracruz",30,8564890
"1716",2021,"Yucatan",31,2271580
"1717",2021,"Zacatecas",32,1672205
"1718",2022,"Aguascalientes",1,1462736
"1719",2022,"Baja California",2,3717519
"1720",2022,"Baja California Sur",3,829104
"1721",2022,"Campeche",4,1025091
"1722",2022,"Chiapas",7,5852999
"1723",2022,"Chihuahua",8,3853714
"1724",2022,"Coahuila",5,3282254
"1725",2022,"Colima",6,803172
"1726",2022,"Durango",10,1892317
"1727",2022,"Guanajuato",11,6306386
"1728",2022,"Guerrero",12,3674718
"1729",2022,"Hidalgo",13,3138593
"1730",2022,"Jalisco",14,8530830
"1731",2022,"Mexico City",9,8995721
"1732",2022,"Michoacan",16,4873559
"1733",2022,"Morelos",17,2075280
"1734",2022,"National",0,129552175
"1735",2022,"Nayarit",18,1314826
"1736",2022,"Nuevo Leon",19,5723377
"1737",2022,"Oaxaca",20,4176360
"1738",2022,"Puebla",21,6694470
"1739",2022,"Queretaro",22,2339257
"1740",2022,"Quintana Roo",23,1780269
"1741",2022,"San Luis Potosi",24,2895295
"1742",2022,"Sinaloa",25,3193861
"1743",2022,"Sonora",26,3129157
"1744",2022,"State of Mexico",15,17689507
"1745",2022,"Tabasco",27,2613095
"1746",2022,"Tamaulipas",28,3693876
"1747",2022,"Tlaxcala",29,1403177
"1748",2022,"Veracruz",30,8611950
"1749",2022,"Yucatan",31,2296184
"1750",2022,"Zacatecas",32,1683521
"1751",2023,"Aguascalientes",1,1480885
"1752",2023,"Baja California",2,3771210
"1753",2023,"Baja California Sur",3,845127
"1754",2023,"Campeche",4,1041253
"1755",2023,"Chiapas",7,5933941
"1756",2023,"Chihuahua",8,3886939
"1757",2023,"Coahuila",5,3324079
"1758",2023,"Colima",6,814957
"1759",2023,"Durango",10,1907291
"1760",2023,"Guanajuato",11,6355797
"1761",2023,"Guerrero",12,3684811
"1762",2023,"Hidalgo",13,3172469
"1763",2023,"Jalisco",14,8607470
"1764",2023,"Mexico City",9,8977732
"1765",2023,"Michoacan",16,4904575
"1766",2023,"Morelos",17,2095462
"1767",2023,"National",0,130681134
"1768",2023,"Nayarit",18,1331871
"1769",2023,"Nuevo Leon",19,5797237
"1770",2023,"Oaxaca",20,4197184
"1771",2023,"Puebla",21,6752285
"1772",2023,"Queretaro",22,2378151
"1773",2023,"Quintana Roo",23,1817453
"1774",2023,"San Luis Potosi",24,2913902
"1775",2023,"Sinaloa",25,3217716
"1776",2023,"Sonora",26,3164534
"1777",2023,"State of Mexico",15,17855292
"1778",2023,"Tabasco",27,2639780
"1779",2023,"Tamaulipas",28,3722023
"1780",2023,"Tlaxcala",29,1418206
"1781",2023,"Veracruz",30,8656535
"1782",2023,"Yucatan",31,2320449
"1783",2023,"Zacatecas",32,1694518
"1784",2024,"Aguascalientes",1,1498747
"1785",2024,"Baja California",2,3823900
"1786",2024,"Baja California Sur",3,860826
"1787",2024,"Campeche",4,1057141
"1788",2024,"Chiapas",7,6013625
"1789",2024,"Chihuahua",8,3919228
"1790",2024,"Coahuila",5,3365062
"1791",2024,"Colima",6,826474
"1792",2024,"Durango",10,1921996
"1793",2024,"Guanajuato",11,6403451
"1794",2024,"Guerrero",12,3694274
"1795",2024,"Hidalgo",13,3205637
"1796",2024,"Jalisco",14,8682257
"1797",2024,"Mexico City",9,8957269
"1798",2024,"Michoacan",16,4934209
"1799",2024,"Morelos",17,2115009
"1800",2024,"National",0,131776009
"1801",2024,"Nayarit",18,1348704
"1802",2024,"Nuevo Leon",19,5869790
"1803",2024,"Oaxaca",20,4217189
"1804",2024,"Puebla",21,6808528
"1805",2024,"Queretaro",22,2416319
"1806",2024,"Quintana Roo",23,1854043
"1807",2024,"San Luis Potosi",24,2931924
"1808",2024,"Sinaloa",25,3240893
"1809",2024,"Sonora",26,3199514
"1810",2024,"State of Mexico",15,18014388
"1811",2024,"Tabasco",27,2665704
"1812",2024,"Tamaulipas",28,3749420
"1813",2024,"Tlaxcala",29,1432899
"1814",2024,"Veracruz",30,8698177
"1815",2024,"Yucatan",31,2344237
"1816",2024,"Zacatecas",32,1705175
"1817",2025,"Aguascalientes",1,1516081
"1818",2025,"Baja California",2,3875397
"1819",2025,"Baja California Sur",3,876320
"1820",2025,"Campeche",4,1072902
"1821",2025,"Chiapas",7,6092877
"1822",2025,"Chihuahua",8,3950225
"1823",2025,"Coahuila",5,3405724
"1824",2025,"Colima",6,837803
"1825",2025,"Durango",10,1936225
"1826",2025,"Guanajuato",11,6448914
"1827",2025,"Guerrero",12,3702321
"1828",2025,"Hidalgo",13,3238101
"1829",2025,"Jalisco",14,8753634
"1830",2025,"Mexico City",9,8934978
"1831",2025,"Michoacan",16,4963206
"1832",2025,"Morelos",17,2134085
"1833",2025,"National",0,132837064
"1834",2025,"Nayarit",18,1365125
"1835",2025,"Nuevo Leon",19,5941062
"1836",2025,"Oaxaca",20,4236442
"1837",2025,"Puebla",21,6863089
"1838",2025,"Queretaro",22,2453808
"1839",2025,"Quintana Roo",23,1889949
"1840",2025,"San Luis Potosi",24,2949276
"1841",2025,"Sinaloa",25,3263307
"1842",2025,"Sonora",26,3233681
"1843",2025,"State of Mexico",15,18167032
"1844",2025,"Tabasco",27,2691332
"1845",2025,"Tamaulipas",28,3776382
"1846",2025,"Tlaxcala",29,1447245
"1847",2025,"Veracruz",30,8737362
"1848",2025,"Yucatan",31,2367644
"1849",2025,"Zacatecas",32,1715535
"1850",2026,"Aguascalientes",1,1533106
"1851",2026,"Baja California",2,3925863
"1852",2026,"Baja California Sur",3,891483
"1853",2026,"Campeche",4,1088382
"1854",2026,"Chiapas",7,6170926
"1855",2026,"Chihuahua",8,3980246
"1856",2026,"Coahuila",5,3445516
"1857",2026,"Colima",6,848859
"1858",2026,"Durango",10,1950217
"1859",2026,"Guanajuato",11,6492709
"1860",2026,"Guerrero",12,3709782
"1861",2026,"Hidalgo",13,3269863
"1862",2026,"Jalisco",14,8823242
"1863",2026,"Mexico City",9,8910259
"1864",2026,"Michoacan",16,4990891
"1865",2026,"Morelos",17,2152529
"1866",2026,"National",0,133864329
"1867",2026,"Nayarit",18,1381372
"1868",2026,"Nuevo Leon",19,6010970
"1869",2026,"Oaxaca",20,4254910
"1870",2026,"Puebla",21,6916116
"1871",2026,"Queretaro",22,2490503
"1872",2026,"Quintana Roo",23,1925257
"1873",2026,"San Luis Potosi",24,2966038
"1874",2026,"Sinaloa",25,3285012
"1875",2026,"Sonora",26,3267429
"1876",2026,"State of Mexico",15,18312937
"1877",2026,"Tabasco",27,2716201
"1878",2026,"Tamaulipas",28,3802631
"1879",2026,"Tlaxcala",29,1461251
"1880",2026,"Veracruz",30,8773678
"1881",2026,"Yucatan",31,2390541
"1882",2026,"Zacatecas",32,1725610
"1883",2027,"Aguascalientes",1,1549609
"1884",2027,"Baja California",2,3975079
"1885",2027,"Baja California Sur",3,906418
"1886",2027,"Campeche",4,1103713
"1887",2027,"Chiapas",7,6248568
"1888",2027,"Chihuahua",8,4008965
"1889",2027,"Coahuila",5,3484975
"1890",2027,"Colima",6,859711
"1891",2027,"Durango",10,1963749
"1892",2027,"Guanajuato",11,6534382
"1893",2027,"Guerrero",12,3715890
"1894",2027,"Hidalgo",13,3300949
"1895",2027,"Jalisco",14,8889596
"1896",2027,"Mexico City",9,8883726
"1897",2027,"Michoacan",16,5018041
"1898",2027,"Morelos",17,2170488
"1899",2027,"National",0,134858083
"1900",2027,"Nayarit",18,1397232
"1901",2027,"Nuevo Leon",19,6079538
"1902",2027,"Oaxaca",20,4272669
"1903",2027,"Puebla",21,6967465
"1904",2027,"Queretaro",22,2526495
"1905",2027,"Quintana Roo",23,1959845
"1906",2027,"San Luis Potosi",24,2982069
"1907",2027,"Sinaloa",25,3305929
"1908",2027,"Sonora",26,3300334
"1909",2027,"State of Mexico",15,18452403
"1910",2027,"Tabasco",27,2740803
"1911",2027,"Tamaulipas",28,3828437
"1912",2027,"Tlaxcala",29,1474909
"1913",2027,"Veracruz",30,8807662
"1914",2027,"Yucatan",31,2413024
"1915",2027,"Zacatecas",32,1735410
"1916",2028,"Aguascalientes",1,1565795
"1917",2028,"Baja California",2,4023239
"1918",2028,"Baja California Sur",3,920983
"1919",2028,"Campeche",4,1118797
"1920",2028,"Chiapas",7,6325028
"1921",2028,"Chihuahua",8,4036732
"1922",2028,"Coahuila",5,3523585
"1923",2028,"Colima",6,870319
"1924",2028,"Durango",10,1977071
"1925",2028,"Guanajuato",11,6574448
"1926",2028,"Guerrero",12,3721457
"1927",2028,"Hidalgo",13,3331324
"1928",2028,"Jalisco",14,8954227
"1929",2028,"Mexico City",9,8854786
"1930",2028,"Michoacan",16,5043928
"1931",2028,"Morelos",17,2187817
"1932",2028,"National",0,135818443
"1933",2028,"Nayarit",18,1412926
"1934",2028,"Nuevo Leon",19,6146708
"1935",2028,"Oaxaca",20,4289665
"1936",2028,"Puebla",21,7017284
"1937",2028,"Queretaro",22,2561696
"1938",2028,"Quintana Roo",23,1993806
"1939",2028,"San Luis Potosi",24,2997514
"1940",2028,"Sinaloa",25,3326133
"1941",2028,"Sonora",26,3332801
"1942",2028,"State of Mexico",15,18585166
"1943",2028,"Tabasco",27,2764669
"1944",2028,"Tamaulipas",28,3853539
"1945",2028,"Tlaxcala",29,1488221
"1946",2028,"Veracruz",30,8838871
"1947",2028,"Yucatan",31,2434969
"1948",2028,"Zacatecas",32,1744939
"1949",2029,"Aguascalientes",1,1581411
"1950",2029,"Baja California",2,4070146
"1951",2029,"Baja California Sur",3,935321
"1952",2029,"Campeche",4,1133734
"1953",2029,"Chiapas",7,6401152
"1954",2029,"Chihuahua",8,4063192
"1955",2029,"Coahuila",5,3561853
"1956",2029,"Colima",6,880720
"1957",2029,"Durango",10,1989945
"1958",2029,"Guanajuato",11,6612435
"1959",2029,"Guerrero",12,3725744
"1960",2029,"Hidalgo",13,3361024
"1961",2029,"Jalisco",14,9015652
"1962",2029,"Mexico City",9,8824036
"1963",2029,"Michoacan",16,5069301
"1964",2029,"Morelos",17,2204675
"1965",2029,"National",0,136745387
"1966",2029,"Nayarit",18,1428256
"1967",2029,"Nuevo Leon",19,6212495
"1968",2029,"Oaxaca",20,4305963
"1969",2029,"Puebla",21,7065402
"1970",2029,"Queretaro",22,2596154
"1971",2029,"Quintana Roo",23,2027051
"1972",2029,"San Luis Potosi",24,3012178
"1973",2029,"Sinaloa",25,3345536
"1974",2029,"Sonora",26,3364433
"1975",2029,"State of Mexico",15,18711366
"1976",2029,"Tabasco",27,2788271
"1977",2029,"Tamaulipas",28,3878194
"1978",2029,"Tlaxcala",29,1501185
"1979",2029,"Veracruz",30,8867836
"1980",2029,"Yucatan",31,2456499
"1981",2029,"Zacatecas",32,1754227
"1982",2030,"Aguascalientes",1,1596679
"1983",2030,"Baja California",2,4115991
"1984",2030,"Baja California Sur",3,949295
"1985",2030,"Campeche",4,1148400
"1986",2030,"Chiapas",7,6476124
"1987",2030,"Chihuahua",8,4088670
"1988",2030,"Coahuila",5,3599264
"1989",2030,"Colima",6,890851
"1990",2030,"Durango",10,2002576
"1991",2030,"Guanajuato",11,6648825
"1992",2030,"Guerrero",12,3729503
"1993",2030,"Hidalgo",13,3389986
"1994",2030,"Jalisco",14,9075419
"1995",2030,"Mexico City",9,8790889
"1996",2030,"Michoacan",16,5093493
"1997",2030,"Morelos",17,2220878
"1998",2030,"National",0,137638754
"1999",2030,"Nayarit",18,1443434
"2000",2030,"Nuevo Leon",19,6276844
"2001",2030,"Oaxaca",20,4321454
"2002",2030,"Puebla",21,7111962
"2003",2030,"Queretaro",22,2629799
"2004",2030,"Quintana Roo",23,2059667
"2005",2030,"San Luis Potosi",24,3026231
"2006",2030,"Sinaloa",25,3364210
"2007",2030,"Sonora",26,3395585
"2008",2030,"State of Mexico",15,18830841
"2009",2030,"Tabasco",27,2811154
"2010",2030,"Tamaulipas",28,3902106
"2011",2030,"Tlaxcala",29,1513781
"2012",2030,"Veracruz",30,8894128
"2013",2030,"Yucatan",31,2477471
"2014",2030,"Zacatecas",32,1763244
"2015",2031,"Aguascalientes",1,1611376
"2016",2031,"Baja California",2,4160604
"2017",2031,"Baja California Sur",3,963011
"2018",2031,"Campeche",4,1162943
"2019",2031,"Chiapas",7,6550784
"2020",2031,"Chihuahua",8,4112817
"2021",2031,"Coahuila",5,3636373
"2022",2031,"Colima",6,900786
"2023",2031,"Durango",10,2014747
"2024",2031,"Guanajuato",11,6683162
"2025",2031,"Guerrero",12,3731972
"2026",2031,"Hidalgo",13,3418216
"2027",2031,"Jalisco",14,9131993
"2028",2031,"Mexico City",9,8755849
"2029",2031,"Michoacan",16,5117192
"2030",2031,"Morelos",17,2236593
"2031",2031,"National",0,138498394
"2032",2031,"Nayarit",18,1458237
"2033",2031,"Nuevo Leon",19,6339729
"2034",2031,"Oaxaca",20,4336203
"2035",2031,"Puebla",21,7156778
"2036",2031,"Queretaro",22,2662698
"2037",2031,"Quintana Roo",23,2091564
"2038",2031,"San Luis Potosi",24,3039484
"2039",2031,"Sinaloa",25,3382059
"2040",2031,"Sonora",26,3425849
"2041",2031,"State of Mexico",15,18943737
"2042",2031,"Tabasco",27,2833797
"2043",2031,"Tamaulipas",28,3925556
"2044",2031,"Tlaxcala",29,1526002
"2045",2031,"Veracruz",30,8918256
"2046",2031,"Yucatan",31,2498004
"2047",2031,"Zacatecas",32,1772023
"2048",2032,"Aguascalientes",1,1625713
"2049",2032,"Baja California",2,4204142
"2050",2032,"Baja California Sur",3,976358
"2051",2032,"Campeche",4,1177215
"2052",2032,"Chiapas",7,6624299
"2053",2032,"Chihuahua",8,4135920
"2054",2032,"Coahuila",5,3672664
"2055",2032,"Colima",6,910477
"2056",2032,"Durango",10,2026664
"2057",2032,"Guanajuato",11,6715895
"2058",2032,"Guerrero",12,3733920
"2059",2032,"Hidalgo",13,3445691
"2060",2032,"Jalisco",14,9186901
"2061",2032,"Mexico City",9,8718397
"2062",2032,"Michoacan",16,5139689
"2063",2032,"Morelos",17,2251695
"2064",2032,"National",0,139324129
"2065",2032,"Nayarit",18,1472888
"2066",2032,"Nuevo Leon",19,6401093
"2067",2032,"Oaxaca",20,4350074
"2068",2032,"Puebla",21,7199995
"2069",2032,"Queretaro",22,2694745
"2070",2032,"Quintana Roo",23,2122826
"2071",2032,"San Luis Potosi",24,3052051
"2072",2032,"Sinaloa",25,3399145
"2073",2032,"Sonora",26,3455591
"2074",2032,"State of Mexico",15,19049938
"2075",2032,"Tabasco",27,2855742
"2076",2032,"Tamaulipas",28,3948222
"2077",2032,"Tlaxcala",29,1537859
"2078",2032,"Veracruz",30,8939817
"2079",2032,"Yucatan",31,2517970
"2080",2032,"Zacatecas",32,1780533
"2081",2033,"Aguascalientes",1,1639455
"2082",2033,"Baja California",2,4246392
"2083",2033,"Baja California Sur",3,989437
"2084",2033,"Campeche",4,1191349
"2085",2033,"Chiapas",7,6697457
"2086",2033,"Chihuahua",8,4157635
"2087",2033,"Coahuila",5,3708707
"2088",2033,"Colima",6,919976
"2089",2033,"Durango",10,2038072
"2090",2033,"Guanajuato",11,6746559
"2091",2033,"Guerrero",12,3734600
"2092",2033,"Hidalgo",13,3472391
"2093",2033,"Jalisco",14,9238683
"2094",2033,"Mexico City",9,8679134
"2095",2033,"Michoacan",16,5161662
"2096",2033,"Morelos",17,2266318
"2097",2033,"National",0,140115741
"2098",2033,"Nayarit",18,1487174
"2099",2033,"Nuevo Leon",19,6460947
"2100",2033,"Oaxaca",20,4363126
"2101",2033,"Puebla",21,7241381
"2102",2033,"Queretaro",22,2726011
"2103",2033,"Quintana Roo",23,2153369
"2104",2033,"San Luis Potosi",24,3063823
"2105",2033,"Sinaloa",25,3415378
"2106",2033,"Sonora",26,3484391
"2107",2033,"State of Mexico",15,19149674
"2108",2033,"Tabasco",27,2877434
"2109",2033,"Tamaulipas",28,3970346
"2110",2033,"Tlaxcala",29,1549338
"2111",2033,"Veracruz",30,8959277
"2112",2033,"Yucatan",31,2537468
"2113",2033,"Zacatecas",32,1788777
"2114",2034,"Aguascalientes",1,1652810
"2115",2034,"Baja California",2,4287551
"2116",2034,"Baja California Sur",3,1002160
"2117",2034,"Campeche",4,1205209
"2118",2034,"Chiapas",7,6769407
"2119",2034,"Chihuahua",8,4178294
"2120",2034,"Coahuila",5,3743975
"2121",2034,"Colima",6,929213
"2122",2034,"Durango",10,2049186
"2123",2034,"Guanajuato",11,6775604
"2124",2034,"Guerrero",12,3734721
