"","year","state","CVE_GEO","age","population","births_grouped","births","ferty_rate","birth_rate"
"690",2020,"MCMA",33,18,340901.6,45526,18.6559153136051,12.478,5.4725220748759e-05
"691",2020,"MCMA",33,18,340901.6,45526,16.2016752179479,12.478,4.75259582763704e-05
"692",2020,"MCMA",33,18,340901.6,45526,5.92339150906751,12.478,1.73756635611787e-05
"693",2020,"MCMA",33,18,340901.6,15013,121.888542033468,9.566,0.000357547579810325
"694",2020,"MCMA",33,18,340901.6,15013,93.3046101321249,9.566,0.000273699537145396
"695",2020,"MCMA",33,18,340901.6,45526,226.189902349885,12.478,0.000663504959641977
"696",2020,"MCMA",33,18,340901.6,45526,17.0013023167836,12.478,4.98715826408078e-05
"697",2020,"MCMA",33,18,340901.6,45526,120.460746950756,12.478,0.000353359288870325
"698",2020,"MCMA",33,18,340901.6,45526,14.891516971394,12.478,4.36827429715614e-05
"699",2020,"MCMA",33,18,340901.6,45526,418.020443360569,12.478,0.00122622024467051
"700",2020,"MCMA",33,18,340901.6,45526,151.363258831914,12.478,0.000444008648923661
"701",2020,"MCMA",33,18,340901.6,45526,7.94091218920681,12.478,2.32938542652977e-05
"702",2020,"MCMA",33,18,340901.6,15013,182.274281733699,9.566,0.000534682975186091
"703",2020,"MCMA",33,18,340901.6,45526,24.4439853136389,12.478,7.17039324944175e-05
"704",2020,"MCMA",33,18,340901.6,15013,74.4616482692102,9.566,0.000218425634462291
"705",2020,"MCMA",33,18,340901.6,15013,152.784747615475,9.566,0.000448178440979671
"706",2020,"MCMA",33,18,340901.6,45526,269.935655633881,12.478,0.000791828655641045
"707",2020,"MCMA",33,18,340901.6,45526,87.9220750058266,12.478,0.000257910420502065
"708",2020,"MCMA",33,18,340901.6,45526,851.086178134616,12.478,0.00249657431392113
"709",2020,"MCMA",33,18,340901.6,45526,6.41546972373563,12.478,1.88191247085248e-05
"710",2020,"MCMA",33,18,340901.6,15013,381.355069583722,9.566,0.00111866611826909
"711",2020,"MCMA",33,18,340901.6,45526,74.7589827634544,12.478,0.000219297834810556
"712",2020,"MCMA",33,18,340901.6,45526,25.3912358768751,12.478,7.44825952030588e-05
"713",2020,"MCMA",33,18,340901.6,45526,142.758041052905,12.478,0.000418766122109446
"714",2020,"MCMA",33,18,340901.6,45526,7.09822824658765,12.478,2.08219270504675e-05
"715",2020,"MCMA",33,18,340901.6,45526,312.303589916807,12.478,0.000916110660427545
"716",2020,"MCMA",33,18,340901.6,15013,125.44659338304,9.566,0.000367984759775371
"717",2020,"MCMA",33,18,340901.6,15013,648.51691749468,9.566,0.00190235809246621
"718",2020,"MCMA",33,18,340901.6,45526,14.1164937832917,12.478,4.14092916644913e-05
"719",2020,"MCMA",33,18,340901.6,45526,10.9856461424658,12.478,3.22252701145017e-05
"720",2020,"MCMA",33,18,340901.6,45526,15.0022345696943,12.478,4.40075217297142e-05
"721",2020,"MCMA",33,18,340901.6,15013,85.099026593383,9.566,0.000249629296528333
"722",2020,"MCMA",33,18,340901.6,45526,169.650115484518,12.478,0.00049765127381191
"723",2020,"MCMA",33,18,340901.6,45526,31.9051212435443,12.478,9.35904121410528e-05
"724",2020,"MCMA",33,18,340901.6,15013,98.1590057718511,9.566,0.000287939410586079
"725",2020,"MCMA",33,18,340901.6,15013,57.4988453235758,9.566,0.000168666985791723
"726",2020,"MCMA",33,18,340901.6,45526,420.671514742094,12.478,0.00123399689160184
"727",2020,"MCMA",33,18,340901.6,45526,23.4844327950361,12.478,6.88891832570926e-05
"728",2020,"MCMA",33,18,340901.6,45526,530.183521416484,12.478,0.00155523916994371
"729",2020,"MCMA",33,18,340901.6,45526,233.860171521025,12.478,0.000686004910276234
"730",2020,"MCMA",33,18,340901.6,45526,4.95153703509797,12.478,1.45248277951701e-05
"731",2020,"MCMA",33,18,340901.6,45526,20.3412831988435,12.478,5.96690751784194e-05
"732",2020,"MCMA",33,18,340901.6,45526,17.4872295537684,12.478,5.12970005238121e-05
"733",2020,"MCMA",33,18,340901.6,45526,2.28201272052341,12.478,6.69405107081754e-06
"734",2020,"MCMA",33,18,340901.6,45526,15.7403518916965,12.478,4.61727134507334e-05
"735",2020,"MCMA",33,18,340901.6,45526,248.00126921505,12.478,0.000727486374998093
"736",2020,"MCMA",33,18,340901.6,45526,7.0920772689043,12.478,2.08038837861257e-05
"737",2020,"MCMA",33,18,340901.6,45526,22.9615996919512,12.478,6.73555057880374e-05
"738",2020,"MCMA",33,18,340901.6,45526,6.88294402767035,12.478,2.01904127985036e-05
"739",2020,"MCMA",33,18,340901.6,45526,37.1949620512266,12.478,0.000109107619475023
"740",2020,"MCMA",33,18,340901.6,45526,32.477162168096,12.478,9.52684357248427e-05
"741",2020,"MCMA",33,18,340901.6,45526,17.7025137726857,12.478,5.1928514775776e-05
"742",2020,"MCMA",33,18,340901.6,45526,11.4900263125006,12.478,3.37048177905314e-05
"743",2020,"MCMA",33,18,340901.6,45526,54.1101506804433,12.478,0.000158726596415046
"744",2020,"MCMA",33,18,340901.6,45526,21.4238552711133,12.478,6.28446897025808e-05
"745",2020,"MCMA",33,18,340901.6,45526,132.775004272826,12.478,0.000389481904082662
"746",2020,"MCMA",33,18,340901.6,45526,25.3420280554083,12.478,7.43382490883242e-05
"747",2020,"MCMA",33,18,340901.6,9150,80.7562088190573,13.708,0.000236890084467357
"748",2020,"MCMA",33,18,340901.6,15013,142.331247914019,9.566,0.00041751416805911
"749",2020,"MCMA",33,18,340901.6,45526,26.6337333689121,12.478,7.81273346001077e-05
"750",2020,"MCMA",33,18,340901.6,45526,333.684388344136,12.478,0.000978829047279733
"751",2020,"MCMA",33,18,340901.6,15013,230.933162270159,9.566,0.000677418827808844
"752",2020,"MCMA",33,18,340901.6,45526,6.0771659511513,12.478,1.78267451697243e-05
"753",2020,"MCMA",33,18,340901.6,45526,85.6216093522531,12.478,0.000251162239638222
"754",2020,"MCMA",33,18,340901.6,45526,286.518691468197,12.478,0.000840473296306609
"755",2020,"MCMA",33,18,340901.6,45526,230.231094687847,12.478,0.000675359384314557
"756",2020,"MCMA",33,18,340901.6,15013,134.364706584809,9.566,0.000394145133331171
"757",2020,"MCMA",33,18,340901.6,45526,31.2900234752092,12.478,9.17860857068702e-05
"758",2020,"MCMA",33,18,340901.6,15013,151.548163877704,9.566,0.000444551048976315
"759",2020,"MCMA",33,18,340901.6,45526,112.901195377917,12.478,0.000331184116994221
"760",2020,"MCMA",33,19,340901.6,45526,99.3304631130757,12.478,0.000291375760961743
"761",2020,"MCMA",33,19,340901.6,15013,245.356803502019,9.566,0.000719729105120125
"762",2020,"MCMA",33,19,340901.6,45526,28.7402549948047,12.478,8.43066004817949e-05
"763",2020,"MCMA",33,19,340901.6,45526,17.3255107849873,12.478,5.08226150448907e-05
"764",2020,"MCMA",33,19,340901.6,45526,38.8298534135255,12.478,0.000113903406183853
"765",2020,"MCMA",33,19,340901.6,45526,270.040058350284,12.478,0.000792134910338598
"766",2020,"MCMA",33,19,340901.6,45526,18.6938008576544,12.478,5.48363541199408e-05
"767",2020,"MCMA",33,19,340901.6,45526,16.2345768081311,12.478,4.76224717282968e-05
"768",2020,"MCMA",33,19,340901.6,45526,5.93542045035318,12.478,1.74109492309604e-05
"769",2020,"MCMA",33,19,340901.6,15013,120.176518359183,9.566,0.000352525533347991
"770",2020,"MCMA",33,19,340901.6,15013,91.994071021548,9.566,0.000269855204614904
"771",2020,"MCMA",33,19,340901.6,45526,226.649238027869,12.478,0.000664852373904578
"772",2020,"MCMA",33,19,340901.6,45526,17.0358277515848,12.478,4.99728594749477e-05
"773",2020,"MCMA",33,19,340901.6,45526,120.705372896902,12.478,0.000354076874080093
"774",2020,"MCMA",33,19,340901.6,45526,14.9217579546262,12.478,4.37714518049379e-05
"775",2020,"MCMA",33,19,340901.6,45526,418.869339362411,12.478,0.00122871039432614
"776",2020,"MCMA",33,19,340901.6,45526,151.67064012699,12.478,0.00044491032053528
"777",2020,"MCMA",33,19,340901.6,45526,7.95703821537483,12.478,2.33411583148182e-05
"778",2020,"MCMA",33,19,340901.6,15013,179.714091248726,9.566,0.000527172918075851
"779",2020,"MCMA",33,19,340901.6,45526,24.4936249945,12.478,7.18495454245449e-05
"780",2020,"MCMA",33,19,340901.6,15013,73.4157738782596,9.566,0.000215357668835405
"781",2020,"MCMA",33,19,340901.6,15013,150.638761613646,9.566,0.000441883410384832
"782",2020,"MCMA",33,19,340901.6,45526,270.483828103582,12.478,0.000793436663552127
"783",2020,"MCMA",33,19,340901.6,45526,88.1006229671323,12.478,0.000258434172697143
"784",2020,"MCMA",33,19,340901.6,45526,852.814523399344,12.478,0.0025016442381008
"785",2020,"MCMA",33,19,340901.6,45526,6.428497954017,12.478,1.88573416904379e-05
"786",2020,"MCMA",33,19,340901.6,15013,375.998627570852,9.566,0.00110295354310702
"787",2020,"MCMA",33,19,340901.6,45526,74.9107997441252,12.478,0.00021974317440612
"788",2020,"MCMA",33,19,340901.6,45526,25.4427991890529,12.478,7.46338509090391e-05
"789",2020,"MCMA",33,19,340901.6,45526,143.047947281669,12.478,0.000419616532400167
"790",2020,"MCMA",33,19,340901.6,45526,7.11264299035054,12.478,2.0864211227963e-05
"791",2020,"MCMA",33,19,340901.6,45526,312.937801169037,12.478,0.000917971054313141
"792",2020,"MCMA",33,19,340901.6,15013,123.684593984679,9.566,0.000362816114634483
"793",2020,"MCMA",33,19,340901.6,15013,639.40797011208,9.566,0.00187563792634614
"794",2020,"MCMA",33,19,340901.6,45526,14.1451608863557,12.478,4.14933836812609e-05
"795",2020,"MCMA",33,19,340901.6,45526,11.0079552692947,12.478,3.22907116578353e-05
"796",2020,"MCMA",33,19,340901.6,45526,15.0327003929506,12.478,4.40968901083204e-05
"797",2020,"MCMA",33,19,340901.6,15013,83.9037415751538,9.566,0.000246123050097605
"798",2020,"MCMA",33,19,340901.6,45526,169.994632856896,12.478,0.000498661880310612
"799",2020,"MCMA",33,19,340901.6,45526,31.9699126438027,12.478,9.37804710913726e-05
"800",2020,"MCMA",33,19,340901.6,15013,96.7802827276501,9.566,0.000283895067455389
"801",2020,"MCMA",33,19,340901.6,15013,56.6912272915959,9.566,0.000166297920841662
"802",2020,"MCMA",33,19,340901.6,45526,421.5257944134,12.478,0.00123650283370157
"803",2020,"MCMA",33,19,340901.6,45526,23.5321238623556,12.478,6.90290801285638e-05
"804",2020,"MCMA",33,19,340901.6,45526,531.260192853783,12.478,0.00155839747555829
"805",2020,"MCMA",33,19,340901.6,45526,234.335083616228,12.478,0.000687398016366683
"806",2020,"MCMA",33,19,340901.6,45526,4.96159238061715,12.478,1.45543241234924e-05
"807",2020,"MCMA",33,19,340901.6,45526,20.382591307703,12.478,5.97902482936513e-05
"808",2020,"MCMA",33,19,340901.6,45526,17.5227417864529,12.478,5.14011720286818e-05
"809",2020,"MCMA",33,19,340901.6,45526,2.28664692324095,12.478,6.70764503082692e-06
"810",2020,"MCMA",33,19,340901.6,45526,15.7723166484463,12.478,4.62664787975366e-05
"811",2020,"MCMA",33,19,340901.6,45526,248.504898377767,12.478,0.000728963719670918
"812",2020,"MCMA",33,19,340901.6,45526,7.10647952155474,12.478,2.08461313222195e-05
"813",2020,"MCMA",33,19,340901.6,45526,23.0082290147128,12.478,6.7492288140369e-05
"814",2020,"MCMA",33,19,340901.6,45526,6.89692158249762,12.478,2.02314145269416e-05
"815",2020,"MCMA",33,19,340901.6,45526,37.2704958081887,12.478,0.000109329190030756
"816",2020,"MCMA",33,19,340901.6,45526,32.5431152418118,12.478,9.54619023255152e-05
"817",2020,"MCMA",33,19,340901.6,45526,17.7384631943058,12.478,5.20339687297032e-05
"818",2020,"MCMA",33,19,340901.6,45526,11.5133597105501,12.478,3.37732639287997e-05
"819",2020,"MCMA",33,19,340901.6,45526,54.2200349966323,12.478,0.000159048930825295
"820",2020,"MCMA",33,19,340901.6,45526,21.4673618157634,12.478,6.29723117045018e-05
"821",2020,"MCMA",33,19,340901.6,45526,133.044637426089,12.478,0.000390272845378517
"822",2020,"MCMA",33,19,340901.6,45526,25.3934914386865,12.478,7.44892116630914e-05
"823",2020,"MCMA",33,19,340901.6,9150,81.9484151173423,13.708,0.000240387299787805
"824",2020,"MCMA",33,19,340901.6,15013,140.33208981471,9.566,0.000411649842109013
"825",2020,"MCMA",33,19,340901.6,45526,26.687819885804,12.478,7.82859918692198e-05
"826",2020,"MCMA",33,19,340901.6,45526,334.362018703229,12.478,0.000980816806677438
"827",2020,"MCMA",33,19,340901.6,15013,227.689518245972,9.566,0.000667903929597196
"828",2020,"MCMA",33,19,340901.6,45526,6.08950717024813,12.478,1.78629468745472e-05
"829",2020,"MCMA",33,19,340901.6,45526,85.7954856375039,12.478,0.000251672287949085
"830",2020,"MCMA",33,19,340901.6,45526,287.100539977053,12.478,0.000842180089436519
"831",2020,"MCMA",33,19,340901.6,45526,230.698637026708,12.478,0.000676730871978036
"832",2020,"MCMA",33,19,340901.6,15013,132.477445035662,9.566,0.000388609044474012
"833",2020,"MCMA",33,19,340901.6,45526,31.3535657642229,12.478,9.19724805170257e-05
"834",2020,"MCMA",33,19,340901.6,15013,149.419546699875,9.566,0.000438306968051413
"835",2020,"MCMA",33,19,340901.6,45526,113.130469746867,12.478,0.000331856669921369
"836",2020,"MCMA",33,20,353508.4,85712,180.038744633083,23.436,0.000509291277472
"837",2020,"MCMA",33,20,353508.4,27145,472.960442752754,15.964,0.00133790439704616
"838",2020,"MCMA",33,20,353508.4,85712,52.8349299672389,23.436,0.000149458768072382
"839",2020,"MCMA",33,20,353508.4,85712,31.5335233431232,23.436,8.92016239023549e-05
"840",2020,"MCMA",33,20,353508.4,85712,69.0900426640259,23.436,0.000195441021101693
"841",2020,"MCMA",33,20,353508.4,85712,558.627063236361,23.436,0.00158023702756812
"842",2020,"MCMA",33,20,353508.4,85712,33.4753000386622,23.436,9.46944967606488e-05
"843",2020,"MCMA",33,20,353508.4,85712,28.1383209772707,23.436,7.95973192639007e-05
"844",2020,"MCMA",33,20,353508.4,85712,10.836741797858,23.436,3.06548353528742e-05
"845",2020,"MCMA",33,20,353508.4,27145,233.261262858377,15.964,0.000659846450207059
"846",2020,"MCMA",33,20,353508.4,27145,219.115638617217,15.964,0.000619831490898708
"847",2020,"MCMA",33,20,353508.4,85712,405.447624990674,23.436,0.00114692500939348
"848",2020,"MCMA",33,20,353508.4,85712,30.9172708589103,23.436,8.74583768275669e-05
"849",2020,"MCMA",33,20,353508.4,85712,209.002611391091,23.436,0.000591223889987031
"850",2020,"MCMA",33,20,353508.4,85712,28.9289845419213,23.436,8.18339381523079e-05
"851",2020,"MCMA",33,20,353508.4,85712,788.686905738956,23.436,0.00223102734118611
"852",2020,"MCMA",33,20,353508.4,85712,294.150100860742,23.436,0.000832088009395934
"853",2020,"MCMA",33,20,353508.4,85712,14.4644922709607,23.436,4.09169690761539e-05
"854",2020,"MCMA",33,20,353508.4,27145,363.548204482648,15.964,0.00102840046935985
"855",2020,"MCMA",33,20,353508.4,85712,46.5328762607593,23.436,0.000131631599873608
"856",2020,"MCMA",33,20,353508.4,27145,139.264438998592,15.964,0.000393949447873352
"857",2020,"MCMA",33,20,353508.4,27145,330.938051858087,15.964,0.000936153290439737
"858",2020,"MCMA",33,20,353508.4,85712,554.069120334258,23.436,0.00156734357750554
"859",2020,"MCMA",33,20,353508.4,85712,156.504876179365,23.436,0.000442718974087646
"860",2020,"MCMA",33,20,353508.4,85712,1673.62547306876,23.436,0.00473433014058155
"861",2020,"MCMA",33,20,353508.4,85712,10.6972129335079,23.436,3.02601379019788e-05
"862",2020,"MCMA",33,20,353508.4,27145,719.154154531437,15.964,0.00203433399186961
"863",2020,"MCMA",33,20,353508.4,85712,133.680279452761,23.436,0.000378153049412011
"864",2020,"MCMA",33,20,353508.4,85712,47.3351672307724,23.436,0.000133901110216256
"865",2020,"MCMA",33,20,353508.4,85712,291.022328818227,23.436,0.000823240208205029
"866",2020,"MCMA",33,20,353508.4,85712,12.3250496842591,23.436,3.48649414957582e-05
"867",2020,"MCMA",33,20,353508.4,85712,537.593086935583,23.436,0.00152073638684564
"868",2020,"MCMA",33,20,353508.4,27145,231.336358015955,15.964,0.000654401304229136
"869",2020,"MCMA",33,20,353508.4,27145,1192.8425024767,15.964,0.00337429747773095
"870",2020,"MCMA",33,20,353508.4,85712,27.5685781145078,23.436,7.79856380060779e-05
"871",2020,"MCMA",33,20,353508.4,85712,21.4874451099158,23.436,6.07834074378878e-05
"872",2020,"MCMA",33,20,353508.4,85712,27.9522824914706,23.436,7.90710559960402e-05
"873",2020,"MCMA",33,20,353508.4,27145,151.638827271305,15.964,0.000428953957731429
"874",2020,"MCMA",33,20,353508.4,85712,308.963415292578,23.436,0.000873991722099326
"875",2020,"MCMA",33,20,353508.4,85712,59.3346495648812,23.436,0.000167845090993258
"876",2020,"MCMA",33,20,353508.4,27145,207.922074323469,15.964,0.000588167280674147
"877",2020,"MCMA",33,20,353508.4,27145,96.8113906041668,15.964,0.000273858812419074
"878",2020,"MCMA",33,20,353508.4,85712,854.393373442492,23.436,0.00241689694910359
"879",2020,"MCMA",33,20,353508.4,85712,43.8585730273823,23.436,0.000124066565398113
"880",2020,"MCMA",33,20,353508.4,85712,1029.40907895897,23.436,0.00291197911834336
"881",2020,"MCMA",33,20,353508.4,85712,440.062410754862,23.436,0.00124484286866977
"882",2020,"MCMA",33,20,353508.4,85712,8.40661407709369,23.436,2.37805214164464e-05
"883",2020,"MCMA",33,20,353508.4,85712,37.8123222388779,23.436,0.000106963009192647
"884",2020,"MCMA",33,20,353508.4,85712,31.5218959377607,23.436,8.91687324481136e-05
"885",2020,"MCMA",33,20,353508.4,85712,4.05796447151549,23.436,1.14791175302072e-05
"886",2020,"MCMA",33,20,353508.4,85712,27.5918329252328,23.436,7.80514209145605e-05
"887",2020,"MCMA",33,20,353508.4,85712,430.527938357605,23.436,0.00121787187619192
"888",2020,"MCMA",33,20,353508.4,85712,12.2436578467215,23.436,3.46347013160692e-05
"889",2020,"MCMA",33,20,353508.4,85712,41.3470534690805,23.436,0.000116962011281996
"890",2020,"MCMA",33,20,353508.4,85712,12.5227155754217,23.436,3.542409621786e-05
"891",2020,"MCMA",33,20,353508.4,85712,69.0667878533009,23.436,0.000195375238193211
"892",2020,"MCMA",33,20,353508.4,85712,59.9043924276441,23.436,0.000169456772251081
"893",2020,"MCMA",33,20,353508.4,85712,31.9753647468985,23.436,9.04514991635235e-05
"894",2020,"MCMA",33,20,353508.4,85712,21.789757649341,23.436,6.16385852481611e-05
"895",2020,"MCMA",33,20,353508.4,85712,106.088446527528,23.436,0.000300101628497451
"896",2020,"MCMA",33,20,353508.4,85712,38.7890242893286,23.436,0.000109725891348914
"897",2020,"MCMA",33,20,353508.4,85712,252.593754095136,23.436,0.000714533951937595
"898",2020,"MCMA",33,20,353508.4,85712,44.835275077833,23.436,0.000126829447554381
"899",2020,"MCMA",33,20,353508.4,15690,131.832455277022,24.61,0.000372925948229298
"900",2020,"MCMA",33,20,353508.4,27145,246.776035932693,15.964,0.000698076865875587
"901",2020,"MCMA",33,20,353508.4,85712,48.0676937686104,23.436,0.000135973271833457
"902",2020,"MCMA",33,20,353508.4,85712,676.133621829873,23.436,0.00191263806413051
"903",2020,"MCMA",33,20,353508.4,27145,434.68880529754,15.964,0.00122964208289687
"904",2020,"MCMA",33,20,353508.4,85712,10.813486987133,23.436,3.05890524443916e-05
"905",2020,"MCMA",33,20,353508.4,85712,160.400056975806,23.436,0.000453737611258475
"906",2020,"MCMA",33,20,353508.4,85712,564.987253969654,23.436,0.0015982286530381
"907",2020,"MCMA",33,20,353508.4,85712,452.306068601583,23.436,0.00127947756998584
"908",2020,"MCMA",33,20,353508.4,27145,251.572122367804,15.964,0.000711643973291168
"909",2020,"MCMA",33,20,353508.4,85712,53.3116535871018,23.436,0.000150807317696275
"910",2020,"MCMA",33,20,353508.4,27145,279.030323796471,15.964,0.000789317379152718
"911",2020,"MCMA",33,20,353508.4,85712,206.781776966852,23.436,0.000584941622226946
"912",2020,"MCMA",33,21,353508.4,85712,180.215377240956,23.436,0.00050979093351376
"913",2020,"MCMA",33,21,353508.4,27145,465.519127253532,15.964,0.00131685449978991
"914",2020,"MCMA",33,21,353508.4,85712,52.8867653179348,23.436,0.000149605399243511
"915",2020,"MCMA",33,21,353508.4,85712,31.5644602865843,23.436,8.92891379287856e-05
"916",2020,"MCMA",33,21,353508.4,85712,69.1578255984086,23.436,0.000195632764591757
"917",2020,"MCMA",33,21,353508.4,85712,559.175121684608,23.436,0.00158178736823399
"918",2020,"MCMA",33,21,353508.4,85712,33.5081420225207,23.436,9.4787399740772e-05
"919",2020,"MCMA",33,21,353508.4,85712,28.1659269518931,23.436,7.96754106886656e-05
"920",2020,"MCMA",33,21,353508.4,85712,10.8473735203158,23.436,3.06849102321638e-05
"921",2020,"MCMA",33,21,353508.4,27145,229.591250540701,15.964,0.000649464766723226
"922",2020,"MCMA",33,21,353508.4,27145,215.668186250431,15.964,0.000610079382131883
"923",2020,"MCMA",33,21,353508.4,85712,405.845401988641,23.436,0.00114805023583214
"924",2020,"MCMA",33,21,353508.4,85712,30.9476032087123,23.436,8.7544180587257e-05
"925",2020,"MCMA",33,21,353508.4,85712,209.207659900941,23.436,0.000591803928565605
"926",2020,"MCMA",33,21,353508.4,85712,28.9573662216157,23.436,8.19142238815703e-05
"927",2020,"MCMA",33,21,353508.4,85712,789.460671548309,23.436,0.00223321615992239
"928",2020,"MCMA",33,21,353508.4,85712,294.438685962393,23.436,0.000832904355207381
"929",2020,"MCMA",33,21,353508.4,85712,14.4786831108079,23.436,4.09571119407851e-05
"930",2020,"MCMA",33,21,353508.4,27145,357.828324669897,15.964,0.00101222014715887
"931",2020,"MCMA",33,21,353508.4,85712,46.5785287857339,23.436,0.000131760741147124
"932",2020,"MCMA",33,21,353508.4,27145,137.073324193347,15.964,0.000387751250587956
"933",2020,"MCMA",33,21,353508.4,27145,325.731243355792,15.964,0.00092142433774075
"934",2020,"MCMA",33,21,353508.4,85712,554.612707070913,23.436,0.00156888126865136
"935",2020,"MCMA",33,21,353508.4,85712,156.658420153918,23.436,0.000443153317301421
"936",2020,"MCMA",33,21,353508.4,85712,1675.26743537256,23.436,0.0047389749023575
"937",2020,"MCMA",33,21,353508.4,85712,10.7077077668354,23.436,3.0289825551063e-05
"938",2020,"MCMA",33,21,353508.4,27145,707.839354237996,15.964,0.00200232683081363
"939",2020,"MCMA",33,21,353508.4,85712,133.811430647072,23.436,0.000378524048218012
"940",2020,"MCMA",33,21,353508.4,85712,47.3816068682466,23.436,0.000134032478063454
"941",2020,"MCMA",33,21,353508.4,85712,291.307845321873,23.436,0.000824047873606038
"942",2020,"MCMA",33,21,353508.4,85712,12.3371415574408,23.436,3.48991468305725e-05
"943",2020,"MCMA",33,21,353508.4,85712,538.120509347428,23.436,0.00152222835255804
"944",2020,"MCMA",33,21,353508.4,27145,227.696631157577,15.964,0.00064410529186174
"945",2020,"MCMA",33,21,353508.4,27145,1174.07493419943,15.964,0.00332120802277805
"946",2020,"MCMA",33,21,353508.4,85712,27.5956251251812,23.436,7.80621482408373e-05
"947",2020,"MCMA",33,21,353508.4,85712,21.5085260359911,23.436,6.08430408895265e-05
"948",2020,"MCMA",33,21,353508.4,85712,27.9797059472525,23.436,7.91486311138645e-05
"949",2020,"MCMA",33,21,353508.4,27145,149.253020227718,15.964,0.000422205017554654
"950",2020,"MCMA",33,21,353508.4,85712,309.266533456902,23.436,0.000874849178850918
"951",2020,"MCMA",33,21,353508.4,85712,59.3928616675663,23.436,0.000168009760638124
"952",2020,"MCMA",33,21,353508.4,27145,204.650735719994,15.964,0.000578913360248282
"953",2020,"MCMA",33,21,353508.4,27145,95.2882101512497,15.964,0.000269550059210049
"954",2020,"MCMA",33,21,353508.4,85712,855.231602624816,23.436,0.00241926812099745
"955",2020,"MCMA",33,21,353508.4,85712,43.9016018440251,23.436,0.000124188284759358
"956",2020,"MCMA",33,21,353508.4,85712,1030.41901274048,23.436,0.00291483600599158
"957",2020,"MCMA",33,21,353508.4,85712,440.494147664586,23.436,0.00124606416046856
"958",2020,"MCMA",33,21,353508.4,85712,8.41486164719781,23.436,2.38038520363245e-05
"959",2020,"MCMA",33,21,353508.4,85712,37.8494191932051,23.436,0.000107067948578323
"960",2020,"MCMA",33,21,353508.4,85712,31.5528214737943,23.436,8.92562142053605e-05
"961",2020,"MCMA",33,21,353508.4,85712,4.06194566372342,23.436,1.14903794753489e-05
"962",2020,"MCMA",33,21,353508.4,85712,27.6189027507613,23.436,7.81279956876874e-05
"963",2020,"MCMA",33,21,353508.4,85712,430.950321176754,23.436,0.00121906670726001
"964",2020,"MCMA",33,21,353508.4,85712,12.2556698679105,23.436,3.46686807665971e-05
"965",2020,"MCMA",33,21,353508.4,85712,41.3876182813768,23.436,0.000117076760499543
"966",2020,"MCMA",33,21,353508.4,85712,12.5350013748714,23.436,3.54588501287987e-05
"967",2020,"MCMA",33,21,353508.4,85712,69.1345479728285,23.436,0.000195566917144907
"968",2020,"MCMA",33,21,353508.4,85712,59.9631634942782,23.436,0.000169623023085953
"969",2020,"MCMA",33,21,353508.4,85712,32.0067351726058,23.436,9.05402394189382e-05
"970",2020,"MCMA",33,21,353508.4,85712,21.8111351685321,23.436,6.16990576985782e-05
"971",2020,"MCMA",33,21,353508.4,85712,106.192527896311,23.436,0.000300396052530324
"972",2020,"MCMA",33,21,353508.4,85712,38.8270794675683,23.436,0.000109833541346028
"973",2020,"MCMA",33,21,353508.4,85712,252.841569050796,23.436,0.000715234967686187
"974",2020,"MCMA",33,21,353508.4,85712,44.8792621183883,23.436,0.000126953877527064
"975",2020,"MCMA",33,21,353508.4,15690,133.389815284883,24.61,0.000377331388122271
"976",2020,"MCMA",33,21,353508.4,27145,242.893389150788,15.964,0.000687093684763326
"977",2020,"MCMA",33,21,353508.4,85712,48.114852074019,23.436,0.000136106672639233
"978",2020,"MCMA",33,21,353508.4,85712,676.796963740737,23.436,0.00191451451716773
"979",2020,"MCMA",33,21,353508.4,27145,427.849635989061,15.964,0.00121029552901448
"980",2020,"MCMA",33,21,353508.4,85712,10.8240958947358,23.436,3.06190627853136e-05
"981",2020,"MCMA",33,21,353508.4,85712,160.557422438581,23.436,0.000454182764648819
"982",2020,"MCMA",33,21,353508.4,85712,565.541552280759,23.436,0.0015997966449475
"983",2020,"MCMA",33,21,353508.4,85712,452.749817532496,23.436,0.00128073284123516
"984",2020,"MCMA",33,21,353508.4,27145,247.614016437312,15.964,0.000700447334313164
"985",2020,"MCMA",33,21,353508.4,85712,53.3639566423264,23.436,0.000150955271903939
"986",2020,"MCMA",33,21,353508.4,27145,274.640204696584,15.964,0.000776898666896131
"987",2020,"MCMA",33,21,353508.4,85712,206.984646658044,23.436,0.000585515497391417
"988",2020,"MCMA",33,22,353508.4,85712,180.156053619303,23.436,0.000509623119618382
"989",2020,"MCMA",33,22,353508.4,27145,457.360890297486,15.964,0.00129377658436825
"990",2020,"MCMA",33,22,353508.4,85712,52.8693559575118,23.436,0.000149556151869409
"991",2020,"MCMA",33,22,353508.4,85712,31.5540698408389,23.436,8.92597455699466e-05
"992",2020,"MCMA",33,22,353508.4,85712,69.1350601011301,23.436,0.000195568365846837
"993",2020,"MCMA",33,22,353508.4,85712,558.991051413446,23.436,0.0015812666726263
"994",2020,"MCMA",33,22,353508.4,85712,33.4971117521295,23.436,9.47561974542316e-05
"995",2020,"MCMA",33,22,353508.4,85712,28.1566552414565,23.436,7.96491829938314e-05
"996",2020,"MCMA",33,22,353508.4,85712,10.8438027624122,23.436,3.06748093182855e-05
"997",2020,"MCMA",33,22,353508.4,27145,225.567656846503,15.964,0.00063808287680435
