"","year","state","CVE_GEO","births"
"1",1970,"01",1,15353
"2",1970,"02",2,34333
"3",1970,"03",3,5113
"4",1970,"04",4,12073
"5",1970,"05",5,47468
"6",1970,"06",6,10386
"7",1970,"07",7,83111
"8",1970,"08",8,68452
"9",1970,"09",9,298537
"10",1970,"10",10,42644
"11",1970,"11",11,103624
"12",1970,"12",12,85806
"13",1970,"13",13,57592
"14",1970,"14",14,154621
"15",1970,"15",15,171152
"16",1970,"16",16,112109
"17",1970,"17",17,27021
"18",1970,"18",18,24257
"19",1970,"19",19,68631
"20",1970,"20",20,108232
"21",1970,"21",21,130600
"22",1970,"22",22,22889
"23",1970,"23",23,3946
"24",1970,"24",24,62505
"25",1970,"25",25,52232
"26",1970,"26",26,46911
"27",1970,"27",27,35807
"28",1970,"28",28,61615
"29",1970,"29",29,18779
"30",1970,"30",30,177570
"31",1970,"31",31,35363
"32",1970,"32",32,43853
"33",1970,"33",0,2222585
"34",1971,"01",1,15850
"35",1971,"02",2,34498
"36",1971,"03",3,5288
"37",1971,"04",4,12503
"38",1971,"05",5,48047
"39",1971,"06",6,10616
"40",1971,"07",7,84631
"41",1971,"08",8,68696
"42",1971,"09",9,298267
"43",1971,"10",10,43153
"44",1971,"11",11,105563
"45",1971,"12",12,87375
"46",1971,"13",13,58353
"47",1971,"14",14,157602
"48",1971,"15",15,181401
"49",1971,"16",16,113807
"50",1971,"17",17,27696
"51",1971,"18",18,24643
"52",1971,"19",19,69509
"53",1971,"20",20,109132
"54",1971,"21",21,133160
"55",1971,"22",22,23657
"56",1971,"23",23,4332
"57",1971,"24",24,63573
"58",1971,"25",25,53206
"59",1971,"26",26,47354
"60",1971,"27",27,36510
"61",1971,"28",28,61942
"62",1971,"29",29,19119
"63",1971,"30",30,180657
"64",1971,"31",31,35928
"65",1971,"32",32,44412
"66",1971,"33",0,2260480
"67",1972,"01",1,16364
"68",1972,"02",2,34641
"69",1972,"03",3,5469
"70",1972,"04",4,12943
"71",1972,"05",5,48612
"72",1972,"06",6,10853
"73",1972,"07",7,86166
"74",1972,"08",8,68913
"75",1972,"09",9,297800
"76",1972,"10",10,43665
"77",1972,"11",11,107544
"78",1972,"12",12,88973
"79",1972,"13",13,59124
"80",1972,"14",14,160649
"81",1972,"15",15,191885
"82",1972,"16",16,115525
"83",1972,"17",17,28378
"84",1972,"18",18,25030
"85",1972,"19",19,70355
"86",1972,"20",20,110004
"87",1972,"21",21,135777
"88",1972,"22",22,24445
"89",1972,"23",23,4727
"90",1972,"24",24,64663
"91",1972,"25",25,54185
"92",1972,"26",26,47786
"93",1972,"27",27,37222
"94",1972,"28",28,62246
"95",1972,"29",29,19465
"96",1972,"30",30,183763
"97",1972,"31",31,36500
"98",1972,"32",32,44977
"99",1972,"33",0,2298649
"100",1973,"01",1,16815
"101",1973,"02",2,34861
"102",1973,"03",3,5651
"103",1973,"04",4,13347
"104",1973,"05",5,49154
"105",1973,"06",6,11058
"106",1973,"07",7,87129
"107",1973,"08",8,69064
"108",1973,"09",9,297790
"109",1973,"10",10,43965
"110",1973,"11",11,108968
"111",1973,"12",12,89905
"112",1973,"13",13,59560
"113",1973,"14",14,162867
"114",1973,"15",15,202182
"115",1973,"16",16,116475
"116",1973,"17",17,29011
"117",1973,"18",18,25311
"118",1973,"19",19,71300
"119",1973,"20",20,109962
"120",1973,"21",21,137417
"121",1973,"22",22,25107
"122",1973,"23",23,5123
"123",1973,"24",24,65305
"124",1973,"25",25,55107
"125",1973,"26",26,48206
"126",1973,"27",27,37795
"127",1973,"28",28,62535
"128",1973,"29",29,19708
"129",1973,"30",30,186255
"130",1973,"31",31,36954
"131",1973,"32",32,45205
"132",1973,"33",0,2329092
"133",1974,"01",1,17213
"134",1974,"02",2,34933
"135",1974,"03",3,5813
"136",1974,"04",4,13711
"137",1974,"05",5,49508
"138",1974,"06",6,11230
"139",1974,"07",7,87786
"140",1974,"08",8,68938
"141",1974,"09",9,296540
"142",1974,"10",10,44106
"143",1974,"11",11,110035
"144",1974,"12",12,90526
"145",1974,"13",13,59792
"146",1974,"14",14,164542
"147",1974,"15",15,211911
"148",1974,"16",16,117028
"149",1974,"17",17,29538
"150",1974,"18",18,25504
"151",1974,"19",19,71963
"152",1974,"20",20,109500
"153",1974,"21",21,138604
"154",1974,"22",22,25691
"155",1974,"23",23,5508
"156",1974,"24",24,65732
"157",1974,"25",25,55831
"158",1974,"26",26,48434
"159",1974,"27",27,38235
"160",1974,"28",28,62574
"161",1974,"29",29,19883
"162",1974,"30",30,188080
"163",1974,"31",31,37276
"164",1974,"32",32,45287
"165",1974,"33",0,2351252
"166",1975,"01",1,17564
"167",1975,"02",2,34873
"168",1975,"03",3,5956
"169",1975,"04",4,14027
"170",1975,"05",5,49681
"171",1975,"06",6,11362
"172",1975,"07",7,88158
"173",1975,"08",8,68558
"174",1975,"09",9,294133
"175",1975,"10",10,44109
"176",1975,"11",11,110763
"177",1975,"12",12,90869
"178",1975,"13",13,59829
"179",1975,"14",14,165717
"180",1975,"15",15,221030
"181",1975,"16",16,117213
"182",1975,"17",17,29976
"183",1975,"18",18,25609
"184",1975,"19",19,72356
"185",1975,"20",20,108662
"186",1975,"21",21,139372
"187",1975,"22",22,26214
"188",1975,"23",23,5873
"189",1975,"24",24,65958
"190",1975,"25",25,56370
"191",1975,"26",26,48480
"192",1975,"27",27,38548
"193",1975,"28",28,62383
"194",1975,"29",29,19996
"195",1975,"30",30,189272
"196",1975,"31",31,37471
"197",1975,"32",32,45227
"198",1975,"33",0,2365609
"199",1976,"01",1,17816
"200",1976,"02",2,34573
"201",1976,"03",3,6055
"202",1976,"04",4,14257
"203",1976,"05",5,49524
"204",1976,"06",6,11427
"205",1976,"07",7,87985
"206",1976,"08",8,67726
"207",1976,"09",9,289737
"208",1976,"10",10,43836
"209",1976,"11",11,110825
"210",1976,"12",12,90660
"211",1976,"13",13,59508
"212",1976,"14",14,165897
"213",1976,"15",15,228783
"214",1976,"16",16,116694
"215",1976,"17",17,30225
"216",1976,"18",18,25554
"217",1976,"19",19,72256
"218",1976,"20",20,107146
"219",1976,"21",21,139322
"220",1976,"22",22,26584
"221",1976,"23",23,6198
"222",1976,"24",24,65796
"223",1976,"25",25,56547
"224",1976,"26",26,48200
"225",1976,"27",27,38618
"226",1976,"28",28,61779
"227",1976,"29",29,19992
"228",1976,"30",30,189263
"229",1976,"31",31,37430
"230",1976,"32",32,44901
"231",1976,"33",0,2365114
"232",1977,"01",1,18070
"233",1977,"02",2,34239
"234",1977,"03",3,6151
"235",1977,"04",4,14475
"236",1977,"05",5,49328
"237",1977,"06",6,11482
"238",1977,"07",7,87799
"239",1977,"08",8,66856
"240",1977,"09",9,285131
"241",1977,"10",10,43551
"242",1977,"11",11,110885
"243",1977,"12",12,90449
"244",1977,"13",13,59177
"245",1977,"14",14,166085
"246",1977,"15",15,236423
"247",1977,"16",16,116185
"248",1977,"17",17,30462
"249",1977,"18",18,25493
"250",1977,"19",19,72098
"251",1977,"20",20,105596
"252",1977,"21",21,139271
"253",1977,"22",22,26969
"254",1977,"23",23,6515
"255",1977,"24",24,65635
"256",1977,"25",25,56697
"257",1977,"26",26,47889
"258",1977,"27",27,38667
"259",1977,"28",28,61135
"260",1977,"29",29,19987
"261",1977,"30",30,189179
"262",1977,"31",31,37377
"263",1977,"32",32,44579
"264",1977,"33",0,2363835
"265",1978,"01",1,18306
"266",1978,"02",2,34068
"267",1978,"03",3,6263
"268",1978,"04",4,14703
"269",1978,"05",5,49253
"270",1978,"06",6,11550
"271",1978,"07",7,87432
"272",1978,"08",8,66130
"273",1978,"09",9,281891
"274",1978,"10",10,43218
"275",1978,"11",11,110797
"276",1978,"12",12,89992
"277",1978,"13",13,58771
"278",1978,"14",14,166072
"279",1978,"15",15,244369
"280",1978,"16",16,115400
"281",1978,"17",17,30732
"282",1978,"18",18,25413
"283",1978,"19",19,72223
"284",1978,"20",20,103762
"285",1978,"21",21,138896
"286",1978,"22",22,27300
"287",1978,"23",23,6846
"288",1978,"24",24,65317
"289",1978,"25",25,56933
"290",1978,"26",26,47701
"291",1978,"27",27,38699
"292",1978,"28",28,60662
"293",1978,"29",29,19956
"294",1978,"30",30,189177
"295",1978,"31",31,37350
"296",1978,"32",32,44121
"297",1978,"33",0,2363303
"298",1979,"01",1,18560
"299",1979,"02",2,33905
"300",1979,"03",3,6379
"301",1979,"04",4,14935
"302",1979,"05",5,49194
"303",1979,"06",6,11622
"304",1979,"07",7,87138
"305",1979,"08",8,65435
"306",1979,"09",9,278761
"307",1979,"10",10,42910
"308",1979,"11",11,110806
"309",1979,"12",12,89607
"310",1979,"13",13,58409
"311",1979,"14",14,166221
"312",1979,"15",15,252461
"313",1979,"16",16,114724
"314",1979,"17",17,31022
"315",1979,"18",18,25342
"316",1979,"19",19,72368
"317",1979,"20",20,101998
"318",1979,"21",21,138648
"319",1979,"22",22,27666
"320",1979,"23",23,7178
"321",1979,"24",24,65060
"322",1979,"25",25,57198
"323",1979,"26",26,47530
"324",1979,"27",27,38755
"325",1979,"28",28,60210
"326",1979,"29",29,19945
"327",1979,"30",30,189290
"328",1979,"31",31,37344
"329",1979,"32",32,43703
"330",1979,"33",0,2364324
"331",1980,"01",1,18868
"332",1980,"02",2,33869
"333",1980,"03",3,6506
"334",1980,"04",4,15125
"335",1980,"05",5,49200
"336",1980,"06",6,11691
"337",1980,"07",7,87574
"338",1980,"08",8,64894
"339",1980,"09",9,274246
"340",1980,"10",10,42677
"341",1980,"11",11,111323
"342",1980,"12",12,89519
"343",1980,"13",13,58277
"344",1980,"14",14,166611
"345",1980,"15",15,259255
"346",1980,"16",16,114492
"347",1980,"17",17,31283
"348",1980,"18",18,25273
"349",1980,"19",19,72454
"350",1980,"20",20,100906
"351",1980,"21",21,138791
"352",1980,"22",22,28162
"353",1980,"23",23,7593
"354",1980,"24",24,64988
"355",1980,"25",25,57396
"356",1980,"26",26,47375
"357",1980,"27",27,39006
"358",1980,"28",28,59781
"359",1980,"29",29,20052
"360",1980,"30",30,189158
"361",1980,"31",31,37393
"362",1980,"32",32,43430
"363",1980,"33",0,2367168
"364",1981,"01",1,19249
"365",1981,"02",2,34063
"366",1981,"03",3,6647
"367",1981,"04",4,15215
"368",1981,"05",5,49314
"369",1981,"06",6,11743
"370",1981,"07",7,89382
"371",1981,"08",8,64628
"372",1981,"09",9,266896
"373",1981,"10",10,42567
"374",1981,"11",11,112737
"375",1981,"12",12,89959
"376",1981,"13",13,58553
"377",1981,"14",14,167310
"378",1981,"15",15,263318
"379",1981,"16",16,115013
"380",1981,"17",17,31459
"381",1981,"18",18,25188
"382",1981,"19",19,72411
"383",1981,"20",20,101081
"384",1981,"21",21,139557
"385",1981,"22",22,28893
"386",1981,"23",23,8174
"387",1981,"24",24,65222
"388",1981,"25",25,57430
"389",1981,"26",26,47237
"390",1981,"27",27,39614
"391",1981,"28",28,59384
"392",1981,"29",29,20389
"393",1981,"30",30,188443
"394",1981,"31",31,37511
"395",1981,"32",32,43404
"396",1981,"33",0,2371991
"397",1982,"01",1,19671
"398",1982,"02",2,34351
"399",1982,"03",3,6792
"400",1982,"04",4,15256
"401",1982,"05",5,49463
"402",1982,"06",6,11785
"403",1982,"07",7,91902
"404",1982,"08",8,64477
"405",1982,"09",9,258099
"406",1982,"10",10,42510
"407",1982,"11",11,114606
"408",1982,"12",12,90668
"409",1982,"13",13,59031
"410",1982,"14",14,168174
"411",1982,"15",15,265999
"412",1982,"16",16,115929
"413",1982,"17",17,31596
"414",1982,"18",18,25090
"415",1982,"19",19,72270
"416",1982,"20",20,101904
"417",1982,"21",21,140659
"418",1982,"22",22,29749
"419",1982,"23",23,8835
"420",1982,"24",24,65622
"421",1982,"25",25,57368
"422",1982,"26",26,47086
"423",1982,"27",27,40400
"424",1982,"28",28,58978
"425",1982,"29",29,20840
"426",1982,"30",30,187424
"427",1982,"31",31,37656
"428",1982,"32",32,43509
"429",1982,"33",0,2377699
"430",1983,"01",1,19976
"431",1983,"02",2,35339
"432",1983,"03",3,7000
"433",1983,"04",4,15522
"434",1983,"05",5,50140
"435",1983,"06",6,11733
"436",1983,"07",7,95029
"437",1983,"08",8,64794
"438",1983,"09",9,248784
"439",1983,"10",10,42499
"440",1983,"11",11,115826
"441",1983,"12",12,91088
"442",1983,"13",13,58726
"443",1983,"14",14,168891
"444",1983,"15",15,269798
"445",1983,"16",16,116552
"446",1983,"17",17,31698
"447",1983,"18",18,24950
"448",1983,"19",19,72293
"449",1983,"20",20,102291
"450",1983,"21",21,141450
"451",1983,"22",22,30536
"452",1983,"23",23,9624
"453",1983,"24",24,65563
"454",1983,"25",25,57609
"455",1983,"26",26,47135
"456",1983,"27",27,41080
"457",1983,"28",28,58626
"458",1983,"29",29,21264
"459",1983,"30",30,185852
"460",1983,"31",31,38145
"461",1983,"32",32,43211
"462",1983,"33",0,2383024
"463",1984,"01",1,20277
"464",1984,"02",2,36355
"465",1984,"03",3,7214
"466",1984,"04",4,15799
"467",1984,"05",5,50833
"468",1984,"06",6,11669
"469",1984,"07",7,98262
"470",1984,"08",8,65117
"471",1984,"09",9,239347
"472",1984,"10",10,42489
"473",1984,"11",11,117024
"474",1984,"12",12,91514
"475",1984,"13",13,58360
"476",1984,"14",14,169606
"477",1984,"15",15,273584
"478",1984,"16",16,117182
"479",1984,"17",17,31787
"480",1984,"18",18,24804
"481",1984,"19",19,72281
"482",1984,"20",20,102679
"483",1984,"21",21,142261
"484",1984,"22",22,31329
"485",1984,"23",23,10435
"486",1984,"24",24,65489
"487",1984,"25",25,57850
"488",1984,"26",26,47167
"489",1984,"27",27,41753
"490",1984,"28",28,58248
"491",1984,"29",29,21696
"492",1984,"30",30,184231
"493",1984,"31",31,38649
"494",1984,"32",32,42901
"495",1984,"33",0,2388192
"496",1985,"01",1,20561
"497",1985,"02",2,37392
"498",1985,"03",3,7427
"499",1985,"04",4,16090
"500",1985,"05",5,51535
"501",1985,"06",6,11590
"502",1985,"07",7,101583
"503",1985,"08",8,65435
"504",1985,"09",9,229772
"505",1985,"10",10,42476
"506",1985,"11",11,118169
"507",1985,"12",12,91929
"508",1985,"13",13,57915
"509",1985,"14",14,170282
"510",1985,"15",15,277316
"511",1985,"16",16,117796
"512",1985,"17",17,31858
"513",1985,"18",18,24646
"514",1985,"19",19,72217
"515",1985,"20",20,103049
"516",1985,"21",21,143067
"517",1985,"22",22,32124
"518",1985,"23",23,11269
"519",1985,"24",24,65386
"520",1985,"25",25,58075
"521",1985,"26",26,47180
"522",1985,"27",27,42404
"523",1985,"28",28,57830
"524",1985,"29",29,22128
"525",1985,"30",30,182527
"526",1985,"31",31,39168
"527",1985,"32",32,42572
"528",1985,"33",0,2392768
"529",1986,"01",1,20835
"530",1986,"02",2,38468
"531",1986,"03",3,7645
"532",1986,"04",4,16394
"533",1986,"05",5,52256
"534",1986,"06",6,11499
"535",1986,"07",7,105019
"536",1986,"08",8,65764
"537",1986,"09",9,220085
"538",1986,"10",10,42472
"539",1986,"11",11,119285
"540",1986,"12",12,92358
"541",1986,"13",13,57396
"542",1986,"14",14,170965
"543",1986,"15",15,281038
"544",1986,"16",16,118418
"545",1986,"17",17,31912
"546",1986,"18",18,24490
"547",1986,"19",19,72107
"548",1986,"20",20,103423
"549",1986,"21",21,143905
"550",1986,"22",22,32927
"551",1986,"23",23,12129
"552",1986,"24",24,65264
"553",1986,"25",25,58294
"554",1986,"26",26,47176
"555",1986,"27",27,43047
"556",1986,"28",28,57390
"557",1986,"29",29,22564
"558",1986,"30",30,180772
"559",1986,"31",31,39706
"560",1986,"32",32,42232
"561",1986,"33",0,2397235
"562",1987,"01",1,21101
"563",1987,"02",2,39585
"564",1987,"03",3,7860
"565",1987,"04",4,16719
"566",1987,"05",5,53007
"567",1987,"06",6,11391
"568",1987,"07",7,108598
"569",1987,"08",8,66117
"570",1987,"09",9,210306
"571",1987,"10",10,42484
"572",1987,"11",11,120385
"573",1987,"12",12,92812
"574",1987,"13",13,56804
"575",1987,"14",14,171651
"576",1987,"15",15,284789
"577",1987,"16",16,119064
"578",1987,"17",17,31954
"579",1987,"18",18,24325
"580",1987,"19",19,71952
"581",1987,"20",20,103818
"582",1987,"21",21,144793
"583",1987,"22",22,33739
"584",1987,"23",23,13022
"585",1987,"24",24,65131
"586",1987,"25",25,58516
"587",1987,"26",26,47163
"588",1987,"27",27,43680
"589",1987,"28",28,56931
"590",1987,"29",29,23005
"591",1987,"30",30,178969
"592",1987,"31",31,40278
"593",1987,"32",32,41884
"594",1987,"33",0,2401833
"595",1988,"01",1,21679
"596",1988,"02",2,43183
"597",1988,"03",3,8233
"598",1988,"04",4,16871
"599",1988,"05",5,53793
"600",1988,"06",6,11429
"601",1988,"07",7,111154
"602",1988,"08",8,67733
"603",1988,"09",9,197497
"604",1988,"10",10,43261
"605",1988,"11",11,121664
"606",1988,"12",12,91930
"607",1988,"13",13,55979
"608",1988,"14",14,172599
"609",1988,"15",15,290106
"610",1988,"16",16,120048
"611",1988,"17",17,31612
"612",1988,"18",18,24239
"613",1988,"19",19,71340
"614",1988,"20",20,103979
"615",1988,"21",21,143191
"616",1988,"22",22,34503
"617",1988,"23",23,14447
"618",1988,"24",24,65095
"619",1988,"25",25,57930
"620",1988,"26",26,47276
"621",1988,"27",27,44546
"622",1988,"28",28,57757
"623",1988,"29",29,23098
"624",1988,"30",30,177829
"625",1988,"31",31,41030
"626",1988,"32",32,41464
"627",1988,"33",0,2406495
"628",1989,"01",1,22262
"629",1989,"02",2,46757
"630",1989,"03",3,8601
"631",1989,"04",4,17016
"632",1989,"05",5,54552
"633",1989,"06",6,11462
"634",1989,"07",7,113672
"635",1989,"08",8,69278
"636",1989,"09",9,185279
"637",1989,"10",10,43988
"638",1989,"11",11,122957
"639",1989,"12",12,91056
"640",1989,"13",13,55136
"641",1989,"14",14,173584
"642",1989,"15",15,295284
"643",1989,"16",16,120999
"644",1989,"17",17,31282
"645",1989,"18",18,24148
"646",1989,"19",19,70763
"647",1989,"20",20,104127
"648",1989,"21",21,141652
"649",1989,"22",22,35267
"650",1989,"23",23,15918
"651",1989,"24",24,65043
"652",1989,"25",25,57350
"653",1989,"26",26,47364
"654",1989,"27",27,45395
"655",1989,"28",28,58522
"656",1989,"29",29,23191
"657",1989,"30",30,176621
"658",1989,"31",31,41766
"659",1989,"32",32,41045
"660",1989,"33",0,2411337
"661",1990,"01",1,22820
"662",1990,"02",2,50358
"663",1990,"03",3,8895
"664",1990,"04",4,17232
"665",1990,"05",5,55022
"666",1990,"06",6,11501
"667",1990,"07",7,115026
"668",1990,"08",8,70730
"669",1990,"09",9,175305
"670",1990,"10",10,44620
"671",1990,"11",11,123683
"672",1990,"12",12,90053
"673",1990,"13",13,54251
"674",1990,"14",14,174821
"675",1990,"15",15,300535
"676",1990,"16",16,121745
"677",1990,"17",17,31096
"678",1990,"18",18,24106
"679",1990,"19",19,70244
"680",1990,"20",20,103835
"681",1990,"21",21,140235
"682",1990,"22",22,35947
"683",1990,"23",23,17400
"684",1990,"24",24,64928
"685",1990,"25",25,56718
"686",1990,"26",26,47416
"687",1990,"27",27,46099
"688",1990,"28",28,59307
"689",1990,"29",29,23239
"690",1990,"30",30,175260
"691",1990,"31",31,42512
"692",1990,"32",32,40654
"693",1990,"33",0,2415593
"694",1991,"01",1,23258
"695",1991,"02",2,50868
"696",1991,"03",3,8954
"697",1991,"04",4,17245
"698",1991,"05",5,55130
"699",1991,"06",6,11695
"700",1991,"07",7,114195
"701",1991,"08",8,71082
"702",1991,"09",9,173633
"703",1991,"10",10,43990
"704",1991,"11",11,123637
"705",1991,"12",12,89995
"706",1991,"13",13,55278
"707",1991,"14",14,173043
"708",1991,"15",15,299882
"709",1991,"16",16,120552
"710",1991,"17",17,32322
"711",1991,"18",18,24052
"712",1991,"19",19,72682
"713",1991,"20",20,101733
"714",1991,"21",21,141414
"715",1991,"22",22,35817
"716",1991,"23",23,18104
"717",1991,"24",24,65014
"718",1991,"25",25,57833
"719",1991,"26",26,48670
"720",1991,"27",27,46689
"721",1991,"28",28,60212
"722",1991,"29",29,23667
"723",1991,"30",30,175226
"724",1991,"31",31,42242
"725",1991,"32",32,40147
"726",1991,"33",0,2418261
"727",1992,"01",1,23687
"728",1992,"02",2,51325
"729",1992,"03",3,9006
"730",1992,"04",4,17238
"731",1992,"05",5,55200
"732",1992,"06",6,11889
"733",1992,"07",7,113212
"734",1992,"08",8,71371
"735",1992,"09",9,171769
"736",1992,"10",10,43318
"737",1992,"11",11,123459
"738",1992,"12",12,89858
"739",1992,"13",13,56309
"740",1992,"14",14,170989
"741",1992,"15",15,298713
"742",1992,"16",16,119194
"743",1992,"17",17,33586
"744",1992,"18",18,23974
"745",1992,"19",19,75162
"746",1992,"20",20,99477
"747",1992,"21",21,142513
"748",1992,"22",22,35598
"749",1992,"23",23,18791
"750",1992,"24",24,65055
"751",1992,"25",25,58941
"752",1992,"26",26,49951
"753",1992,"27",27,47235
"754",1992,"28",28,61111
"755",1992,"29",29,24081
"756",1992,"30",30,175063
"757",1992,"31",31,41905
"758",1992,"32",32,39589
"759",1992,"33",0,2418569
"760",1993,"01",1,24102
"761",1993,"02",2,51729
"762",1993,"03",3,9051
"763",1993,"04",4,17192
"764",1993,"05",5,55227
"765",1993,"06",6,12080
"766",1993,"07",7,112062
"767",1993,"08",8,71586
"768",1993,"09",9,169697
"769",1993,"10",10,42601
"770",1993,"11",11,123121
"771",1993,"12",12,89640
"772",1993,"13",13,57334
"773",1993,"14",14,168649
"774",1993,"15",15,297002
"775",1993,"16",16,117653
"776",1993,"17",17,34881
"777",1993,"18",18,23866
"778",1993,"19",19,77679
"779",1993,"20",20,97048
"780",1993,"21",21,143518
"781",1993,"22",22,35274
"782",1993,"23",23,19466
"783",1993,"24",24,65047
"784",1993,"25",25,60040
"785",1993,"26",26,51252
"786",1993,"27",27,47736
"787",1993,"28",28,62000
"788",1993,"29",29,24483
"789",1993,"30",30,174762
"790",1993,"31",31,41492
"791",1993,"32",32,38968
"792",1993,"33",0,2416238
"793",1994,"01",1,24485
"794",1994,"02",2,52052
"795",1994,"03",3,9080
"796",1994,"04",4,17112
"797",1994,"05",5,55180
"798",1994,"06",6,12260
"799",1994,"07",7,110686
"800",1994,"08",8,71695
"801",1994,"09",9,167307
"802",1994,"10",10,41815
"803",1994,"11",11,122544
"804",1994,"12",12,89288
"805",1994,"13",13,58326
"806",1994,"14",14,165911
"807",1994,"15",15,294581
"808",1994,"16",16,115853
"809",1994,"17",17,36185
"810",1994,"18",18,23712
"811",1994,"19",19,80184
"812",1994,"20",20,94409
"813",1994,"21",21,144351
"814",1994,"22",22,34822
"815",1994,"23",23,20112
"816",1994,"24",24,64951
"817",1994,"25",25,61096
"818",1994,"26",26,52547
"819",1994,"27",27,48165
"820",1994,"28",28,62846
"821",1994,"29",29,24859
"822",1994,"30",30,174230
"823",1994,"31",31,40974
"824",1994,"32",32,38267
"825",1994,"33",0,2409885
"826",1995,"01",1,24778
"827",1995,"02",2,52183
"828",1995,"03",3,9077
"829",1995,"04",4,16947
"830",1995,"05",5,54934
"831",1995,"06",6,12402
"832",1995,"07",7,108842
"833",1995,"08",8,71530
"834",1995,"09",9,164215
"835",1995,"10",10,40873
"836",1995,"11",11,121448
"837",1995,"12",12,88610
"838",1995,"13",13,59153
"839",1995,"14",14,162404
"840",1995,"15",15,290787
"841",1995,"16",16,113552
"842",1995,"17",17,37420
"843",1995,"18",18,23462
"844",1995,"19",19,82491
"845",1995,"20",20,91352
"846",1995,"21",21,144681
"847",1995,"22",22,34157
"848",1995,"23",23,20683
"849",1995,"24",24,64631
"850",1995,"25",25,61970
"851",1995,"26",26,53853
"852",1995,"27",27,48415
"853",1995,"28",28,63501
"854",1995,"29",29,25143
"855",1995,"30",30,173082
"856",1995,"31",31,40266
"857",1995,"32",32,37401
"858",1995,"33",0,2394243
"859",1996,"01",1,24811
"860",1996,"02",2,52842
"861",1996,"03",3,9104
"862",1996,"04",4,16906
"863",1996,"05",5,54639
"864",1996,"06",6,12378
"865",1996,"07",7,108474
"866",1996,"08",8,71208
"867",1996,"09",9,160303
"868",1996,"10",10,40140
"869",1996,"11",11,120898
"870",1996,"12",12,87607
"871",1996,"13",13,58560
"872",1996,"14",14,161865
"873",1996,"15",15,291972
"874",1996,"16",16,111895
"875",1996,"17",17,37270
"876",1996,"18",18,23240
"877",1996,"19",19,82506
"878",1996,"20",20,90035
"879",1996,"21",21,143538
"880",1996,"22",22,34331
"881",1996,"23",23,21256
"882",1996,"24",24,63694
"883",1996,"25",25,61163
"884",1996,"26",26,53245
"885",1996,"27",27,48215
"886",1996,"28",28,63262
"887",1996,"29",29,25114
"888",1996,"30",30,169976
"889",1996,"31",31,39888
"890",1996,"32",32,36950
"891",1996,"33",0,2377285
"892",1997,"01",1,24804
"893",1997,"02",2,53633
"894",1997,"03",3,9171
"895",1997,"04",4,16837
"896",1997,"05",5,54338
"897",1997,"06",6,12386
"898",1997,"07",7,108845
"899",1997,"08",8,70981
"900",1997,"09",9,156396
"901",1997,"10",10,39353
"902",1997,"11",11,120434
"903",1997,"12",12,86697
"904",1997,"13",13,58028
"905",1997,"14",14,161001
"906",1997,"15",15,293242
"907",1997,"16",16,110119
"908",1997,"17",17,36914
"909",1997,"18",18,22979
"910",1997,"19",19,82345
"911",1997,"20",20,89287
"912",1997,"21",21,143035
"913",1997,"22",22,34602
"914",1997,"23",23,21918
"915",1997,"24",24,62797
"916",1997,"25",25,60259
"917",1997,"26",26,52715
"918",1997,"27",27,48012
"919",1997,"28",28,63169
"920",1997,"29",29,25078
"921",1997,"30",30,166873
"922",1997,"31",31,39540
"923",1997,"32",32,36469
"924",1997,"33",0,2362257
"925",1998,"01",1,24790
"926",1998,"02",2,54426
"927",1998,"03",3,9239
"928",1998,"04",4,16771
"929",1998,"05",5,54057
"930",1998,"06",6,12396
"931",1998,"07",7,109223
"932",1998,"08",8,70779
"933",1998,"09",9,152546
"934",1998,"10",10,38576
"935",1998,"11",11,119962
"936",1998,"12",12,85789
"937",1998,"13",13,57502
"938",1998,"14",14,160119
"939",1998,"15",15,294511
"940",1998,"16",16,108343
"941",1998,"17",17,36562
"942",1998,"18",18,22724
"943",1998,"19",19,82203
"944",1998,"20",20,88529
"945",1998,"21",21,142464
"946",1998,"22",22,34865
"947",1998,"23",23,22558
"948",1998,"24",24,61893
"949",1998,"25",25,59372
"950",1998,"26",26,52199
"951",1998,"27",27,47810
"952",1998,"28",28,63099
"953",1998,"29",29,25038
"954",1998,"30",30,163820
"955",1998,"31",31,39179
"956",1998,"32",32,35986
"957",1998,"33",0,2347330
"958",1999,"01",1,24777
"959",1999,"02",2,55216
"960",1999,"03",3,9309
"961",1999,"04",4,16701
"962",1999,"05",5,53799
"963",1999,"06",6,12410
"964",1999,"07",7,109620
"965",1999,"08",8,70599
"966",1999,"09",9,148765
"967",1999,"10",10,37809
"968",1999,"11",11,119490
"969",1999,"12",12,84887
"970",1999,"13",13,56982
"971",1999,"14",14,159239
"972",1999,"15",15,295809
"973",1999,"16",16,106574
"974",1999,"17",17,36209
"975",1999,"18",18,22480
"976",1999,"19",19,82088
"977",1999,"20",20,87767
"978",1999,"21",21,141839
"979",1999,"22",22,35109
"980",1999,"23",23,23176
"981",1999,"24",24,60993
"982",1999,"25",25,58501
"983",1999,"26",26,51699
"984",1999,"27",27,47613
"985",1999,"28",28,63051
"986",1999,"29",29,24990
"987",1999,"30",30,160838
"988",1999,"31",31,38813
"989",1999,"32",32,35511
"990",1999,"33",0,2332663
"991",2000,"01",1,24834
"992",2000,"02",2,56029
"993",2000,"03",3,9450
"994",2000,"04",4,16706
"995",2000,"05",5,53857
"996",2000,"06",6,12395
