"","year","state","CVE_GEO","births"
"2144",2034,"32",32,27991
"2145",2034,"33",0,1924719
"2146",2035,"01",1,22046
"2147",2035,"02",2,53544
"2148",2035,"03",3,14644
"2149",2035,"04",4,17571
"2150",2035,"05",5,59738
"2151",2035,"06",6,12846
"2152",2035,"07",7,129671
"2153",2035,"08",8,54694
"2154",2035,"09",9,76281
"2155",2035,"10",10,29130
"2156",2035,"11",11,94584
"2157",2035,"12",12,54223
"2158",2035,"13",13,48353
"2159",2035,"14",14,121294
"2160",2035,"15",15,232154
"2161",2035,"16",16,81078
"2162",2035,"17",17,30543
"2163",2035,"18",18,21484
"2164",2035,"19",19,88545
"2165",2035,"20",20,63409
"2166",2035,"21",21,104576
"2167",2035,"22",22,36966
"2168",2035,"23",23,29190
"2169",2035,"24",24,41390
"2170",2035,"25",25,44834
"2171",2035,"26",26,47386
"2172",2035,"27",27,42727
"2173",2035,"28",28,58841
"2174",2035,"29",29,21446
"2175",2035,"30",30,116814
"2176",2035,"31",31,31735
"2177",2035,"32",32,27789
"2178",2035,"33",0,1909526
"2179",2036,"01",1,21730
"2180",2036,"02",2,53127
"2181",2036,"03",3,14716
"2182",2036,"04",4,17629
"2183",2036,"05",5,60054
"2184",2036,"06",6,12856
"2185",2036,"07",7,130066
"2186",2036,"08",8,53894
"2187",2036,"09",9,74950
"2188",2036,"10",10,28711
"2189",2036,"11",11,93407
"2190",2036,"12",12,52977
"2191",2036,"13",13,48084
"2192",2036,"14",14,119368
"2193",2036,"15",15,229788
"2194",2036,"16",16,80863
"2195",2036,"17",17,30463
"2196",2036,"18",18,21285
"2197",2036,"19",19,88259
"2198",2036,"20",20,62705
"2199",2036,"21",21,103476
"2200",2036,"22",22,36861
"2201",2036,"23",23,29090
"2202",2036,"24",24,40860
"2203",2036,"25",25,44379
"2204",2036,"26",26,46933
"2205",2036,"27",27,42788
"2206",2036,"28",28,58658
"2207",2036,"29",29,21294
"2208",2036,"30",30,115813
"2209",2036,"31",31,31575
"2210",2036,"32",32,27599
"2211",2036,"33",0,1894258
"2212",2037,"01",1,21626
"2213",2037,"02",2,52899
"2214",2037,"03",3,14667
"2215",2037,"04",4,17551
"2216",2037,"05",5,59834
"2217",2037,"06",6,12802
"2218",2037,"07",7,129626
"2219",2037,"08",8,53401
"2220",2037,"09",9,73172
"2221",2037,"10",10,28509
"2222",2037,"11",11,92668
"2223",2037,"12",12,52421
"2224",2037,"13",13,47803
"2225",2037,"14",14,118856
"2226",2037,"15",15,227263
"2227",2037,"16",16,79989
"2228",2037,"17",17,30252
"2229",2037,"18",18,21267
"2230",2037,"19",19,87915
"2231",2037,"20",20,61947
"2232",2037,"21",21,102533
"2233",2037,"22",22,36689
"2234",2037,"23",23,29074
"2235",2037,"24",24,40468
"2236",2037,"25",25,43999
"2237",2037,"26",26,46861
"2238",2037,"27",27,42385
"2239",2037,"28",28,58185
"2240",2037,"29",29,21134
"2241",2037,"30",30,114371
"2242",2037,"31",31,31326
"2243",2037,"32",32,27386
"2244",2037,"33",0,1878879
"2245",2038,"01",1,21310
"2246",2038,"02",2,52461
"2247",2038,"03",3,14726
"2248",2038,"04",4,17604
"2249",2038,"05",5,60130
"2250",2038,"06",6,12806
"2251",2038,"07",7,129960
"2252",2038,"08",8,52597
"2253",2038,"09",9,71920
"2254",2038,"10",10,28075
"2255",2038,"11",11,91495
"2256",2038,"12",12,51193
"2257",2038,"13",13,47520
"2258",2038,"14",14,116913
"2259",2038,"15",15,224899
"2260",2038,"16",16,79762
"2261",2038,"17",17,30169
"2262",2038,"18",18,21037
"2263",2038,"19",19,87597
"2264",2038,"20",20,61241
"2265",2038,"21",21,101434
"2266",2038,"22",22,36580
"2267",2038,"23",23,28955
"2268",2038,"24",24,39958
"2269",2038,"25",25,43549
"2270",2038,"26",26,46391
"2271",2038,"27",27,42431
"2272",2038,"28",28,57982
"2273",2038,"29",29,20979
"2274",2038,"30",30,113343
"2275",2038,"31",31,31171
"2276",2038,"32",32,27180
"2277",2038,"33",0,1863368
"2278",2039,"01",1,21205
"2279",2039,"02",2,52216
"2280",2039,"03",3,14662
"2281",2039,"04",4,17523
"2282",2039,"05",5,59883
"2283",2039,"06",6,12743
"2284",2039,"07",7,129466
"2285",2039,"08",8,52097
"2286",2039,"09",9,70243
"2287",2039,"10",10,27855
"2288",2039,"11",11,90741
"2289",2039,"12",12,50643
"2290",2039,"13",13,47215
"2291",2039,"14",14,116347
"2292",2039,"15",15,222360
"2293",2039,"16",16,78867
"2294",2039,"17",17,29959
"2295",2039,"18",18,20998
"2296",2039,"19",19,87237
"2297",2039,"20",20,60490
"2298",2039,"21",21,100481
"2299",2039,"22",22,36401
"2300",2039,"23",23,28916
"2301",2039,"24",24,39591
"2302",2039,"25",25,43180
"2303",2039,"26",26,46303
"2304",2039,"27",27,42014
"2305",2039,"28",28,57492
"2306",2039,"29",29,20820
"2307",2039,"30",30,111889
"2308",2039,"31",31,30924
"2309",2039,"32",32,26955
"2310",2039,"33",0,1847716
"2311",2040,"01",1,20886
"2312",2040,"02",2,51763
"2313",2040,"03",3,14705
"2314",2040,"04",4,17564
"2315",2040,"05",5,60150
"2316",2040,"06",6,12737
"2317",2040,"07",7,129751
"2318",2040,"08",8,51304
"2319",2040,"09",9,69067
"2320",2040,"10",10,27416
"2321",2040,"11",11,89553
"2322",2040,"12",12,49446
"2323",2040,"13",13,46913
"2324",2040,"14",14,114382
"2325",2040,"15",15,219970
"2326",2040,"16",16,78615
"2327",2040,"17",17,29867
"2328",2040,"18",18,20749
"2329",2040,"19",19,86898
"2330",2040,"20",20,59797
"2331",2040,"21",21,99376
"2332",2040,"22",22,36282
"2333",2040,"23",23,28773
"2334",2040,"24",24,39092
"2335",2040,"25",25,42734
"2336",2040,"26",26,45826
"2337",2040,"27",27,42039
"2338",2040,"28",28,57273
"2339",2040,"29",29,20664
"2340",2040,"30",30,110826
"2341",2040,"31",31,30769
"2342",2040,"32",32,26740
"2343",2040,"33",0,1831927
"2344",2041,"01",1,20782
"2345",2041,"02",2,51497
"2346",2041,"03",3,14631
"2347",2041,"04",4,17471
"2348",2041,"05",5,59874
"2349",2041,"06",6,12671
"2350",2041,"07",7,129212
"2351",2041,"08",8,50812
"2352",2041,"09",9,67471
"2353",2041,"10",10,27203
"2354",2041,"11",11,88778
"2355",2041,"12",12,48905
"2356",2041,"13",13,46599
"2357",2041,"14",14,113773
"2358",2041,"15",15,217400
"2359",2041,"16",16,77716
"2360",2041,"17",17,29642
"2361",2041,"18",18,20690
"2362",2041,"19",19,86517
"2363",2041,"20",20,59056
"2364",2041,"21",21,98428
"2365",2041,"22",22,36089
"2366",2041,"23",23,28710
"2367",2041,"24",24,38725
"2368",2041,"25",25,42372
"2369",2041,"26",26,45734
"2370",2041,"27",27,41609
"2371",2041,"28",28,56777
"2372",2041,"29",29,20500
"2373",2041,"30",30,109344
"2374",2041,"31",31,30526
"2375",2041,"32",32,26504
"2376",2041,"33",0,1816018
"2377",2042,"01",1,20473
"2378",2042,"02",2,51022
"2379",2042,"03",3,14665
"2380",2042,"04",4,17500
"2381",2042,"05",5,60110
"2382",2042,"06",6,12656
"2383",2042,"07",7,129455
"2384",2042,"08",8,50028
"2385",2042,"09",9,66353
"2386",2042,"10",10,26771
"2387",2042,"11",11,87578
"2388",2042,"12",12,47744
"2389",2042,"13",13,46282
"2390",2042,"14",14,111799
"2391",2042,"15",15,214964
"2392",2042,"16",16,77445
"2393",2042,"17",17,29531
"2394",2042,"18",18,20438
"2395",2042,"19",19,86165
"2396",2042,"20",20,58376
"2397",2042,"21",21,97323
"2398",2042,"22",22,35958
"2399",2042,"23",23,28546
"2400",2042,"24",24,38230
"2401",2042,"25",25,41938
"2402",2042,"26",26,45255
"2403",2042,"27",27,41619
"2404",2042,"28",28,56551
"2405",2042,"29",29,20338
"2406",2042,"30",30,108251
"2407",2042,"31",31,30369
"2408",2042,"32",32,26279
"2409",2042,"33",0,1800012
"2410",2043,"01",1,20366
"2411",2043,"02",2,50742
"2412",2043,"03",3,14581
"2413",2043,"04",4,17397
"2414",2043,"05",5,59795
"2415",2043,"06",6,12579
"2416",2043,"07",7,128891
"2417",2043,"08",8,49548
"2418",2043,"09",9,64828
"2419",2043,"10",10,26565
"2420",2043,"11",11,86782
"2421",2043,"12",12,47214
"2422",2043,"13",13,45952
"2423",2043,"14",14,111159
"2424",2043,"15",15,212360
"2425",2043,"16",16,76540
"2426",2043,"17",17,29294
"2427",2043,"18",18,20372
"2428",2043,"19",19,85773
"2429",2043,"20",20,57659
"2430",2043,"21",21,96383
"2431",2043,"22",22,35753
"2432",2043,"23",23,28458
"2433",2043,"24",24,37862
"2434",2043,"25",25,41583
"2435",2043,"26",26,45162
"2436",2043,"27",27,41185
"2437",2043,"28",28,56062
"2438",2043,"29",29,20172
"2439",2043,"30",30,106750
"2440",2043,"31",31,30121
"2441",2043,"32",32,26034
"2442",2043,"33",0,1783922
"2443",2044,"01",1,20053
"2444",2044,"02",2,50261
"2445",2044,"03",3,14605
"2446",2044,"04",4,17417
"2447",2044,"05",5,59996
"2448",2044,"06",6,12561
"2449",2044,"07",7,129100
"2450",2044,"08",8,48786
"2451",2044,"09",9,63758
"2452",2044,"10",10,26139
"2453",2044,"11",11,85559
"2454",2044,"12",12,46090
"2455",2044,"13",13,45624
"2456",2044,"14",14,109177
"2457",2044,"15",15,209888
"2458",2044,"16",16,76247
"2459",2044,"17",17,29175
"2460",2044,"18",18,20115
"2461",2044,"19",19,85413
"2462",2044,"20",20,57004
"2463",2044,"21",21,95291
"2464",2044,"22",22,35604
"2465",2044,"23",23,28278
"2466",2044,"24",24,37362
"2467",2044,"25",25,41163
"2468",2044,"26",26,44692
"2469",2044,"27",27,41183
"2470",2044,"28",28,55845
"2471",2044,"29",29,20005
"2472",2044,"30",30,105628
"2473",2044,"31",31,29963
"2474",2044,"32",32,25801
"2475",2044,"33",0,1767783
"2476",2045,"01",1,19953
"2477",2045,"02",2,49968
"2478",2045,"03",3,14515
"2479",2045,"04",4,17304
"2480",2045,"05",5,59658
"2481",2045,"06",6,12475
"2482",2045,"07",7,128513
"2483",2045,"08",8,48314
"2484",2045,"09",9,62301
"2485",2045,"10",10,25941
"2486",2045,"11",11,84737
"2487",2045,"12",12,45577
"2488",2045,"13",13,45294
"2489",2045,"14",14,108511
"2490",2045,"15",15,207267
"2491",2045,"16",16,75345
"2492",2045,"17",17,28925
"2493",2045,"18",18,20049
"2494",2045,"19",19,85017
"2495",2045,"20",20,56312
"2496",2045,"21",21,94359
"2497",2045,"22",22,35383
"2498",2045,"23",23,28172
"2499",2045,"24",24,36996
"2500",2045,"25",25,40816
"2501",2045,"26",26,44600
"2502",2045,"27",27,40739
"2503",2045,"28",28,55363
"2504",2045,"29",29,19835
"2505",2045,"30",30,104113
"2506",2045,"31",31,29714
"2507",2045,"32",32,25550
"2508",2045,"33",0,1751616
"2509",2046,"01",1,19646
"2510",2046,"02",2,49475
"2511",2046,"03",3,14528
"2512",2046,"04",4,17314
"2513",2046,"05",5,59839
"2514",2046,"06",6,12444
"2515",2046,"07",7,128704
"2516",2046,"08",8,47567
"2517",2046,"09",9,61274
"2518",2046,"10",10,25536
"2519",2046,"11",11,83505
"2520",2046,"12",12,44486
"2521",2046,"13",13,44966
"2522",2046,"14",14,106551
"2523",2046,"15",15,204781
"2524",2046,"16",16,75048
"2525",2046,"17",17,28794
"2526",2046,"18",18,19796
"2527",2046,"19",19,84644
"2528",2046,"20",20,55677
"2529",2046,"21",21,93277
"2530",2046,"22",22,35220
"2531",2046,"23",23,27971
"2532",2046,"24",24,36496
"2533",2046,"25",25,40401
"2534",2046,"26",26,44135
"2535",2046,"27",27,40729
"2536",2046,"28",28,55150
"2537",2046,"29",29,19665
"2538",2046,"30",30,102974
"2539",2046,"31",31,29549
"2540",2046,"32",32,25309
"2541",2046,"33",0,1735451
"2542",2047,"01",1,19540
"2543",2047,"02",2,49166
"2544",2047,"03",3,14423
"2545",2047,"04",4,17201
"2546",2047,"05",5,59474
"2547",2047,"06",6,12354
"2548",2047,"07",7,128105
"2549",2047,"08",8,47111
"2550",2047,"09",9,59880
"2551",2047,"10",10,25338
"2552",2047,"11",11,82662
"2553",2047,"12",12,43987
"2554",2047,"13",13,44628
"2555",2047,"14",14,105872
"2556",2047,"15",15,202157
"2557",2047,"16",16,74149
"2558",2047,"17",17,28540
"2559",2047,"18",18,19735
"2560",2047,"19",19,84247
"2561",2047,"20",20,55005
"2562",2047,"21",21,92356
"2563",2047,"22",22,34983
"2564",2047,"23",23,27856
"2565",2047,"24",24,36132
"2566",2047,"25",25,40060
"2567",2047,"26",26,44048
"2568",2047,"27",27,40292
"2569",2047,"28",28,54691
"2570",2047,"29",29,19496
"2571",2047,"30",30,101465
"2572",2047,"31",31,29300
"2573",2047,"32",32,25062
"2574",2047,"33",0,1719315
"2575",2048,"01",1,19240
"2576",2048,"02",2,48667
"2577",2048,"03",3,14431
"2578",2048,"04",4,17205
"2579",2048,"05",5,59625
"2580",2048,"06",6,12317
"2581",2048,"07",7,128292
"2582",2048,"08",8,46386
"2583",2048,"09",9,58898
"2584",2048,"10",10,24950
"2585",2048,"11",11,81418
"2586",2048,"12",12,42930
"2587",2048,"13",13,44301
"2588",2048,"14",14,103929
"2589",2048,"15",15,199669
"2590",2048,"16",16,73846
"2591",2048,"17",17,28398
"2592",2048,"18",18,19485
"2593",2048,"19",19,83862
"2594",2048,"20",20,54389
"2595",2048,"21",21,91288
"2596",2048,"22",22,34802
"2597",2048,"23",23,27640
"2598",2048,"24",24,35640
"2599",2048,"25",25,39656
"2600",2048,"26",26,43601
"2601",2048,"27",27,40278
"2602",2048,"28",28,54492
"2603",2048,"29",29,19328
"2604",2048,"30",30,100318
"2605",2048,"31",31,29128
"2606",2048,"32",32,24823
"2607",2048,"33",0,1703232
"2608",2049,"01",1,19136
"2609",2049,"02",2,48352
"2610",2049,"03",3,14323
"2611",2049,"04",4,17085
"2612",2049,"05",5,59245
"2613",2049,"06",6,12224
"2614",2049,"07",7,127689
"2615",2049,"08",8,45941
"2616",2049,"09",9,57562
"2617",2049,"10",10,24765
"2618",2049,"11",11,80566
"2619",2049,"12",12,42449
"2620",2049,"13",13,43964
"2621",2049,"14",14,103250
"2622",2049,"15",15,197062
"2623",2049,"16",16,72959
"2624",2049,"17",17,28138
"2625",2049,"18",18,19426
"2626",2049,"19",19,83457
"2627",2049,"20",20,53748
"2628",2049,"21",21,90383
"2629",2049,"22",22,34554
"2630",2049,"23",23,27510
"2631",2049,"24",24,35271
"2632",2049,"25",25,39328
"2633",2049,"26",26,43517
"2634",2049,"27",27,39847
"2635",2049,"28",28,54046
"2636",2049,"29",29,19152
"2637",2049,"30",30,98824
"2638",2049,"31",31,28872
"2639",2049,"32",32,24579
"2640",2049,"33",0,1687224
"2641",2050,"01",1,18838
"2642",2050,"02",2,47847
"2643",2050,"03",3,14322
"2644",2050,"04",4,17087
"2645",2050,"05",5,59376
"2646",2050,"06",6,12184
"2647",2050,"07",7,127869
"2648",2050,"08",8,45236
"2649",2050,"09",9,56625
"2650",2050,"10",10,24385
"2651",2050,"11",11,79326
"2652",2050,"12",12,41432
"2653",2050,"13",13,43635
"2654",2050,"14",14,101337
"2655",2050,"15",15,194588
"2656",2050,"16",16,72664
"2657",2050,"17",17,27990
"2658",2050,"18",18,19182
"2659",2050,"19",19,83067
"2660",2050,"20",20,53158
"2661",2050,"21",21,89332
"2662",2050,"22",22,34360
"2663",2050,"23",23,27282
"2664",2050,"24",24,34781
"2665",2050,"25",25,38928
"2666",2050,"26",26,43082
"2667",2050,"27",27,39837
"2668",2050,"28",28,53863
"2669",2050,"29",29,18978
"2670",2050,"30",30,97692
"2671",2050,"31",31,28701
"2672",2050,"32",32,24343
"2673",2050,"33",0,1671327
