"","year","state","CVE_GEO","age","sex","population","ferty_rate"
"944",2020,"MCMA",33,21,"Female",174491.4,15.964
"945",2020,"MCMA",33,21,"Female",174491.4,15.964
"946",2020,"MCMA",33,21,"Female",174491.4,23.436
"947",2020,"MCMA",33,21,"Female",174491.4,23.436
"948",2020,"MCMA",33,21,"Female",174491.4,23.436
"949",2020,"MCMA",33,21,"Female",174491.4,15.964
"950",2020,"MCMA",33,21,"Female",174491.4,23.436
"951",2020,"MCMA",33,21,"Female",174491.4,23.436
"952",2020,"MCMA",33,21,"Female",174491.4,15.964
"953",2020,"MCMA",33,21,"Female",174491.4,15.964
"954",2020,"MCMA",33,21,"Female",174491.4,23.436
"955",2020,"MCMA",33,21,"Female",174491.4,23.436
"956",2020,"MCMA",33,21,"Female",174491.4,23.436
"957",2020,"MCMA",33,21,"Female",174491.4,23.436
"958",2020,"MCMA",33,21,"Female",174491.4,23.436
"959",2020,"MCMA",33,21,"Female",174491.4,23.436
"960",2020,"MCMA",33,21,"Female",174491.4,23.436
"961",2020,"MCMA",33,21,"Female",174491.4,23.436
"962",2020,"MCMA",33,21,"Female",174491.4,23.436
"963",2020,"MCMA",33,21,"Female",174491.4,23.436
"964",2020,"MCMA",33,21,"Female",174491.4,23.436
"965",2020,"MCMA",33,21,"Female",174491.4,23.436
"966",2020,"MCMA",33,21,"Female",174491.4,23.436
"967",2020,"MCMA",33,21,"Female",174491.4,23.436
"968",2020,"MCMA",33,21,"Female",174491.4,23.436
"969",2020,"MCMA",33,21,"Female",174491.4,23.436
"970",2020,"MCMA",33,21,"Female",174491.4,23.436
"971",2020,"MCMA",33,21,"Female",174491.4,23.436
"972",2020,"MCMA",33,21,"Female",174491.4,23.436
"973",2020,"MCMA",33,21,"Female",174491.4,23.436
"974",2020,"MCMA",33,21,"Female",174491.4,23.436
"975",2020,"MCMA",33,21,"Female",174491.4,24.61
"976",2020,"MCMA",33,21,"Female",174491.4,15.964
"977",2020,"MCMA",33,21,"Female",174491.4,23.436
"978",2020,"MCMA",33,21,"Female",174491.4,23.436
"979",2020,"MCMA",33,21,"Female",174491.4,15.964
"980",2020,"MCMA",33,21,"Female",174491.4,23.436
"981",2020,"MCMA",33,21,"Female",174491.4,23.436
"982",2020,"MCMA",33,21,"Female",174491.4,23.436
"983",2020,"MCMA",33,21,"Female",174491.4,23.436
"984",2020,"MCMA",33,21,"Female",174491.4,15.964
"985",2020,"MCMA",33,21,"Female",174491.4,23.436
"986",2020,"MCMA",33,21,"Female",174491.4,15.964
"987",2020,"MCMA",33,21,"Female",174491.4,23.436
"988",2020,"MCMA",33,22,"Female",174491.4,23.436
"989",2020,"MCMA",33,22,"Female",174491.4,15.964
"990",2020,"MCMA",33,22,"Female",174491.4,23.436
"991",2020,"MCMA",33,22,"Female",174491.4,23.436
"992",2020,"MCMA",33,22,"Female",174491.4,23.436
"993",2020,"MCMA",33,22,"Female",174491.4,23.436
"994",2020,"MCMA",33,22,"Female",174491.4,23.436
"995",2020,"MCMA",33,22,"Female",174491.4,23.436
"996",2020,"MCMA",33,22,"Female",174491.4,23.436
"997",2020,"MCMA",33,22,"Female",174491.4,15.964
"998",2020,"MCMA",33,22,"Female",174491.4,15.964
"999",2020,"MCMA",33,22,"Female",174491.4,23.436
"1000",2020,"MCMA",33,22,"Female",174491.4,23.436
"1001",2020,"MCMA",33,22,"Female",174491.4,23.436
"1002",2020,"MCMA",33,22,"Female",174491.4,23.436
"1003",2020,"MCMA",33,22,"Female",174491.4,23.436
"1004",2020,"MCMA",33,22,"Female",174491.4,23.436
"1005",2020,"MCMA",33,22,"Female",174491.4,23.436
"1006",2020,"MCMA",33,22,"Female",174491.4,15.964
"1007",2020,"MCMA",33,22,"Female",174491.4,23.436
"1008",2020,"MCMA",33,22,"Female",174491.4,15.964
"1009",2020,"MCMA",33,22,"Female",174491.4,15.964
"1010",2020,"MCMA",33,22,"Female",174491.4,23.436
"1011",2020,"MCMA",33,22,"Female",174491.4,23.436
"1012",2020,"MCMA",33,22,"Female",174491.4,23.436
"1013",2020,"MCMA",33,22,"Female",174491.4,23.436
"1014",2020,"MCMA",33,22,"Female",174491.4,15.964
"1015",2020,"MCMA",33,22,"Female",174491.4,23.436
"1016",2020,"MCMA",33,22,"Female",174491.4,23.436
"1017",2020,"MCMA",33,22,"Female",174491.4,23.436
"1018",2020,"MCMA",33,22,"Female",174491.4,23.436
"1019",2020,"MCMA",33,22,"Female",174491.4,23.436
"1020",2020,"MCMA",33,22,"Female",174491.4,15.964
"1021",2020,"MCMA",33,22,"Female",174491.4,15.964
"1022",2020,"MCMA",33,22,"Female",174491.4,23.436
"1023",2020,"MCMA",33,22,"Female",174491.4,23.436
"1024",2020,"MCMA",33,22,"Female",174491.4,23.436
"1025",2020,"MCMA",33,22,"Female",174491.4,15.964
"1026",2020,"MCMA",33,22,"Female",174491.4,23.436
"1027",2020,"MCMA",33,22,"Female",174491.4,23.436
"1028",2020,"MCMA",33,22,"Female",174491.4,15.964
"1029",2020,"MCMA",33,22,"Female",174491.4,15.964
"1030",2020,"MCMA",33,22,"Female",174491.4,23.436
"1031",2020,"MCMA",33,22,"Female",174491.4,23.436
"1032",2020,"MCMA",33,22,"Female",174491.4,23.436
"1033",2020,"MCMA",33,22,"Female",174491.4,23.436
"1034",2020,"MCMA",33,22,"Female",174491.4,23.436
"1035",2020,"MCMA",33,22,"Female",174491.4,23.436
"1036",2020,"MCMA",33,22,"Female",174491.4,23.436
"1037",2020,"MCMA",33,22,"Female",174491.4,23.436
"1038",2020,"MCMA",33,22,"Female",174491.4,23.436
"1039",2020,"MCMA",33,22,"Female",174491.4,23.436
"1040",2020,"MCMA",33,22,"Female",174491.4,23.436
"1041",2020,"MCMA",33,22,"Female",174491.4,23.436
"1042",2020,"MCMA",33,22,"Female",174491.4,23.436
"1043",2020,"MCMA",33,22,"Female",174491.4,23.436
"1044",2020,"MCMA",33,22,"Female",174491.4,23.436
"1045",2020,"MCMA",33,22,"Female",174491.4,23.436
"1046",2020,"MCMA",33,22,"Female",174491.4,23.436
"1047",2020,"MCMA",33,22,"Female",174491.4,23.436
"1048",2020,"MCMA",33,22,"Female",174491.4,23.436
"1049",2020,"MCMA",33,22,"Female",174491.4,23.436
"1050",2020,"MCMA",33,22,"Female",174491.4,23.436
"1051",2020,"MCMA",33,22,"Female",174491.4,24.61
"1052",2020,"MCMA",33,22,"Female",174491.4,15.964
"1053",2020,"MCMA",33,22,"Female",174491.4,23.436
"1054",2020,"MCMA",33,22,"Female",174491.4,23.436
"1055",2020,"MCMA",33,22,"Female",174491.4,15.964
"1056",2020,"MCMA",33,22,"Female",174491.4,23.436
"1057",2020,"MCMA",33,22,"Female",174491.4,23.436
"1058",2020,"MCMA",33,22,"Female",174491.4,23.436
"1059",2020,"MCMA",33,22,"Female",174491.4,23.436
"1060",2020,"MCMA",33,22,"Female",174491.4,15.964
"1061",2020,"MCMA",33,22,"Female",174491.4,23.436
"1062",2020,"MCMA",33,22,"Female",174491.4,15.964
"1063",2020,"MCMA",33,22,"Female",174491.4,23.436
"1064",2020,"MCMA",33,23,"Female",174491.4,23.436
"1065",2020,"MCMA",33,23,"Female",174491.4,15.964
"1066",2020,"MCMA",33,23,"Female",174491.4,23.436
"1067",2020,"MCMA",33,23,"Female",174491.4,23.436
"1068",2020,"MCMA",33,23,"Female",174491.4,23.436
"1069",2020,"MCMA",33,23,"Female",174491.4,23.436
"1070",2020,"MCMA",33,23,"Female",174491.4,23.436
"1071",2020,"MCMA",33,23,"Female",174491.4,23.436
"1072",2020,"MCMA",33,23,"Female",174491.4,23.436
"1073",2020,"MCMA",33,23,"Female",174491.4,15.964
"1074",2020,"MCMA",33,23,"Female",174491.4,15.964
"1075",2020,"MCMA",33,23,"Female",174491.4,23.436
"1076",2020,"MCMA",33,23,"Female",174491.4,23.436
"1077",2020,"MCMA",33,23,"Female",174491.4,23.436
"1078",2020,"MCMA",33,23,"Female",174491.4,23.436
"1079",2020,"MCMA",33,23,"Female",174491.4,23.436
"1080",2020,"MCMA",33,23,"Female",174491.4,23.436
"1081",2020,"MCMA",33,23,"Female",174491.4,23.436
"1082",2020,"MCMA",33,23,"Female",174491.4,15.964
"1083",2020,"MCMA",33,23,"Female",174491.4,23.436
"1084",2020,"MCMA",33,23,"Female",174491.4,15.964
"1085",2020,"MCMA",33,23,"Female",174491.4,15.964
"1086",2020,"MCMA",33,23,"Female",174491.4,23.436
"1087",2020,"MCMA",33,23,"Female",174491.4,23.436
"1088",2020,"MCMA",33,23,"Female",174491.4,23.436
"1089",2020,"MCMA",33,23,"Female",174491.4,23.436
"1090",2020,"MCMA",33,23,"Female",174491.4,15.964
"1091",2020,"MCMA",33,23,"Female",174491.4,23.436
"1092",2020,"MCMA",33,23,"Female",174491.4,23.436
"1093",2020,"MCMA",33,23,"Female",174491.4,23.436
"1094",2020,"MCMA",33,23,"Female",174491.4,23.436
"1095",2020,"MCMA",33,23,"Female",174491.4,23.436
"1096",2020,"MCMA",33,23,"Female",174491.4,15.964
"1097",2020,"MCMA",33,23,"Female",174491.4,15.964
"1098",2020,"MCMA",33,23,"Female",174491.4,23.436
"1099",2020,"MCMA",33,23,"Female",174491.4,23.436
"1100",2020,"MCMA",33,23,"Female",174491.4,23.436
"1101",2020,"MCMA",33,23,"Female",174491.4,15.964
"1102",2020,"MCMA",33,23,"Female",174491.4,23.436
"1103",2020,"MCMA",33,23,"Female",174491.4,23.436
"1104",2020,"MCMA",33,23,"Female",174491.4,15.964
"1105",2020,"MCMA",33,23,"Female",174491.4,15.964
"1106",2020,"MCMA",33,23,"Female",174491.4,23.436
"1107",2020,"MCMA",33,23,"Female",174491.4,23.436
"1108",2020,"MCMA",33,23,"Female",174491.4,23.436
"1109",2020,"MCMA",33,23,"Female",174491.4,23.436
"1110",2020,"MCMA",33,23,"Female",174491.4,23.436
"1111",2020,"MCMA",33,23,"Female",174491.4,23.436
"1112",2020,"MCMA",33,23,"Female",174491.4,23.436
"1113",2020,"MCMA",33,23,"Female",174491.4,23.436
"1114",2020,"MCMA",33,23,"Female",174491.4,23.436
"1115",2020,"MCMA",33,23,"Female",174491.4,23.436
"1116",2020,"MCMA",33,23,"Female",174491.4,23.436
"1117",2020,"MCMA",33,23,"Female",174491.4,23.436
"1118",2020,"MCMA",33,23,"Female",174491.4,23.436
"1119",2020,"MCMA",33,23,"Female",174491.4,23.436
"1120",2020,"MCMA",33,23,"Female",174491.4,23.436
"1121",2020,"MCMA",33,23,"Female",174491.4,23.436
"1122",2020,"MCMA",33,23,"Female",174491.4,23.436
"1123",2020,"MCMA",33,23,"Female",174491.4,23.436
"1124",2020,"MCMA",33,23,"Female",174491.4,23.436
"1125",2020,"MCMA",33,23,"Female",174491.4,23.436
"1126",2020,"MCMA",33,23,"Female",174491.4,23.436
"1127",2020,"MCMA",33,23,"Female",174491.4,24.61
"1128",2020,"MCMA",33,23,"Female",174491.4,15.964
"1129",2020,"MCMA",33,23,"Female",174491.4,23.436
"1130",2020,"MCMA",33,23,"Female",174491.4,23.436
"1131",2020,"MCMA",33,23,"Female",174491.4,15.964
"1132",2020,"MCMA",33,23,"Female",174491.4,23.436
"1133",2020,"MCMA",33,23,"Female",174491.4,23.436
"1134",2020,"MCMA",33,23,"Female",174491.4,23.436
"1135",2020,"MCMA",33,23,"Female",174491.4,23.436
"1136",2020,"MCMA",33,23,"Female",174491.4,15.964
"1137",2020,"MCMA",33,23,"Female",174491.4,23.436
"1138",2020,"MCMA",33,23,"Female",174491.4,15.964
"1139",2020,"MCMA",33,23,"Female",174491.4,23.436
"1140",2020,"MCMA",33,24,"Female",174491.4,23.436
"1141",2020,"MCMA",33,24,"Female",174491.4,15.964
"1142",2020,"MCMA",33,24,"Female",174491.4,23.436
"1143",2020,"MCMA",33,24,"Female",174491.4,23.436
"1144",2020,"MCMA",33,24,"Female",174491.4,23.436
"1145",2020,"MCMA",33,24,"Female",174491.4,23.436
"1146",2020,"MCMA",33,24,"Female",174491.4,23.436
"1147",2020,"MCMA",33,24,"Female",174491.4,23.436
"1148",2020,"MCMA",33,24,"Female",174491.4,23.436
"1149",2020,"MCMA",33,24,"Female",174491.4,15.964
"1150",2020,"MCMA",33,24,"Female",174491.4,15.964
"1151",2020,"MCMA",33,24,"Female",174491.4,23.436
"1152",2020,"MCMA",33,24,"Female",174491.4,23.436
"1153",2020,"MCMA",33,24,"Female",174491.4,23.436
"1154",2020,"MCMA",33,24,"Female",174491.4,23.436
"1155",2020,"MCMA",33,24,"Female",174491.4,23.436
"1156",2020,"MCMA",33,24,"Female",174491.4,23.436
"1157",2020,"MCMA",33,24,"Female",174491.4,23.436
"1158",2020,"MCMA",33,24,"Female",174491.4,15.964
"1159",2020,"MCMA",33,24,"Female",174491.4,23.436
"1160",2020,"MCMA",33,24,"Female",174491.4,15.964
"1161",2020,"MCMA",33,24,"Female",174491.4,15.964
"1162",2020,"MCMA",33,24,"Female",174491.4,23.436
"1163",2020,"MCMA",33,24,"Female",174491.4,23.436
"1164",2020,"MCMA",33,24,"Female",174491.4,23.436
"1165",2020,"MCMA",33,24,"Female",174491.4,23.436
"1166",2020,"MCMA",33,24,"Female",174491.4,15.964
"1167",2020,"MCMA",33,24,"Female",174491.4,23.436
"1168",2020,"MCMA",33,24,"Female",174491.4,23.436
"1169",2020,"MCMA",33,24,"Female",174491.4,23.436
"1170",2020,"MCMA",33,24,"Female",174491.4,23.436
"1171",2020,"MCMA",33,24,"Female",174491.4,23.436
"1172",2020,"MCMA",33,24,"Female",174491.4,15.964
"1173",2020,"MCMA",33,24,"Female",174491.4,15.964
"1174",2020,"MCMA",33,24,"Female",174491.4,23.436
"1175",2020,"MCMA",33,24,"Female",174491.4,23.436
"1176",2020,"MCMA",33,24,"Female",174491.4,23.436
"1177",2020,"MCMA",33,24,"Female",174491.4,15.964
"1178",2020,"MCMA",33,24,"Female",174491.4,23.436
"1179",2020,"MCMA",33,24,"Female",174491.4,23.436
"1180",2020,"MCMA",33,24,"Female",174491.4,15.964
"1181",2020,"MCMA",33,24,"Female",174491.4,15.964
"1182",2020,"MCMA",33,24,"Female",174491.4,23.436
"1183",2020,"MCMA",33,24,"Female",174491.4,23.436
"1184",2020,"MCMA",33,24,"Female",174491.4,23.436
"1185",2020,"MCMA",33,24,"Female",174491.4,23.436
"1186",2020,"MCMA",33,24,"Female",174491.4,23.436
"1187",2020,"MCMA",33,24,"Female",174491.4,23.436
"1188",2020,"MCMA",33,24,"Female",174491.4,23.436
"1189",2020,"MCMA",33,24,"Female",174491.4,23.436
"1190",2020,"MCMA",33,24,"Female",174491.4,23.436
"1191",2020,"MCMA",33,24,"Female",174491.4,23.436
"1192",2020,"MCMA",33,24,"Female",174491.4,23.436
"1193",2020,"MCMA",33,24,"Female",174491.4,23.436
"1194",2020,"MCMA",33,24,"Female",174491.4,23.436
"1195",2020,"MCMA",33,24,"Female",174491.4,23.436
"1196",2020,"MCMA",33,24,"Female",174491.4,23.436
"1197",2020,"MCMA",33,24,"Female",174491.4,23.436
"1198",2020,"MCMA",33,24,"Female",174491.4,23.436
"1199",2020,"MCMA",33,24,"Female",174491.4,23.436
"1200",2020,"MCMA",33,24,"Female",174491.4,23.436
"1201",2020,"MCMA",33,24,"Female",174491.4,23.436
"1202",2020,"MCMA",33,24,"Female",174491.4,23.436
"1203",2020,"MCMA",33,24,"Female",174491.4,24.61
"1204",2020,"MCMA",33,24,"Female",174491.4,15.964
"1205",2020,"MCMA",33,24,"Female",174491.4,23.436
"1206",2020,"MCMA",33,24,"Female",174491.4,23.436
"1207",2020,"MCMA",33,24,"Female",174491.4,15.964
"1208",2020,"MCMA",33,24,"Female",174491.4,23.436
"1209",2020,"MCMA",33,24,"Female",174491.4,23.436
"1210",2020,"MCMA",33,24,"Female",174491.4,23.436
"1211",2020,"MCMA",33,24,"Female",174491.4,23.436
"1212",2020,"MCMA",33,24,"Female",174491.4,15.964
"1213",2020,"MCMA",33,24,"Female",174491.4,23.436
"1214",2020,"MCMA",33,24,"Female",174491.4,15.964
"1215",2020,"MCMA",33,24,"Female",174491.4,23.436
"1216",2020,"MCMA",33,25,"Female",182626.4,18.82
"1217",2020,"MCMA",33,25,"Female",182626.4,13.166
"1218",2020,"MCMA",33,25,"Female",182626.4,18.82
"1219",2020,"MCMA",33,25,"Female",182626.4,18.82
"1220",2020,"MCMA",33,25,"Female",182626.4,18.82
"1221",2020,"MCMA",33,25,"Female",182626.4,18.82
"1222",2020,"MCMA",33,25,"Female",182626.4,18.82
"1223",2020,"MCMA",33,25,"Female",182626.4,18.82
"1224",2020,"MCMA",33,25,"Female",182626.4,18.82
"1225",2020,"MCMA",33,25,"Female",182626.4,13.166
"1226",2020,"MCMA",33,25,"Female",182626.4,13.166
"1227",2020,"MCMA",33,25,"Female",182626.4,18.82
"1228",2020,"MCMA",33,25,"Female",182626.4,18.82
"1229",2020,"MCMA",33,25,"Female",182626.4,18.82
"1230",2020,"MCMA",33,25,"Female",182626.4,18.82
"1231",2020,"MCMA",33,25,"Female",182626.4,18.82
"1232",2020,"MCMA",33,25,"Female",182626.4,18.82
"1233",2020,"MCMA",33,25,"Female",182626.4,18.82
"1234",2020,"MCMA",33,25,"Female",182626.4,13.166
"1235",2020,"MCMA",33,25,"Female",182626.4,18.82
"1236",2020,"MCMA",33,25,"Female",182626.4,13.166
"1237",2020,"MCMA",33,25,"Female",182626.4,13.166
"1238",2020,"MCMA",33,25,"Female",182626.4,18.82
"1239",2020,"MCMA",33,25,"Female",182626.4,18.82
"1240",2020,"MCMA",33,25,"Female",182626.4,18.82
"1241",2020,"MCMA",33,25,"Female",182626.4,18.82
"1242",2020,"MCMA",33,25,"Female",182626.4,13.166
"1243",2020,"MCMA",33,25,"Female",182626.4,18.82
"1244",2020,"MCMA",33,25,"Female",182626.4,18.82
"1245",2020,"MCMA",33,25,"Female",182626.4,18.82
"1246",2020,"MCMA",33,25,"Female",182626.4,18.82
"1247",2020,"MCMA",33,25,"Female",182626.4,18.82
"1248",2020,"MCMA",33,25,"Female",182626.4,13.166
"1249",2020,"MCMA",33,25,"Female",182626.4,13.166
"1250",2020,"MCMA",33,25,"Female",182626.4,18.82
"1251",2020,"MCMA",33,25,"Female",182626.4,18.82
"1252",2020,"MCMA",33,25,"Female",182626.4,18.82
"1253",2020,"MCMA",33,25,"Female",182626.4,13.166
"1254",2020,"MCMA",33,25,"Female",182626.4,18.82
"1255",2020,"MCMA",33,25,"Female",182626.4,18.82
"1256",2020,"MCMA",33,25,"Female",182626.4,13.166
"1257",2020,"MCMA",33,25,"Female",182626.4,13.166
"1258",2020,"MCMA",33,25,"Female",182626.4,18.82
"1259",2020,"MCMA",33,25,"Female",182626.4,18.82
"1260",2020,"MCMA",33,25,"Female",182626.4,18.82
"1261",2020,"MCMA",33,25,"Female",182626.4,18.82
"1262",2020,"MCMA",33,25,"Female",182626.4,18.82
"1263",2020,"MCMA",33,25,"Female",182626.4,18.82
"1264",2020,"MCMA",33,25,"Female",182626.4,18.82
"1265",2020,"MCMA",33,25,"Female",182626.4,18.82
"1266",2020,"MCMA",33,25,"Female",182626.4,18.82
"1267",2020,"MCMA",33,25,"Female",182626.4,18.82
"1268",2020,"MCMA",33,25,"Female",182626.4,18.82
"1269",2020,"MCMA",33,25,"Female",182626.4,18.82
"1270",2020,"MCMA",33,25,"Female",182626.4,18.82
"1271",2020,"MCMA",33,25,"Female",182626.4,18.82
"1272",2020,"MCMA",33,25,"Female",182626.4,18.82
"1273",2020,"MCMA",33,25,"Female",182626.4,18.82
"1274",2020,"MCMA",33,25,"Female",182626.4,18.82
"1275",2020,"MCMA",33,25,"Female",182626.4,18.82
"1276",2020,"MCMA",33,25,"Female",182626.4,18.82
"1277",2020,"MCMA",33,25,"Female",182626.4,18.82
"1278",2020,"MCMA",33,25,"Female",182626.4,18.82
"1279",2020,"MCMA",33,25,"Female",182626.4,21.458
"1280",2020,"MCMA",33,25,"Female",182626.4,13.166
"1281",2020,"MCMA",33,25,"Female",182626.4,18.82
"1282",2020,"MCMA",33,25,"Female",182626.4,18.82
"1283",2020,"MCMA",33,25,"Female",182626.4,13.166
"1284",2020,"MCMA",33,25,"Female",182626.4,18.82
"1285",2020,"MCMA",33,25,"Female",182626.4,18.82
"1286",2020,"MCMA",33,25,"Female",182626.4,18.82
"1287",2020,"MCMA",33,25,"Female",182626.4,18.82
"1288",2020,"MCMA",33,25,"Female",182626.4,13.166
"1289",2020,"MCMA",33,25,"Female",182626.4,18.82
"1290",2020,"MCMA",33,25,"Female",182626.4,13.166
"1291",2020,"MCMA",33,25,"Female",182626.4,18.82
"1292",2020,"MCMA",33,26,"Female",182626.4,18.82
"1293",2020,"MCMA",33,26,"Female",182626.4,13.166
"1294",2020,"MCMA",33,26,"Female",182626.4,18.82
"1295",2020,"MCMA",33,26,"Female",182626.4,18.82
"1296",2020,"MCMA",33,26,"Female",182626.4,18.82
"1297",2020,"MCMA",33,26,"Female",182626.4,18.82
"1298",2020,"MCMA",33,26,"Female",182626.4,18.82
"1299",2020,"MCMA",33,26,"Female",182626.4,18.82
"1300",2020,"MCMA",33,26,"Female",182626.4,18.82
"1301",2020,"MCMA",33,26,"Female",182626.4,13.166
"1302",2020,"MCMA",33,26,"Female",182626.4,13.166
"1303",2020,"MCMA",33,26,"Female",182626.4,18.82
"1304",2020,"MCMA",33,26,"Female",182626.4,18.82
"1305",2020,"MCMA",33,26,"Female",182626.4,18.82
"1306",2020,"MCMA",33,26,"Female",182626.4,18.82
"1307",2020,"MCMA",33,26,"Female",182626.4,18.82
"1308",2020,"MCMA",33,26,"Female",182626.4,18.82
"1309",2020,"MCMA",33,26,"Female",182626.4,18.82
"1310",2020,"MCMA",33,26,"Female",182626.4,13.166
"1311",2020,"MCMA",33,26,"Female",182626.4,18.82
"1312",2020,"MCMA",33,26,"Female",182626.4,13.166
"1313",2020,"MCMA",33,26,"Female",182626.4,13.166
"1314",2020,"MCMA",33,26,"Female",182626.4,18.82
"1315",2020,"MCMA",33,26,"Female",182626.4,18.82
"1316",2020,"MCMA",33,26,"Female",182626.4,18.82
"1317",2020,"MCMA",33,26,"Female",182626.4,18.82
"1318",2020,"MCMA",33,26,"Female",182626.4,13.166
"1319",2020,"MCMA",33,26,"Female",182626.4,18.82
"1320",2020,"MCMA",33,26,"Female",182626.4,18.82
"1321",2020,"MCMA",33,26,"Female",182626.4,18.82
"1322",2020,"MCMA",33,26,"Female",182626.4,18.82
"1323",2020,"MCMA",33,26,"Female",182626.4,18.82
"1324",2020,"MCMA",33,26,"Female",182626.4,13.166
"1325",2020,"MCMA",33,26,"Female",182626.4,13.166
"1326",2020,"MCMA",33,26,"Female",182626.4,18.82
"1327",2020,"MCMA",33,26,"Female",182626.4,18.82
"1328",2020,"MCMA",33,26,"Female",182626.4,18.82
"1329",2020,"MCMA",33,26,"Female",182626.4,13.166
"1330",2020,"MCMA",33,26,"Female",182626.4,18.82
"1331",2020,"MCMA",33,26,"Female",182626.4,18.82
"1332",2020,"MCMA",33,26,"Female",182626.4,13.166
"1333",2020,"MCMA",33,26,"Female",182626.4,13.166
"1334",2020,"MCMA",33,26,"Female",182626.4,18.82
"1335",2020,"MCMA",33,26,"Female",182626.4,18.82
"1336",2020,"MCMA",33,26,"Female",182626.4,18.82
"1337",2020,"MCMA",33,26,"Female",182626.4,18.82
"1338",2020,"MCMA",33,26,"Female",182626.4,18.82
"1339",2020,"MCMA",33,26,"Female",182626.4,18.82
"1340",2020,"MCMA",33,26,"Female",182626.4,18.82
"1341",2020,"MCMA",33,26,"Female",182626.4,18.82
"1342",2020,"MCMA",33,26,"Female",182626.4,18.82
"1343",2020,"MCMA",33,26,"Female",182626.4,18.82
"1344",2020,"MCMA",33,26,"Female",182626.4,18.82
"1345",2020,"MCMA",33,26,"Female",182626.4,18.82
"1346",2020,"MCMA",33,26,"Female",182626.4,18.82
"1347",2020,"MCMA",33,26,"Female",182626.4,18.82
"1348",2020,"MCMA",33,26,"Female",182626.4,18.82
"1349",2020,"MCMA",33,26,"Female",182626.4,18.82
"1350",2020,"MCMA",33,26,"Female",182626.4,18.82
"1351",2020,"MCMA",33,26,"Female",182626.4,18.82
"1352",2020,"MCMA",33,26,"Female",182626.4,18.82
"1353",2020,"MCMA",33,26,"Female",182626.4,18.82
"1354",2020,"MCMA",33,26,"Female",182626.4,18.82
"1355",2020,"MCMA",33,26,"Female",182626.4,21.458
"1356",2020,"MCMA",33,26,"Female",182626.4,13.166
"1357",2020,"MCMA",33,26,"Female",182626.4,18.82
"1358",2020,"MCMA",33,26,"Female",182626.4,18.82
"1359",2020,"MCMA",33,26,"Female",182626.4,13.166
"1360",2020,"MCMA",33,26,"Female",182626.4,18.82
"1361",2020,"MCMA",33,26,"Female",182626.4,18.82
"1362",2020,"MCMA",33,26,"Female",182626.4,18.82
"1363",2020,"MCMA",33,26,"Female",182626.4,18.82
"1364",2020,"MCMA",33,26,"Female",182626.4,13.166
"1365",2020,"MCMA",33,26,"Female",182626.4,18.82
"1366",2020,"MCMA",33,26,"Female",182626.4,13.166
"1367",2020,"MCMA",33,26,"Female",182626.4,18.82
"1368",2020,"MCMA",33,27,"Female",182626.4,18.82
"1369",2020,"MCMA",33,27,"Female",182626.4,13.166
"1370",2020,"MCMA",33,27,"Female",182626.4,18.82
"1371",2020,"MCMA",33,27,"Female",182626.4,18.82
"1372",2020,"MCMA",33,27,"Female",182626.4,18.82
"1373",2020,"MCMA",33,27,"Female",182626.4,18.82
"1374",2020,"MCMA",33,27,"Female",182626.4,18.82
"1375",2020,"MCMA",33,27,"Female",182626.4,18.82
"1376",2020,"MCMA",33,27,"Female",182626.4,18.82
"1377",2020,"MCMA",33,27,"Female",182626.4,13.166
"1378",2020,"MCMA",33,27,"Female",182626.4,13.166
"1379",2020,"MCMA",33,27,"Female",182626.4,18.82
"1380",2020,"MCMA",33,27,"Female",182626.4,18.82
"1381",2020,"MCMA",33,27,"Female",182626.4,18.82
"1382",2020,"MCMA",33,27,"Female",182626.4,18.82
"1383",2020,"MCMA",33,27,"Female",182626.4,18.82
"1384",2020,"MCMA",33,27,"Female",182626.4,18.82
"1385",2020,"MCMA",33,27,"Female",182626.4,18.82
"1386",2020,"MCMA",33,27,"Female",182626.4,13.166
"1387",2020,"MCMA",33,27,"Female",182626.4,18.82
"1388",2020,"MCMA",33,27,"Female",182626.4,13.166
"1389",2020,"MCMA",33,27,"Female",182626.4,13.166
"1390",2020,"MCMA",33,27,"Female",182626.4,18.82
"1391",2020,"MCMA",33,27,"Female",182626.4,18.82
"1392",2020,"MCMA",33,27,"Female",182626.4,18.82
"1393",2020,"MCMA",33,27,"Female",182626.4,18.82
"1394",2020,"MCMA",33,27,"Female",182626.4,13.166
"1395",2020,"MCMA",33,27,"Female",182626.4,18.82
"1396",2020,"MCMA",33,27,"Female",182626.4,18.82
"1397",2020,"MCMA",33,27,"Female",182626.4,18.82
"1398",2020,"MCMA",33,27,"Female",182626.4,18.82
"1399",2020,"MCMA",33,27,"Female",182626.4,18.82
"1400",2020,"MCMA",33,27,"Female",182626.4,13.166
"1401",2020,"MCMA",33,27,"Female",182626.4,13.166
"1402",2020,"MCMA",33,27,"Female",182626.4,18.82
"1403",2020,"MCMA",33,27,"Female",182626.4,18.82
"1404",2020,"MCMA",33,27,"Female",182626.4,18.82
"1405",2020,"MCMA",33,27,"Female",182626.4,13.166
"1406",2020,"MCMA",33,27,"Female",182626.4,18.82
"1407",2020,"MCMA",33,27,"Female",182626.4,18.82
"1408",2020,"MCMA",33,27,"Female",182626.4,13.166
"1409",2020,"MCMA",33,27,"Female",182626.4,13.166
"1410",2020,"MCMA",33,27,"Female",182626.4,18.82
